"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:46:07 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 21:46:29,0.0,3221221376.0,1.973,1.449,96.503,0.0,0.0,0.075,0.0,12288.0,210512827.0,241645.0
16-10 21:46:30,0.0,3221221376.0,74.344,12.197,13.434,0.0,0.0,0.025,0.0,0.0,8172.0,182.0
16-10 21:46:31,0.0,3221221376.0,66.256,19.386,14.307,0.0,0.0,0.050,0.0,0.0,139605.0,245248832.0
16-10 21:46:32,0.0,3221221376.0,44.386,1.825,53.788,0.0,0.0,0.0,0.0,0.0,9168.0,6176249.0
16-10 21:46:33,0.0,3221221376.0,51.730,1.564,46.706,0.0,0.0,0.0,0.0,0.0,9128.0,2783362.0
16-10 21:46:34,0.0,3221221376.0,15.828,5.110,79.063,0.0,0.0,0.0,0.0,0.0,8826.0,1285473.0
16-10 21:46:35,0.0,3221221376.0,18.647,3.785,77.517,0.0,0.0,0.050,0.0,12288.0,59194756.0,203713.0
16-10 21:46:36,0.0,3221221376.0,0.426,0.927,98.421,0.0,0.0,0.226,0.0,0.0,196380935.0,250624.0
16-10 21:46:37,0.0,3221221376.0,0.025,0.250,99.725,0.0,0.0,0.0,0.0,0.0,78692226.0,104236.0
16-10 21:46:38,0.0,3221221376.0,37.051,5.777,57.071,0.0,0.0,0.100,0.0,0.0,131827514.0,177524.0
16-10 21:46:39,0.0,3221221376.0,82.095,8.454,9.352,0.0,0.0,0.100,0.0,0.0,145282.0,124762353.0
16-10 21:46:40,0.0,3221221376.0,53.965,0.976,45.059,0.0,0.0,0.0,0.0,0.0,83616.0,122960005.0
16-10 21:46:41,0.0,3221221376.0,34.535,27.051,38.414,0.0,0.0,0.0,0.0,20480.0,12498.0,6480881.0
16-10 21:46:42,0.0,3221221376.0,39.039,3.818,57.143,0.0,0.0,0.0,0.0,0.0,8052.0,6385.0
16-10 21:46:43,0.0,3221221376.0,23.158,4.743,72.099,0.0,0.0,0.0,0.0,0.0,9924.0,1285473.0
16-10 21:46:44,0.0,3221221376.0,6.900,2.500,90.500,0.0,0.0,0.100,0.0,0.0,255567166.0,473093.0
16-10 21:46:45,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8657.0,314.0
16-10 21:46:46,0.0,3221221376.0,7.968,2.839,89.193,0.0,0.0,0.0,0.0,57344.0,210510466.0,273933.0
16-10 21:46:47,0.0,3221221376.0,78.561,8.721,12.719,0.0,0.0,0.0,0.0,0.0,6066.0,182.0
16-10 21:46:48,0.0,3221221376.0,71.066,6.173,22.660,0.0,0.0,0.100,0.0,0.0,179858.0,247720874.0
16-10 21:46:49,0.0,3221221376.0,40.226,1.308,58.465,0.0,0.0,0.0,0.0,0.0,8532.0,6480506.0
16-10 21:46:50,0.0,3221221376.0,41.621,13.675,44.704,0.0,0.0,0.0,0.0,0.0,5736.0,7022.0
16-10 21:46:51,0.0,3221221376.0,17.567,3.270,79.163,0.0,0.0,0.0,0.0,0.0,7038.0,1285473.0
16-10 21:46:52,0.0,3221221376.0,14.177,3.043,82.729,0.0,0.0,0.051,0.0,28672.0,153854139.0,325601.0
16-10 21:46:53,0.0,3221221376.0,0.800,0.700,98.450,0.0,0.0,0.050,0.0,0.0,101716604.0,154596.0
16-10 21:46:54,0.0,3221221376.0,0.125,0.526,99.249,0.0,0.0,0.100,0.0,0.0,168905672.0,244161.0
16-10 21:46:55,0.0,3221221376.0,43.280,7.071,49.624,0.0,0.0,0.025,0.0,0.0,41608160.0,52256.0
16-10 21:46:56,0.0,3221221376.0,84.464,8.155,7.307,0.0,0.0,0.075,0.0,0.0,131653.0,164753558.0
16-10 21:46:57,0.0,3221221376.0,47.563,0.955,51.482,0.0,0.0,0.0,0.0,0.0,63354.0,82967880.0
16-10 21:46:58,0.0,3221221376.0,57.661,4.582,37.757,0.0,0.0,0.0,0.0,12288.0,9516.0,6487726.0
16-10 21:46:59,0.0,3221221376.0,19.959,1.791,78.250,0.0,0.0,0.0,0.0,0.0,7740.0,1285091.0
16-10 21:47:00,0.0,3221221376.0,21.125,3.622,75.253,0.0,0.0,0.0,0.0,0.0,5921.0,98127.0
16-10 21:47:01,0.0,3221221376.0,0.751,1.327,97.772,0.0,0.0,0.150,0.0,0.0,255564548.0,385646.0
16-10 21:47:02,0.0,3221221376.0,0.025,0.0,99.975,0.0,0.0,0.0,0.0,0.0,7097.0,248.0
16-10 21:47:03,0.0,3221221376.0,15.993,4.645,79.212,0.0,0.0,0.151,0.0,0.0,210510055.0,271683.0
16-10 21:47:04,0.0,3221221376.0,83.259,7.848,8.869,0.0,0.0,0.025,0.0,12288.0,17028.0,17183873.0
16-10 21:47:05,0.0,3221221376.0,68.769,3.241,27.915,0.0,0.0,0.075,0.0,0.0,129358.0,230537618.0
16-10 21:47:06,0.0,3221221376.0,41.381,1.549,57.070,0.0,0.0,0.0,0.0,0.0,9798.0,6482165.0
16-10 21:47:07,0.0,3221221376.0,36.256,0.370,63.374,0.0,0.0,0.0,0.0,0.0,6090.0,6451.0
16-10 21:47:08,0.0,3221221376.0,24.845,3.794,71.361,0.0,0.0,0.0,0.0,0.0,7272.0,1285473.0
16-10 21:47:09,0.0,3221221376.0,5.213,1.864,92.848,0.0,0.0,0.076,0.0,0.0,255564557.0,479996.0
16-10 21:47:10,0.0,3221221376.0,0.450,0.200,99.350,0.0,0.0,0.0,0.0,12288.0,10686.0,781.0
16-10 21:47:11,0.0,3221221376.0,1.904,1.102,96.968,0.0,0.0,0.025,0.0,4096.0,210517958.0,290404.0
16-10 21:47:12,0.0,3221221376.0,77.073,9.740,13.187,0.0,0.0,0.0,0.0,0.0,12606.0,182.0
16-10 21:47:13,0.0,3221221376.0,70.462,5.644,23.794,0.0,0.0,0.099,0.0,0.0,176334.0,247722179.0
16-10 21:47:14,0.0,3221221376.0,45.805,0.573,53.622,0.0,0.0,0.0,0.0,0.0,14724.0,3706516.0
16-10 21:47:15,0.0,3221221376.0,46.067,1.823,52.110,0.0,0.0,0.0,0.0,0.0,9012.0,2782676.0
16-10 21:47:16,0.0,3221221376.0,18.890,3.592,77.518,0.0,0.0,0.0,0.0,16384.0,7266.0,1285473.0
16-10 21:47:17,0.0,3221221376.0,12.658,2.723,84.518,0.0,0.0,0.101,0.0,0.0,127740590.0,315546.0
16-10 21:47:18,0.0,3221221376.0,0.300,0.801,98.873,0.0,0.0,0.025,0.0,0.0,127830714.0,132917.0
16-10 21:47:19,0.0,3221221376.0,0.075,0.802,99.098,0.0,0.0,0.025,0.0,0.0,187142402.0,308679.0
16-10 21:47:20,0.0,3221221376.0,57.957,8.735,33.283,0.0,0.0,0.025,0.0,0.0,23372099.0,37676.0
16-10 21:47:21,0.0,3221221376.0,80.120,6.376,13.429,0.0,0.0,0.075,0.0,8192.0,199180.0,245231059.0
16-10 21:47:22,0.0,3221221376.0,48.534,1.654,49.812,0.0,0.0,0.0,0.0,12288.0,8328.0,6195783.0
16-10 21:47:23,0.0,3221221376.0,52.917,3.157,43.925,0.0,0.0,0.0,0.0,0.0,6816.0,2785179.0
16-10 21:47:24,0.0,3221221376.0,16.209,1.823,81.968,0.0,0.0,0.0,0.0,0.0,6612.0,1285473.0
16-10 21:47:25,0.0,3221221376.0,18.081,3.173,78.746,0.0,0.0,0.0,0.0,0.0,6395.0,97745.0
16-10 21:47:26,0.0,3221221376.0,0.302,1.359,98.188,0.0,0.0,0.151,0.0,0.0,255565086.0,382553.0
16-10 21:47:27,0.0,3221221376.0,0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,6231511.0,12063.0
16-10 21:47:28,0.0,3221221376.0,16.829,3.932,79.189,0.0,0.0,0.050,0.0,12288.0,204286181.0,309302.0
16-10 21:47:29,0.0,3221221376.0,84.403,8.024,7.573,0.0,0.0,0.0,0.0,0.0,13962.0,17184929.0
16-10 21:47:30,0.0,3221221376.0,68.278,2.577,29.095,0.0,0.0,0.050,0.0,0.0,143596.0,230537908.0
16-10 21:47:31,0.0,3221221376.0,38.632,1.685,59.683,0.0,0.0,0.0,0.0,0.0,14377.0,6485210.0
16-10 21:47:32,0.0,3221221376.0,37.018,0.488,62.494,0.0,0.0,0.0,0.0,0.0,8998.0,8135.0
16-10 21:47:33,0.0,3221221376.0,25.944,4.399,69.657,0.0,0.0,0.0,0.0,0.0,10428.0,1286246.0
16-10 21:47:34,0.0,3221221376.0,2.835,1.215,95.873,0.0,0.0,0.076,0.0,36864.0,213456356.0,461627.0
16-10 21:47:35,0.0,3221221376.0,0.250,0.350,99.375,0.0,0.0,0.025,0.0,0.0,42119017.0,39177.0
16-10 21:47:36,0.0,3221221376.0,0.050,0.777,98.998,0.0,0.0,0.175,0.0,0.0,210511392.0,237868.0
16-10 21:47:37,0.0,3221221376.0,60.649,7.516,31.835,0.0,0.0,0.0,0.0,0.0,7806.0,182.0
16-10 21:47:38,0.0,3221221376.0,78.304,6.421,15.224,0.0,0.0,0.050,0.0,0.0,110434.0,245235570.0
16-10 21:47:39,0.0,3221221376.0,49.261,1.578,49.136,0.0,0.0,0.025,0.0,0.0,10008.0,6192304.0
16-10 21:47:40,0.0,3221221376.0,48.765,1.769,49.467,0.0,0.0,0.0,0.0,12288.0,9834.0,2785435.0
16-10 21:47:41,0.0,3221221376.0,16.247,1.585,82.168,0.0,0.0,0.0,0.0,0.0,9846.0,1285473.0
16-10 21:47:42,0.0,3221221376.0,17.063,3.241,79.671,0.0,0.0,0.025,0.0,0.0,43319278.0,180539.0
16-10 21:47:43,0.0,3221221376.0,0.727,0.952,98.195,0.0,0.0,0.125,0.0,0.0,212257507.0,296784.0
16-10 21:47:44,0.0,3221221376.0,0.050,0.150,99.800,0.0,0.0,0.0,0.0,0.0,49087450.0,77488.0
16-10 21:47:45,0.0,3221221376.0,19.061,5.171,75.643,0.0,0.0,0.125,0.0,0.0,161432834.0,252164.0
16-10 21:47:46,0.0,3221221376.0,85.689,7.923,6.363,0.0,0.0,0.025,0.0,12288.0,28076.0,38373909.0
16-10 21:47:47,0.0,3221221376.0,62.472,4.087,33.292,0.075,0.0,0.075,0.0,0.0,144311.0,209350701.0
16-10 21:47:48,0.0,3221221376.0,37.413,3.764,58.749,0.075,0.0,0.0,0.0,0.0,12824.0,6484903.0
16-10 21:47:49,0.0,3221221376.0,40.712,0.782,58.481,0.0,0.0,0.025,0.0,0.0,9602.0,7464.0
16-10 21:47:50,0.0,3221221376.0,24.587,3.652,71.761,0.0,0.0,0.0,0.0,0.0,10164.0,1285473.0
16-10 21:47:51,0.0,3221221376.0,4.431,1.813,93.605,0.0,0.0,0.151,0.0,4096.0,253697807.0,439892.0
16-10 21:47:52,0.0,3221221376.0,0.325,0.150,99.525,0.0,0.0,0.0,0.0,20480.0,1879497.0,1133.0
16-10 21:47:53,0.0,3221221376.0,0.125,0.853,98.997,0.0,0.0,0.025,0.0,0.0,210512052.0,323788.0
16-10 21:47:54,0.0,3221221376.0,67.401,9.039,23.535,0.0,0.0,0.025,0.0,0.0,9486.0,182.0
16-10 21:47:55,0.0,3221221376.0,73.241,6.633,20.050,0.0,0.0,0.075,0.0,0.0,189088.0,245243853.0
16-10 21:47:56,0.0,3221221376.0,46.298,2.926,50.775,0.0,0.0,0.0,0.0,16384.0,13560.0,6187754.0
16-10 21:47:57,0.0,3221221376.0,52.768,1.854,45.378,0.0,0.0,0.0,0.0,0.0,32568.0,2782804.0
16-10 21:47:58,0.0,3221221376.0,16.409,1.099,82.493,0.0,0.0,0.0,0.0,12288.0,30792.0,1285473.0
16-10 21:47:59,0.0,3221221376.0,17.915,3.483,78.527,0.0,0.0,0.075,0.0,0.0,92603056.0,256558.0
16-10 21:48:00,0.0,3221221376.0,0.601,0.976,98.273,0.0,0.0,0.150,0.0,0.0,163016680.0,234928.0
16-10 21:48:01,0.0,3221221376.0,0.025,0.351,99.599,0.0,0.0,0.025,0.0,0.0,117314588.0,176548.0
16-10 21:48:02,0.0,3221221376.0,42.682,8.656,48.636,0.0,0.0,0.025,0.0,0.0,93215470.0,147128.0
16-10 21:48:03,0.0,3221221376.0,87.603,6.086,6.261,0.0,0.0,0.050,0.0,0.0,140764.0,190031463.0
16-10 21:48:04,0.0,3221221376.0,45.153,0.854,53.993,0.0,0.0,0.0,0.0,12288.0,76220.0,57691586.0
16-10 21:48:05,0.0,3221221376.0,62.158,1.950,35.892,0.0,0.0,0.0,0.0,0.0,15150.0,6490738.0
16-10 21:48:06,0.0,3221221376.0,15.564,1.378,83.058,0.0,0.0,0.0,0.0,8192.0,10632.0,1285473.0
16-10 21:48:07,0.0,3221221376.0,18.184,2.620,79.196,0.0,0.0,0.0,0.0,0.0,9203.0,97745.0
16-10 21:48:08,0.0,3221221376.0,0.577,1.330,98.042,0.0,0.0,0.050,0.0,0.0,255566164.0,415040.0
16-10 21:48:09,0.0,3221221376.0,0.100,0.100,99.800,0.0,0.0,0.0,0.0,0.0,10406.0,615.0
16-10 21:48:10,0.0,3221221376.0,2.986,1.380,95.558,0.0,0.0,0.075,0.0,12288.0,210511315.0,306621.0
16-10 21:48:11,0.0,3221221376.0,70.888,7.415,21.697,0.0,0.0,0.0,0.0,0.0,7506.0,182.0
16-10 21:48:12,0.0,3221221376.0,73.985,6.447,19.518,0.0,0.0,0.051,0.0,0.0,202864.0,247715700.0
16-10 21:48:13,0.0,3221221376.0,47.782,0.958,51.235,0.0,0.0,0.025,0.0,0.0,12084.0,3716235.0
16-10 21:48:14,0.0,3221221376.0,44.484,1.919,53.598,0.0,0.0,0.0,0.0,0.0,8988.0,2782612.0
16-10 21:48:15,0.0,3221221376.0,19.676,2.861,77.463,0.0,0.0,0.0,0.0,0.0,9366.0,1285473.0
16-10 21:48:16,0.0,3221221376.0,12.088,3.172,84.565,0.0,0.0,0.175,0.0,12288.0,235991272.0,384784.0
16-10 21:48:17,0.0,3221221376.0,0.375,0.250,99.350,0.0,0.0,0.025,0.0,0.0,19584551.0,21915.0
16-10 21:48:18,0.0,3221221376.0,0.150,0.752,99.047,0.0,0.0,0.050,0.0,0.0,210510918.0,329319.0
16-10 21:48:19,0.0,3221221376.0,56.152,6.413,37.435,0.0,0.0,0.0,0.0,0.0,7506.0,248.0
16-10 21:48:20,0.0,3221221376.0,81.256,9.849,8.819,0.025,0.0,0.050,0.0,0.0,217050.0,245376693.0
16-10 21:48:21,0.0,3221221376.0,45.859,1.676,52.464,0.0,0.0,0.0,0.0,0.0,13218.0,6193755.0
16-10 21:48:22,0.0,3221221376.0,56.967,2.289,40.744,0.0,0.0,0.0,0.0,28672.0,10554.0,2789005.0
16-10 21:48:23,0.0,3221221376.0,16.941,1.173,81.886,0.0,0.0,0.0,0.0,0.0,8766.0,1285473.0
16-10 21:48:24,0.0,3221221376.0,16.557,2.701,80.717,0.0,0.0,0.025,0.0,0.0,37167091.0,145175.0
16-10 21:48:25,0.0,3221221376.0,0.226,1.155,98.468,0.0,0.0,0.151,0.0,0.0,218406526.0,274650.0
16-10 21:48:26,0.0,3221221376.0,0.025,0.100,99.875,0.0,0.0,0.0,0.0,4096.0,44901485.0,59566.0
16-10 21:48:27,0.0,3221221376.0,18.603,5.212,76.185,0.0,0.0,0.0,0.0,0.0,165618090.0,211033.0
16-10 21:48:28,0.0,3221221376.0,83.639,9.246,7.090,0.0,0.0,0.025,0.0,12288.0,13056.0,17186645.0
16-10 21:48:29,0.0,3221221376.0,65.834,2.776,31.340,0.0,0.0,0.050,0.0,0.0,169628.0,230537618.0
16-10 21:48:30,0.0,3221221376.0,43.489,1.690,54.821,0.0,0.0,0.0,0.0,0.0,11802.0,6484825.0
16-10 21:48:31,0.0,3221221376.0,34.374,0.755,64.870,0.0,0.0,0.0,0.0,8192.0,6858.0,6643.0
16-10 21:48:32,0.0,3221221376.0,26.293,4.449,69.258,0.0,0.0,0.0,0.0,0.0,7632.0,1285473.0
16-10 21:48:33,0.0,3221221376.0,2.057,1.480,96.163,0.0,0.0,0.301,0.0,0.0,255565558.0,469210.0
16-10 21:48:34,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,12288.0,7337.0,248.0
16-10 21:48:35,0.0,3221221376.0,18.150,3.986,77.864,0.0,0.0,0.0,0.0,0.0,210510098.0,270478.0
16-10 21:48:36,0.0,3221221376.0,78.995,10.050,10.955,0.0,0.0,0.0,0.0,0.0,7420.0,38313.0
16-10 21:48:37,0.0,3221221376.0,71.614,3.536,24.826,0.0,0.0,0.025,0.0,0.0,144786.0,247686080.0
16-10 21:48:38,0.0,3221221376.0,39.504,1.663,58.834,0.0,0.0,0.0,0.0,0.0,10692.0,6484695.0
16-10 21:48:39,0.0,3221221376.0,40.896,1.642,57.463,0.0,0.0,0.0,0.0,0.0,7398.0,6675.0
16-10 21:48:40,0.0,3221221376.0,21.915,3.267,74.818,0.0,0.0,0.0,0.0,12288.0,8112.0,1285473.0
16-10 21:48:41,0.0,3221221376.0,7.523,2.272,90.129,0.0,0.0,0.076,0.0,0.0,182887714.0,360696.0
16-10 21:48:42,0.0,3221221376.0,0.501,0.375,99.099,0.0,0.0,0.025,0.0,0.0,72686244.0,85263.0
16-10 21:48:43,0.0,3221221376.0,0.050,0.552,99.373,0.0,0.0,0.025,0.0,0.0,160400546.0,241060.0
16-10 21:48:44,0.0,3221221376.0,55.067,8.163,36.770,0.0,0.0,0.0,0.0,0.0,50117238.0,19928.0
16-10 21:48:45,0.0,3221221376.0,79.879,7.432,12.639,0.0,0.0,0.051,0.0,0.0,147692.0,245237689.0
16-10 21:48:46,0.0,3221221376.0,47.190,1.656,51.154,0.0,0.0,0.0,0.0,12288.0,9438.0,6193355.0
16-10 21:48:47,0.0,3221221376.0,52.534,8.529,38.937,0.0,0.0,0.0,0.0,0.0,9390.0,2786125.0
16-10 21:48:48,0.0,3221221376.0,19.036,1.615,79.349,0.0,0.0,0.0,0.0,0.0,7980.0,1285473.0
16-10 21:48:49,0.0,3221221376.0,19.309,4.040,76.626,0.0,0.0,0.025,0.0,0.0,76071621.0,224847.0
16-10 21:48:50,0.0,3221221376.0,0.301,0.977,98.622,0.0,0.0,0.100,0.0,0.0,179501454.0,250090.0
16-10 21:48:51,0.0,3221221376.0,0.075,0.301,99.599,0.0,0.0,0.025,0.0,12288.0,97445592.0,171700.0
16-10 21:48:52,0.0,3221221376.0,39.019,6.922,53.984,0.0,0.0,0.075,0.0,0.0,113068772.0,148694.0
16-10 21:48:53,0.0,3221221376.0,83.417,8.203,8.253,0.0,0.0,0.126,0.0,0.0,101400.0,158079467.0
16-10 21:48:54,0.0,3221221376.0,48.353,1.292,50.355,0.0,0.0,0.0,0.0,0.0,83802.0,89644908.0
16-10 21:48:55,0.0,3221221376.0,62.094,1.712,36.194,0.0,0.0,0.0,0.0,0.0,9396.0,6484761.0
16-10 21:48:56,0.0,3221221376.0,16.874,1.419,81.707,0.0,0.0,0.0,0.0,0.0,8598.0,1291424.0
16-10 21:48:57,0.0,3221221376.0,21.948,3.624,74.427,0.0,0.0,0.0,0.0,12288.0,44938391.0,168678.0
16-10 21:48:58,0.0,3221221376.0,0.501,0.952,98.496,0.0,0.0,0.050,0.0,0.0,210636215.0,308104.0
16-10 21:48:59,0.0,3221221376.0,0.0,0.200,99.800,0.0,0.0,0.0,0.0,0.0,60608744.0,87880.0
16-10 21:49:00,0.0,3221221376.0,25.100,5.542,69.333,0.0,0.0,0.025,0.0,0.0,149910420.0,244646.0
16-10 21:49:01,0.0,3221221376.0,83.267,8.865,7.844,0.0,0.0,0.025,0.0,4096.0,26912.0,55680751.0
16-10 21:49:02,0.0,3221221376.0,59.660,1.879,38.436,0.0,0.0,0.025,0.0,0.0,150362.0,192044234.0
16-10 21:49:03,0.0,3221221376.0,41.038,4.993,53.969,0.0,0.0,0.0,0.0,28672.0,11742.0,6484533.0
16-10 21:49:04,0.0,3221221376.0,34.114,0.277,65.609,0.0,0.0,0.0,0.0,0.0,9198.0,6547.0
16-10 21:49:05,0.0,3221221376.0,23.370,5.893,70.712,0.0,0.0,0.025,0.0,0.0,10158.0,1285473.0
16-10 21:49:06,0.0,3221221376.0,7.193,2.456,90.251,0.0,0.0,0.100,0.0,8192.0,255566722.0,471750.0
16-10 21:49:07,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8537.0,314.0
16-10 21:49:08,0.0,3221221376.0,13.050,3.725,83.150,0.0,0.0,0.075,0.0,0.0,210511178.0,272284.0
16-10 21:49:09,0.0,3221221376.0,79.840,8.004,12.156,0.0,0.0,0.0,0.0,12288.0,8524.0,9638.0
16-10 21:49:10,0.0,3221221376.0,71.790,4.834,23.299,0.0,0.0,0.077,0.0,0.0,114582.0,247714883.0
16-10 21:49:11,0.0,3221221376.0,38.839,1.215,59.945,0.0,0.0,0.0,0.0,0.0,11478.0,6484026.0
16-10 21:49:12,0.0,3221221376.0,42.903,1.079,56.019,0.0,0.0,0.0,0.0,0.0,7416.0,7474.0
16-10 21:49:13,0.0,3221221376.0,23.494,3.153,73.354,0.0,0.0,0.0,0.0,0.0,7818.0,1285473.0
16-10 21:49:14,0.0,3221221376.0,4.711,1.954,93.235,0.0,0.0,0.100,0.0,0.0,170655931.0,336963.0
16-10 21:49:15,0.0,3221221376.0,0.250,0.525,99.225,0.0,0.0,0.0,0.0,12288.0,84917863.0,105753.0
16-10 21:49:16,0.0,3221221376.0,0.100,0.476,99.324,0.0,0.0,0.100,0.0,0.0,183444300.0,248758.0
16-10 21:49:17,0.0,3221221376.0,52.441,7.848,39.711,0.0,0.0,0.0,0.0,0.0,27072764.0,27836.0
16-10 21:49:18,0.0,3221221376.0,82.871,6.952,10.128,0.0,0.0,0.050,0.0,0.0,165238.0,205566879.0
16-10 21:49:19,0.0,3221221376.0,44.025,1.100,54.850,0.0,0.0,0.025,0.0,0.0,29076.0,45861003.0
16-10 21:49:20,0.0,3221221376.0,59.908,1.483,38.609,0.0,0.0,0.0,0.0,0.0,10416.0,2789613.0
16-10 21:49:21,0.0,3221221376.0,15.086,0.801,84.113,0.0,0.0,0.0,0.0,12288.0,8178.0,1285473.0
16-10 21:49:22,0.0,3221221376.0,19.613,3.587,76.723,0.0,0.0,0.076,0.0,0.0,89642745.0,216876.0
16-10 21:49:23,0.0,3221221376.0,0.351,0.903,98.595,0.0,0.0,0.150,0.0,0.0,165930065.0,238420.0
16-10 21:49:24,0.0,3221221376.0,0.025,0.351,99.574,0.0,0.0,0.050,0.0,0.0,103948522.0,172924.0
16-10 21:49:25,0.0,3221221376.0,34.695,5.866,59.438,0.0,0.0,0.0,0.0,0.0,106567102.0,161162.0
16-10 21:49:26,0.0,3221221376.0,84.715,7.518,7.742,0.0,0.0,0.025,0.0,0.0,34120.0,94699511.0
16-10 21:49:27,0.0,3221221376.0,53.633,0.824,45.543,0.0,0.0,0.0,0.0,12288.0,118822.0,153025424.0
16-10 21:49:28,0.0,3221221376.0,54.568,1.772,43.660,0.0,0.0,0.0,0.0,0.0,8580.0,6491286.0
16-10 21:49:29,0.0,3221221376.0,22.485,0.797,76.718,0.0,0.0,0.0,0.0,0.0,7026.0,1285091.0
16-10 21:49:30,0.0,3221221376.0,21.990,3.436,74.574,0.0,0.0,0.0,0.0,0.0,6953.0,98127.0
16-10 21:49:31,0.0,3221221376.0,0.778,1.229,97.742,0.0,0.0,0.251,0.0,0.0,255563724.0,371955.0
16-10 21:49:32,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,6377.0,248.0
16-10 21:49:33,0.0,3221221376.0,10.507,2.808,86.660,0.0,0.0,0.025,0.0,12288.0,210509264.0,336046.0
16-10 21:49:34,0.0,3221221376.0,79.975,6.816,13.208,0.0,0.0,0.0,0.0,0.0,6006.0,182.0
16-10 21:49:35,0.0,3221221376.0,68.781,6.169,25.025,0.0,0.0,0.025,0.0,0.0,171976.0,247725479.0
16-10 21:49:36,0.0,3221221376.0,40.422,1.081,58.497,0.0,0.0,0.0,0.0,0.0,9390.0,6483638.0
16-10 21:49:37,0.0,3221221376.0,44.511,1.604,53.860,0.0,0.0,0.025,0.0,0.0,6384.0,7410.0
