"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:46:08 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 21:47:58,0.0,3221221376.0,54.109,1.849,44.017,0.0,0.0,0.025,0.0,0.0,31691.0,2786190.0
16-10 21:47:59,0.0,3221221376.0,16.965,1.260,81.775,0.0,0.0,0.0,0.0,0.0,30006.0,1285473.0
16-10 21:48:00,0.0,3221221376.0,15.543,3.231,81.099,0.0,0.0,0.127,0.0,0.0,102567540.0,233215.0
16-10 21:48:01,0.0,3221221376.0,0.701,0.951,98.224,0.0,0.0,0.125,0.0,0.0,153050339.0,217022.0
16-10 21:48:02,0.0,3221221376.0,0.025,0.225,99.725,0.0,0.0,0.025,0.0,8192.0,91627376.0,120237.0
16-10 21:48:03,0.0,3221221376.0,31.675,5.875,62.450,0.0,0.0,0.0,0.0,12288.0,118904987.0,154778.0
16-10 21:48:04,0.0,3221221376.0,82.181,9.364,8.430,0.0,0.0,0.025,0.0,0.0,68994.0,60107533.0
16-10 21:48:05,0.0,3221221376.0,57.175,2.736,40.040,0.025,0.0,0.025,0.0,0.0,150314.0,187628516.0
16-10 21:48:06,0.0,3221221376.0,50.769,3.403,45.828,0.0,0.0,0.0,0.0,0.0,11388.0,6484469.0
16-10 21:48:07,0.0,3221221376.0,27.535,0.929,71.536,0.0,0.0,0.0,0.0,0.0,10650.0,1291360.0
16-10 21:48:08,0.0,3221221376.0,23.479,3.746,72.775,0.0,0.0,0.0,0.0,0.0,9815.0,98127.0
16-10 21:48:09,0.0,3221221376.0,0.575,1.125,98.200,0.0,0.0,0.100,0.0,12288.0,255566500.0,353290.0
16-10 21:48:10,0.0,3221221376.0,0.225,0.225,99.550,0.0,0.0,0.0,0.0,0.0,10048.0,673.0
16-10 21:48:11,0.0,3221221376.0,0.602,1.079,98.269,0.0,0.0,0.050,0.0,0.0,210511280.0,273988.0
16-10 21:48:12,0.0,3221221376.0,70.342,7.333,22.300,0.0,0.0,0.025,0.0,0.0,7746.0,182.0
16-10 21:48:13,0.0,3221221376.0,76.555,6.272,17.097,0.0,0.0,0.076,0.0,0.0,218156.0,219673325.0
16-10 21:48:14,0.0,3221221376.0,47.914,1.382,50.704,0.0,0.0,0.0,0.0,0.0,24552.0,31763368.0
16-10 21:48:15,0.0,3221221376.0,44.939,2.344,52.717,0.0,0.0,0.0,0.0,12288.0,9348.0,2782612.0
16-10 21:48:16,0.0,3221221376.0,18.054,2.590,79.356,0.0,0.0,0.0,0.0,0.0,10452.0,1285473.0
16-10 21:48:17,0.0,3221221376.0,14.894,3.226,81.779,0.0,0.0,0.101,0.0,0.0,139446076.0,311809.0
16-10 21:48:18,0.0,3221221376.0,0.251,0.651,99.098,0.0,0.0,0.0,0.0,0.0,116129462.0,122037.0
16-10 21:48:19,0.0,3221221376.0,0.050,0.476,99.473,0.0,0.0,0.0,0.0,0.0,185843620.0,240724.0
16-10 21:48:20,0.0,3221221376.0,57.807,8.323,33.819,0.0,0.0,0.050,0.0,0.0,24675152.0,34026.0
16-10 21:48:21,0.0,3221221376.0,78.424,6.909,14.567,0.0,0.0,0.100,0.0,28672.0,196916.0,225748084.0
16-10 21:48:22,0.0,3221221376.0,44.536,1.568,53.896,0.0,0.0,0.0,0.0,0.0,27854.0,25681753.0
16-10 21:48:23,0.0,3221221376.0,54.579,2.124,43.297,0.0,0.0,0.0,0.0,0.0,9714.0,2785860.0
16-10 21:48:24,0.0,3221221376.0,17.695,1.518,80.786,0.0,0.0,0.0,0.0,0.0,9960.0,1285473.0
16-10 21:48:25,0.0,3221221376.0,15.607,2.432,81.961,0.0,0.0,0.0,0.0,0.0,8736993.0,116261.0
16-10 21:48:26,0.0,3221221376.0,0.601,1.151,98.023,0.0,0.0,0.225,0.0,0.0,246836521.0,325276.0
16-10 21:48:27,0.0,3221221376.0,0.0,0.100,99.875,0.0,0.0,0.025,0.0,20480.0,18358037.0,31060.0
16-10 21:48:28,0.0,3221221376.0,24.527,6.891,68.582,0.0,0.0,0.0,0.0,0.0,192161480.0,259736.0
16-10 21:48:29,0.0,3221221376.0,73.747,19.325,6.904,0.025,0.0,0.0,0.0,0.0,8583.0,10741.0
16-10 21:48:30,0.0,3221221376.0,70.078,5.004,24.817,0.0,0.0,0.101,0.0,0.0,170592.0,247715029.0
16-10 21:48:31,0.0,3221221376.0,35.542,1.461,62.997,0.0,0.0,0.0,0.0,0.0,10248.0,6483930.0
16-10 21:48:32,0.0,3221221376.0,40.883,1.028,58.089,0.0,0.0,0.0,0.0,12288.0,7250.0,8440.0
16-10 21:48:33,0.0,3221221376.0,24.582,3.190,72.228,0.0,0.0,0.0,0.0,0.0,8014.0,1285527.0
16-10 21:48:34,0.0,3221221376.0,5.838,1.912,92.048,0.0,0.0,0.201,0.0,0.0,255566261.0,468980.0
16-10 21:48:35,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7337.0,248.0
16-10 21:48:36,0.0,3221221376.0,9.395,2.663,87.892,0.0,0.0,0.050,0.0,0.0,210509960.0,322306.0
16-10 21:48:37,0.0,3221221376.0,76.481,7.260,16.259,0.0,0.0,0.0,0.0,12288.0,6846.0,182.0
16-10 21:48:38,0.0,3221221376.0,73.953,4.863,21.133,0.0,0.0,0.050,0.0,16384.0,238058.0,247744645.0
16-10 21:48:39,0.0,3221221376.0,39.624,1.305,59.072,0.0,0.0,0.0,0.0,0.0,10794.0,6483866.0
16-10 21:48:40,0.0,3221221376.0,43.230,0.896,55.874,0.0,0.0,0.0,0.0,0.0,7716.0,7570.0
16-10 21:48:41,0.0,3221221376.0,24.174,3.428,72.397,0.0,0.0,0.0,0.0,0.0,8496.0,1285473.0
16-10 21:48:42,0.0,3221221376.0,4.976,1.508,93.466,0.0,0.0,0.050,0.0,0.0,163108961.0,355258.0
16-10 21:48:43,0.0,3221221376.0,0.276,0.677,99.022,0.0,0.0,0.025,0.0,0.0,92465383.0,118967.0
16-10 21:48:44,0.0,3221221376.0,0.075,0.476,99.399,0.0,0.0,0.050,0.0,12288.0,162975740.0,221626.0
16-10 21:48:45,0.0,3221221376.0,45.978,7.717,46.304,0.0,0.0,0.0,0.0,0.0,47542109.0,51362.0
16-10 21:48:46,0.0,3221221376.0,83.162,8.795,7.993,0.0,0.0,0.050,0.0,0.0,99530.0,127285125.0
16-10 21:48:47,0.0,3221221376.0,44.155,1.731,54.114,0.0,0.0,0.0,0.0,0.0,69234.0,124140488.0
16-10 21:48:48,0.0,3221221376.0,61.069,2.989,35.942,0.0,0.0,0.0,0.0,0.0,11244.0,2791182.0
16-10 21:48:49,0.0,3221221376.0,14.271,1.202,84.527,0.0,0.0,0.0,0.0,0.0,7872.0,1285473.0
16-10 21:48:50,0.0,3221221376.0,20.637,4.648,74.665,0.0,0.0,0.051,0.0,12288.0,55581198.0,184867.0
16-10 21:48:51,0.0,3221221376.0,0.351,1.178,98.396,0.0,0.0,0.075,0.0,0.0,199993710.0,294340.0
16-10 21:48:52,0.0,3221221376.0,0.025,0.275,99.700,0.0,0.0,0.0,0.0,4096.0,105331598.0,109642.0
16-10 21:48:53,0.0,3221221376.0,40.674,6.767,52.559,0.0,0.0,0.0,0.0,0.0,105182568.0,112022.0
16-10 21:48:54,0.0,3221221376.0,82.529,8.173,9.298,0.0,0.0,0.0,0.0,0.0,61094.0,86884003.0
16-10 21:48:55,0.0,3221221376.0,50.611,1.819,47.521,0.0,0.0,0.050,0.0,0.0,167790.0,160854204.0
16-10 21:48:56,0.0,3221221376.0,54.796,1.893,43.311,0.0,0.0,0.0,0.0,12288.0,9900.0,6491094.0
16-10 21:48:57,0.0,3221221376.0,20.951,3.188,75.860,0.0,0.0,0.0,0.0,0.0,8406.0,1285091.0
16-10 21:48:58,0.0,3221221376.0,24.583,3.135,72.282,0.0,0.0,0.0,0.0,0.0,17196719.0,134605.0
16-10 21:48:59,0.0,3221221376.0,0.351,1.303,98.296,0.0,0.0,0.050,0.0,0.0,238377591.0,343514.0
16-10 21:49:00,0.0,3221221376.0,0.025,0.100,99.850,0.0,0.0,0.025,0.0,0.0,35300357.0,47236.0
16-10 21:49:01,0.0,3221221376.0,22.888,5.841,71.271,0.0,0.0,0.0,0.0,0.0,175219843.0,238136.0
16-10 21:49:02,0.0,3221221376.0,85.309,7.433,7.233,0.0,0.0,0.025,0.0,16384.0,22302.0,46074519.0
16-10 21:49:03,0.0,3221221376.0,61.575,2.964,35.410,0.0,0.0,0.051,0.0,0.0,188522.0,201650384.0
16-10 21:49:04,0.0,3221221376.0,44.114,5.149,50.737,0.0,0.0,0.0,0.0,0.0,12300.0,6484533.0
16-10 21:49:05,0.0,3221221376.0,32.753,0.647,66.600,0.0,0.0,0.0,0.0,0.0,9078.0,6547.0
16-10 21:49:06,0.0,3221221376.0,27.655,4.008,68.337,0.0,0.0,0.0,0.0,0.0,10686.0,1285473.0
16-10 21:49:07,0.0,3221221376.0,0.703,1.306,97.840,0.0,0.0,0.151,0.0,32768.0,255567248.0,456599.0
16-10 21:49:08,0.0,3221221376.0,0.225,0.150,99.625,0.0,0.0,0.0,0.0,0.0,8608.0,673.0
16-10 21:49:09,0.0,3221221376.0,1.078,1.203,97.618,0.0,0.0,0.100,0.0,0.0,210511292.0,291226.0
16-10 21:49:10,0.0,3221221376.0,66.249,9.572,24.179,0.0,0.0,0.0,0.0,0.0,7986.0,182.0
16-10 21:49:11,0.0,3221221376.0,71.112,7.713,21.050,0.0,0.0,0.124,0.0,0.0,165744.0,245253835.0
16-10 21:49:12,0.0,3221221376.0,41.618,9.718,48.664,0.0,0.0,0.0,0.0,12288.0,10266.0,6187998.0
16-10 21:49:13,0.0,3221221376.0,55.584,2.920,41.496,0.0,0.0,0.0,0.0,12288.0,9222.0,2782804.0
16-10 21:49:14,0.0,3221221376.0,15.623,1.202,83.175,0.0,0.0,0.0,0.0,0.0,7620.0,1285539.0
16-10 21:49:15,0.0,3221221376.0,18.867,3.490,77.516,0.0,0.0,0.126,0.0,0.0,135727722.0,294841.0
16-10 21:49:16,0.0,3221221376.0,0.775,0.675,98.525,0.0,0.0,0.025,0.0,0.0,119845753.0,139425.0
16-10 21:49:17,0.0,3221221376.0,0.050,0.501,99.424,0.0,0.0,0.025,0.0,0.0,157585480.0,223558.0
16-10 21:49:18,0.0,3221221376.0,43.836,4.645,51.469,0.0,0.0,0.050,0.0,0.0,52931986.0,61592.0
16-10 21:49:19,0.0,3221221376.0,85.543,7.366,7.041,0.0,0.0,0.050,0.0,12288.0,149349.0,114459988.0
16-10 21:49:20,0.0,3221221376.0,47.965,1.683,50.302,0.025,0.0,0.025,0.0,0.0,52044.0,133265485.0
16-10 21:49:21,0.0,3221221376.0,58.396,3.008,38.596,0.0,0.0,0.0,0.0,0.0,12624.0,6491936.0
16-10 21:49:22,0.0,3221221376.0,17.508,1.060,81.433,0.0,0.0,0.0,0.0,0.0,8166.0,1285091.0
16-10 21:49:23,0.0,3221221376.0,22.822,4.042,73.111,0.0,0.0,0.025,0.0,0.0,55712601.0,178216.0
16-10 21:49:24,0.0,3221221376.0,0.376,1.128,98.320,0.0,0.0,0.175,0.0,0.0,199860278.0,270654.0
16-10 21:49:25,0.0,3221221376.0,0.025,0.300,99.675,0.0,0.0,0.0,0.0,12288.0,77403500.0,121984.0
16-10 21:49:26,0.0,3221221376.0,29.296,5.879,64.825,0.0,0.0,0.0,0.0,0.0,133111986.0,169472.0
16-10 21:49:27,0.0,3221221376.0,84.900,7.100,7.950,0.0,0.0,0.050,0.0,0.0,35226.0,70289159.0
16-10 21:49:28,0.0,3221221376.0,56.550,1.442,41.983,0.0,0.0,0.025,0.0,0.0,190376.0,177435523.0
16-10 21:49:29,0.0,3221221376.0,52.968,1.911,45.121,0.0,0.0,0.0,0.0,0.0,7350.0,6488102.0
16-10 21:49:30,0.0,3221221376.0,27.355,1.150,71.495,0.0,0.0,0.0,0.0,0.0,7332.0,1288275.0
16-10 21:49:31,0.0,3221221376.0,22.984,3.135,73.881,0.0,0.0,0.0,0.0,12288.0,6641.0,98127.0
16-10 21:49:32,0.0,3221221376.0,0.502,1.280,98.067,0.0,0.0,0.151,0.0,0.0,255564639.0,361387.0
16-10 21:49:33,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6563.0,248.0
16-10 21:49:34,0.0,3221221376.0,11.719,3.262,84.994,0.0,0.0,0.025,0.0,0.0,210508760.0,304156.0
16-10 21:49:35,0.0,3221221376.0,79.442,8.248,12.310,0.0,0.0,0.0,0.0,0.0,6186.0,236.0
16-10 21:49:36,0.0,3221221376.0,72.663,5.140,22.121,0.0,0.0,0.076,0.0,0.0,241452.0,247768625.0
16-10 21:49:37,0.0,3221221376.0,34.569,0.498,64.933,0.0,0.0,0.0,0.0,16384.0,8412.0,3708308.0
16-10 21:49:38,0.0,3221221376.0,43.082,2.612,54.306,0.0,0.0,0.0,0.0,0.0,8718.0,2782794.0
