"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:46:07 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 21:46:55,0.0,3221221376.0,67.989,8.287,23.699,0.0,0.0,0.025,0.0,36864.0,208696.0,194114386.0
16-10 21:46:56,0.0,3221221376.0,71.105,8.996,19.441,0.0,0.0,0.457,0.0,0.0,364592300.0,334484.0
16-10 21:46:57,0.0,3221221376.0,40.599,8.957,50.013,0.0,0.0,0.431,0.0,0.0,378585391.0,210308.0
16-10 21:46:58,0.0,3221221376.0,52.588,7.638,39.749,0.0,0.0,0.025,0.0,0.0,19463741.0,13296.0
16-10 21:46:59,0.0,3221221376.0,22.866,2.613,74.521,0.0,0.0,0.0,0.0,24576.0,1294205.0,2058.0
16-10 21:47:00,0.0,3221221376.0,23.699,3.765,72.537,0.0,0.0,0.0,0.0,36864.0,2772036.0,4054.0
16-10 21:47:01,0.0,3221221376.0,25.233,4.088,70.275,0.0,0.0,0.404,0.0,0.0,1247151.0,766672147.0
16-10 21:47:02,0.0,3221221376.0,13.661,2.059,84.229,0.0,0.0,0.050,0.0,0.0,7582.0,4121.0
16-10 21:47:03,0.0,3221221376.0,45.229,8.388,46.283,0.0,0.0,0.100,0.0,0.0,830444.0,631511226.0
16-10 21:47:04,0.0,3221221376.0,82.996,6.771,10.182,0.0,0.0,0.051,0.0,413696.0,34358389.0,18125.0
16-10 21:47:05,0.0,3221221376.0,49.888,9.368,39.995,0.0,0.0,0.749,0.0,0.0,708821525.0,352236.0
16-10 21:47:06,0.0,3221221376.0,49.502,3.550,46.922,0.0,0.0,0.026,0.0,57344.0,16676067.0,9458.0
16-10 21:47:07,0.0,3221221376.0,25.685,0.498,73.817,0.0,0.0,0.0,0.0,0.0,2802647.0,3264.0
16-10 21:47:08,0.0,3221221376.0,26.645,4.902,68.453,0.0,0.0,0.0,0.0,0.0,3862397.0,4380.0
16-10 21:47:09,0.0,3221221376.0,20.602,3.814,75.307,0.0,0.0,0.276,0.0,32768.0,1353787.0,766669635.0
16-10 21:47:10,0.0,3221221376.0,16.591,2.334,80.873,0.0,0.0,0.201,0.0,0.0,10934.0,4335.0
16-10 21:47:11,0.0,3221221376.0,23.479,6.058,70.362,0.0,0.0,0.101,0.0,376832.0,944564.0,631510442.0
16-10 21:47:12,0.0,3221221376.0,82.110,10.002,7.888,0.0,0.0,0.0,0.0,0.0,12966.0,198.0
16-10 21:47:13,0.0,3221221376.0,65.062,10.237,23.835,0.025,0.0,0.840,0.0,0.0,731946395.0,501901.0
16-10 21:47:14,0.0,3221221376.0,37.366,4.874,57.636,0.100,0.0,0.025,0.0,40960.0,22364443.0,11532.0
16-10 21:47:15,0.0,3221221376.0,45.178,6.878,47.944,0.0,0.0,0.0,0.0,0.0,8354148.0,6600.0
16-10 21:47:16,0.0,3221221376.0,21.516,3.403,75.081,0.0,0.0,0.0,0.0,36864.0,3862419.0,4224.0
16-10 21:47:17,0.0,3221221376.0,22.467,4.137,73.270,0.0,0.0,0.125,0.0,0.0,932366.0,438165162.0
16-10 21:47:18,0.0,3221221376.0,20.568,2.615,76.641,0.0,0.0,0.176,0.0,0.0,391574.0,328508244.0
16-10 21:47:19,0.0,3221221376.0,15.643,3.334,80.897,0.0,0.0,0.125,0.0,397312.0,852065.0,542775646.0
16-10 21:47:20,0.0,3221221376.0,77.803,8.759,13.388,0.025,0.0,0.025,0.0,0.0,152214.0,88735601.0
16-10 21:47:21,0.0,3221221376.0,65.459,8.109,25.874,0.0,0.0,0.558,0.0,36864.0,527276943.0,494621.0
16-10 21:47:22,0.0,3221221376.0,46.310,8.431,44.959,0.0,0.0,0.300,0.0,0.0,223310715.0,53628.0
16-10 21:47:23,0.0,3221221376.0,49.256,2.117,48.601,0.0,0.0,0.025,0.0,0.0,12065299.0,6336.0
16-10 21:47:24,0.0,3221221376.0,16.763,1.084,82.128,0.0,0.0,0.025,0.0,57344.0,3861355.0,4718.0
16-10 21:47:25,0.0,3221221376.0,16.114,3.188,80.698,0.0,0.0,0.0,0.0,0.0,202718.0,2132.0
16-10 21:47:26,0.0,3221221376.0,27.765,4.661,67.221,0.0,0.0,0.353,0.0,0.0,1267678.0,766669112.0
16-10 21:47:27,0.0,3221221376.0,12.851,1.732,85.341,0.0,0.0,0.075,0.0,401408.0,7082.0,3749.0
16-10 21:47:28,0.0,3221221376.0,38.675,7.331,53.918,0.0,0.0,0.076,0.0,0.0,980605.0,631510363.0
16-10 21:47:29,0.0,3221221376.0,80.873,9.965,9.086,0.0,0.0,0.075,0.0,0.0,17224476.0,7336.0
16-10 21:47:30,0.0,3221221376.0,54.040,9.167,35.960,0.0,0.0,0.833,0.0,53248.0,725959650.0,505763.0
16-10 21:47:31,0.0,3221221376.0,44.472,5.105,50.374,0.0,0.0,0.050,0.0,0.0,16682347.0,10782.0
16-10 21:47:32,0.0,3221221376.0,32.841,0.451,66.708,0.0,0.0,0.0,0.0,0.0,2805233.0,2460.0
16-10 21:47:33,0.0,3221221376.0,25.281,4.422,70.297,0.0,0.0,0.0,0.0,0.0,3866751.0,6980.0
16-10 21:47:34,0.0,3221221376.0,18.745,3.376,77.627,0.0,0.0,0.252,0.0,0.0,1327889.0,661937716.0
16-10 21:47:35,0.0,3221221376.0,18.287,2.286,79.176,0.0,0.0,0.251,0.0,458752.0,112788.0,104735256.0
16-10 21:47:36,0.0,3221221376.0,14.300,6.610,79.040,0.0,0.0,0.050,0.0,0.0,709690.0,631510346.0
16-10 21:47:37,0.0,3221221376.0,76.638,7.838,15.499,0.0,0.0,0.025,0.0,0.0,8300.0,272.0
16-10 21:47:38,0.0,3221221376.0,70.082,8.729,20.567,0.0,0.0,0.622,0.0,0.0,512731175.0,311086.0
16-10 21:47:39,0.0,3221221376.0,45.002,7.310,47.389,0.0,0.0,0.298,0.0,0.0,237870087.0,133824.0
16-10 21:47:40,0.0,3221221376.0,47.099,2.532,50.344,0.0,0.0,0.025,0.0,32768.0,12062945.0,8980.0
16-10 21:47:41,0.0,3221221376.0,18.668,3.540,77.792,0.0,0.0,0.0,0.0,0.0,3864557.0,4896.0
16-10 21:47:42,0.0,3221221376.0,19.420,3.355,77.148,0.0,0.0,0.076,0.0,0.0,482204.0,115261874.0
16-10 21:47:43,0.0,3221221376.0,24.490,3.574,71.659,0.025,0.0,0.252,0.0,0.0,952660.0,651406435.0
16-10 21:47:44,0.0,3221221376.0,11.438,2.011,86.450,0.0,0.0,0.101,0.0,0.0,202019.0,125539989.0
16-10 21:47:45,0.0,3221221376.0,55.411,11.047,33.342,0.0,0.0,0.200,0.0,401408.0,756570.0,505974157.0
16-10 21:47:46,0.0,3221221376.0,78.779,7.470,13.548,0.0,0.0,0.203,0.0,0.0,95683731.0,57644.0
16-10 21:47:47,0.0,3221221376.0,45.219,10.809,43.260,0.0,0.0,0.712,0.0,0.0,647500360.0,398257.0
16-10 21:47:48,0.0,3221221376.0,54.780,2.607,42.588,0.0,0.0,0.025,0.0,0.0,19459772.0,11916.0
16-10 21:47:49,0.0,3221221376.0,21.360,1.360,77.204,0.0,0.0,0.076,0.0,0.0,1314157.0,2610.0
16-10 21:47:50,0.0,3221221376.0,21.270,3.414,75.316,0.0,0.0,0.0,0.0,0.0,2580090.0,3168.0
16-10 21:47:51,0.0,3221221376.0,18.307,3.139,78.353,0.0,0.0,0.201,0.0,24576.0,1301855.0,707175912.0
16-10 21:47:52,0.0,3221221376.0,17.937,2.314,79.572,0.0,0.0,0.176,0.0,450560.0,36044.0,59497063.0
16-10 21:47:53,0.0,3221221376.0,10.585,3.327,86.064,0.0,0.0,0.025,0.0,0.0,950049.0,631511083.0
16-10 21:47:54,0.0,3221221376.0,76.817,8.120,15.038,0.0,0.0,0.025,0.0,0.0,9786.0,198.0
16-10 21:47:55,0.0,3221221376.0,64.259,10.183,24.881,0.0,0.0,0.677,0.0,0.0,613501967.0,553251.0
16-10 21:47:56,0.0,3221221376.0,49.548,5.770,44.481,0.0,0.0,0.201,0.0,90112.0,140815468.0,52176.0
16-10 21:47:57,0.0,3221221376.0,46.240,1.849,51.886,0.0,0.0,0.025,0.0,53248.0,8380295.0,6888.0
16-10 21:47:58,0.0,3221221376.0,19.990,3.290,76.720,0.0,0.0,0.0,0.0,0.0,3885699.0,4290.0
16-10 21:47:59,0.0,3221221376.0,23.007,3.645,73.247,0.0,0.0,0.101,0.0,0.0,788384.0,299851140.0
16-10 21:48:00,0.0,3221221376.0,21.760,3.334,74.530,0.0,0.0,0.376,0.0,0.0,662064.0,466824655.0
16-10 21:48:01,0.0,3221221376.0,10.328,2.081,87.415,0.0,0.0,0.175,0.0,430080.0,474409.0,331570838.0
16-10 21:48:02,0.0,3221221376.0,59.834,8.580,31.510,0.0,0.0,0.075,0.0,57344.0,463002.0,299942769.0
16-10 21:48:03,0.0,3221221376.0,76.318,6.795,16.438,0.0,0.0,0.450,0.0,0.0,353746917.0,334151.0
16-10 21:48:04,0.0,3221221376.0,43.118,9.446,47.029,0.0,0.0,0.406,0.0,0.0,389458165.0,308578.0
16-10 21:48:05,0.0,3221221376.0,55.578,3.437,40.934,0.0,0.0,0.051,0.0,0.0,19474174.0,18326.0
16-10 21:48:06,0.0,3221221376.0,19.775,1.250,78.975,0.0,0.0,0.0,0.0,24576.0,2589486.0,3332.0
16-10 21:48:07,0.0,3221221376.0,20.232,3.124,76.644,0.0,0.0,0.0,0.0,0.0,1490835.0,3732.0
16-10 21:48:08,0.0,3221221376.0,21.058,3.829,74.761,0.0,0.0,0.353,0.0,20480.0,1275294.0,766667318.0
16-10 21:48:09,0.0,3221221376.0,16.282,2.258,81.259,0.0,0.0,0.201,0.0,0.0,9684.0,3651.0
16-10 21:48:10,0.0,3221221376.0,22.566,5.542,71.817,0.0,0.0,0.075,0.0,0.0,891035.0,631510295.0
16-10 21:48:11,0.0,3221221376.0,81.079,7.484,11.437,0.0,0.0,0.0,0.0,0.0,7926.0,198.0
16-10 21:48:12,0.0,3221221376.0,65.594,10.589,23.139,0.0,0.0,0.679,0.0,405504.0,724350204.0,636661.0
16-10 21:48:13,0.0,3221221376.0,41.480,4.631,53.838,0.0,0.0,0.050,0.0,36864.0,29961128.0,14538.0
16-10 21:48:14,0.0,3221221376.0,44.791,1.745,53.465,0.0,0.0,0.0,0.0,0.0,8355876.0,4554.0
16-10 21:48:15,0.0,3221221376.0,21.909,3.123,74.969,0.0,0.0,0.0,0.0,0.0,3864339.0,5502.0
16-10 21:48:16,0.0,3221221376.0,22.484,4.274,73.141,0.0,0.0,0.101,0.0,0.0,1088713.0,550838898.0
16-10 21:48:17,0.0,3221221376.0,19.442,2.638,77.744,0.025,0.0,0.151,0.0,454656.0,225890.0,215833004.0
16-10 21:48:18,0.0,3221221376.0,10.314,2.868,86.767,0.0,0.0,0.050,0.0,69632.0,950364.0,620033284.0
16-10 21:48:19,0.0,3221221376.0,77.839,9.284,12.828,0.0,0.0,0.050,0.0,0.0,26570.0,11477558.0
16-10 21:48:20,0.0,3221221376.0,65.969,8.905,24.521,0.0,0.0,0.605,0.0,0.0,572571934.0,543591.0
16-10 21:48:21,0.0,3221221376.0,49.772,8.148,41.878,0.0,0.0,0.202,0.0,0.0,178031545.0,55520.0
16-10 21:48:22,0.0,3221221376.0,45.597,2.120,52.284,0.0,0.0,0.0,0.0,24576.0,12067067.0,8208.0
16-10 21:48:23,0.0,3221221376.0,19.329,2.128,78.543,0.0,0.0,0.0,0.0,0.0,3863537.0,5304.0
16-10 21:48:24,0.0,3221221376.0,17.300,3.150,79.550,0.0,0.0,0.0,0.0,20480.0,433062.0,92837292.0
16-10 21:48:25,0.0,3221221376.0,25.414,3.842,70.417,0.0,0.0,0.326,0.0,0.0,903156.0,673831879.0
16-10 21:48:26,0.0,3221221376.0,12.099,1.879,85.897,0.0,0.0,0.125,0.0,0.0,179040.0,113078255.0
16-10 21:48:27,0.0,3221221376.0,42.302,8.758,48.889,0.0,0.0,0.050,0.0,409600.0,748313.0,518435774.0
16-10 21:48:28,0.0,3221221376.0,82.904,7.923,9.123,0.0,0.0,0.050,0.0,0.0,62761253.0,13793.0
16-10 21:48:29,0.0,3221221376.0,49.975,9.820,39.404,0.0,0.0,0.802,0.0,36864.0,680426019.0,508918.0
16-10 21:48:30,0.0,3221221376.0,50.125,2.280,47.545,0.0,0.0,0.050,0.0,0.0,19468079.0,13128.0
16-10 21:48:31,0.0,3221221376.0,25.224,1.126,73.651,0.0,0.0,0.0,0.0,0.0,20125.0,462.0
16-10 21:48:32,0.0,3221221376.0,22.921,3.715,73.364,0.0,0.0,0.0,0.0,24576.0,3960056.0,5622.0
16-10 21:48:33,0.0,3221221376.0,25.949,3.973,69.877,0.0,0.0,0.201,0.0,0.0,1291308.0,766668627.0
16-10 21:48:34,0.0,3221221376.0,14.139,2.102,83.659,0.0,0.0,0.100,0.0,393216.0,7548.0,4083.0
16-10 21:48:35,0.0,3221221376.0,32.449,7.011,60.441,0.0,0.0,0.100,0.0,0.0,965645.0,631511674.0
16-10 21:48:36,0.0,3221221376.0,83.275,7.502,9.172,0.0,0.0,0.050,0.0,0.0,29834.0,860.0
16-10 21:48:37,0.0,3221221376.0,57.778,6.742,34.881,0.0,0.0,0.599,0.0,0.0,673746919.0,525277.0
16-10 21:48:38,0.0,3221221376.0,38.593,4.683,56.624,0.0,0.0,0.100,0.0,40960.0,86093697.0,46364.0
16-10 21:48:39,0.0,3221221376.0,40.624,2.229,57.122,0.025,0.0,0.0,0.0,36864.0,2805300.0,2838.0
16-10 21:48:40,0.0,3221221376.0,20.571,3.107,76.297,0.0,0.0,0.025,0.0,0.0,3863177.0,4908.0
16-10 21:48:41,0.0,3221221376.0,24.447,4.269,71.131,0.0,0.0,0.152,0.0,0.0,1107575.0,536536660.0
16-10 21:48:42,0.0,3221221376.0,19.075,2.830,77.767,0.0,0.0,0.328,0.0,0.0,299406.0,230137234.0
16-10 21:48:43,0.0,3221221376.0,8.840,2.160,88.925,0.0,0.0,0.075,0.0,409600.0,744216.0,544560310.0
16-10 21:48:44,0.0,3221221376.0,75.806,8.933,15.236,0.0,0.0,0.025,0.0,36864.0,60950.0,86951107.0
16-10 21:48:45,0.0,3221221376.0,65.830,11.339,22.273,0.051,0.0,0.507,0.0,0.0,524112237.0,371441.0
16-10 21:48:46,0.0,3221221376.0,52.007,7.953,39.839,0.0,0.0,0.201,0.0,0.0,230194475.0,111848.0
16-10 21:48:47,0.0,3221221376.0,54.252,2.426,43.297,0.025,0.0,0.0,0.0,0.0,8365358.0,8904.0
16-10 21:48:48,0.0,3221221376.0,15.978,1.689,82.334,0.0,0.0,0.0,0.0,24576.0,3863923.0,5944.0
16-10 21:48:49,0.0,3221221376.0,26.934,5.123,67.819,0.0,0.0,0.124,0.0,0.0,658123.0,225659303.0
16-10 21:48:50,0.0,3221221376.0,23.265,3.094,73.315,0.0,0.0,0.327,0.0,413696.0,768466.0,541014325.0
16-10 21:48:51,0.0,3221221376.0,11.276,1.883,86.791,0.0,0.0,0.050,0.0,0.0,464424.0,305149926.0
16-10 21:48:52,0.0,3221221376.0,56.668,8.707,34.601,0.0,0.0,0.025,0.0,0.0,402440.0,326360648.0
16-10 21:48:53,0.0,3221221376.0,77.046,9.583,12.938,0.0,0.0,0.432,0.0,73728.0,342356553.0,246629.0
16-10 21:48:54,0.0,3221221376.0,44.980,6.509,48.058,0.0,0.0,0.454,0.0,0.0,400830339.0,350158.0
16-10 21:48:55,0.0,3221221376.0,63.258,2.478,34.216,0.0,0.0,0.048,0.0,53248.0,19470414.0,11430.0
16-10 21:48:56,0.0,3221221376.0,16.004,0.925,83.071,0.0,0.0,0.0,0.0,0.0,3872047.0,5698.0
16-10 21:48:57,0.0,3221221376.0,24.525,3.826,71.599,0.0,0.0,0.051,0.0,0.0,488572.0,111804725.0
16-10 21:48:58,0.0,3221221376.0,24.730,3.547,71.421,0.0,0.0,0.302,0.0,425984.0,1011978.0,654869304.0
16-10 21:48:59,0.0,3221221376.0,11.635,1.881,86.359,0.0,0.0,0.125,0.0,0.0,245342.0,160832940.0
16-10 21:49:00,0.0,3221221376.0,42.958,9.608,47.359,0.0,0.0,0.075,0.0,40960.0,748182.0,470678599.0
16-10 21:49:01,0.0,3221221376.0,74.460,17.353,8.036,0.0,0.0,0.151,0.0,0.0,149689971.0,54939.0
16-10 21:49:02,0.0,3221221376.0,54.975,10.202,34.116,0.0,0.0,0.707,0.0,0.0,593503923.0,478262.0
16-10 21:49:03,0.0,3221221376.0,43.607,3.080,53.289,0.0,0.0,0.025,0.0,24576.0,19466981.0,10890.0
16-10 21:49:04,0.0,3221221376.0,32.362,0.423,67.214,0.0,0.0,0.0,0.0,0.0,26361.0,1124.0
16-10 21:49:05,0.0,3221221376.0,22.791,4.304,72.906,0.0,0.0,0.0,0.0,0.0,3868181.0,7386.0
16-10 21:49:06,0.0,3221221376.0,27.912,4.970,66.817,0.0,0.0,0.301,0.0,24576.0,1422859.0,766669657.0
16-10 21:49:07,0.0,3221221376.0,15.439,2.012,82.399,0.0,0.0,0.151,0.0,0.0,7944.0,3651.0
16-10 21:49:08,0.0,3221221376.0,20.638,6.201,73.086,0.0,0.0,0.075,0.0,425984.0,864246.0,631510548.0
16-10 21:49:09,0.0,3221221376.0,74.337,12.481,13.157,0.0,0.0,0.025,0.0,0.0,13661.0,577.0
16-10 21:49:10,0.0,3221221376.0,57.273,17.060,24.752,0.0,0.0,0.914,0.0,0.0,743168692.0,432992.0
16-10 21:49:11,0.0,3221221376.0,50.436,5.006,44.533,0.0,0.0,0.025,0.0,53248.0,13915919.0,7932.0
16-10 21:49:12,0.0,3221221376.0,46.701,2.117,51.182,0.0,0.0,0.0,0.0,0.0,5580462.0,4092.0
16-10 21:49:13,0.0,3221221376.0,19.855,2.173,77.947,0.0,0.0,0.025,0.0,0.0,3862839.0,4344.0
16-10 21:49:14,0.0,3221221376.0,26.473,4.425,69.001,0.0,0.0,0.101,0.0,24576.0,991424.0,489325343.0
16-10 21:49:15,0.0,3221221376.0,19.980,2.469,77.223,0.0,0.0,0.328,0.0,0.0,345474.0,277345984.0
16-10 21:49:16,0.0,3221221376.0,9.315,2.009,88.576,0.0,0.0,0.100,0.0,393216.0,749490.0,556345236.0
16-10 21:49:17,0.0,3221221376.0,75.838,9.908,14.204,0.0,0.0,0.050,0.0,0.0,77844.0,75165240.0
16-10 21:49:18,0.0,3221221376.0,66.700,10.613,22.183,0.0,0.0,0.504,0.0,0.0,477085118.0,477988.0
16-10 21:49:19,0.0,3221221376.0,46.142,5.976,47.529,0.0,0.0,0.353,0.0,40960.0,275629892.0,116186.0
16-10 21:49:20,0.0,3221221376.0,53.677,2.643,43.680,0.0,0.0,0.0,0.0,0.0,9958740.0,9060.0
16-10 21:49:21,0.0,3221221376.0,15.269,2.869,81.861,0.0,0.0,0.0,0.0,36864.0,3862877.0,4752.0
16-10 21:49:22,0.0,3221221376.0,28.543,5.001,66.355,0.0,0.0,0.101,0.0,0.0,614685.0,232676042.0
16-10 21:49:23,0.0,3221221376.0,22.836,2.902,74.010,0.0,0.0,0.252,0.0,0.0,768196.0,534002424.0
16-10 21:49:24,0.0,3221221376.0,11.258,2.002,86.590,0.0,0.0,0.150,0.0,417792.0,440028.0,290258222.0
16-10 21:49:25,0.0,3221221376.0,50.758,9.868,39.299,0.0,0.0,0.075,0.0,0.0,468360.0,341252254.0
16-10 21:49:26,0.0,3221221376.0,72.872,17.657,9.118,0.0,0.0,0.353,0.0,0.0,229643255.0,92991.0
16-10 21:49:27,0.0,3221221376.0,51.904,9.018,38.778,0.0,0.0,0.301,0.0,36864.0,513544264.0,447640.0
16-10 21:49:28,0.0,3221221376.0,48.720,2.365,48.891,0.0,0.0,0.024,0.0,0.0,19468634.0,9108.0
16-10 21:49:29,0.0,3221221376.0,28.988,0.218,70.794,0.0,0.0,0.0,0.0,24576.0,2586448.0,3102.0
16-10 21:49:30,0.0,3221221376.0,27.732,4.317,67.951,0.0,0.0,0.0,0.0,0.0,1488597.0,3754.0
16-10 21:49:31,0.0,3221221376.0,24.591,4.128,70.979,0.0,0.0,0.302,0.0,0.0,1217040.0,766668351.0
16-10 21:49:32,0.0,3221221376.0,14.182,1.958,83.735,0.0,0.0,0.126,0.0,393216.0,5964.0,3651.0
16-10 21:49:33,0.0,3221221376.0,26.749,6.844,66.306,0.0,0.0,0.101,0.0,0.0,967428.0,631510344.0
16-10 21:49:34,0.0,3221221376.0,84.143,7.966,7.866,0.0,0.0,0.025,0.0,0.0,23208.0,694.0
16-10 21:49:35,0.0,3221221376.0,61.276,11.326,26.519,0.0,0.0,0.879,0.0,40960.0,743164956.0,599625.0
16-10 21:49:36,0.0,3221221376.0,42.043,2.623,55.309,0.0,0.0,0.025,0.0,0.0,13905894.0,9660.0
