"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:36:07 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 21:36:50,0.0,3221221376.0,38.937,11.826,48.856,0.0,0.0,0.381,0.0,720896.0,323154844.0,233378483.0
16-10 21:36:51,0.0,3221221376.0,43.731,4.632,51.460,0.0,0.0,0.176,0.0,49152.0,1000404.0,691405834.0
16-10 21:36:52,0.0,3221221376.0,50.775,13.250,35.275,0.0,0.0,0.700,0.0,0.0,763923480.0,619800.0
16-10 21:36:53,0.0,3221221376.0,28.169,7.470,64.235,0.0,0.0,0.126,0.0,0.0,3760516.0,597105923.0
16-10 21:36:54,0.0,3221221376.0,53.883,8.069,37.796,0.0,0.0,0.252,0.0,0.0,155050516.0,327608632.0
16-10 21:36:55,0.0,3221221376.0,43.215,13.545,42.570,0.0,0.0,0.670,0.0,0.0,612130790.0,502566.0
16-10 21:36:56,0.0,3221221376.0,29.346,4.214,66.212,0.0,0.0,0.227,0.0,397312.0,1522370.0,917099666.0
16-10 21:36:57,0.0,3221221376.0,62.447,9.893,27.112,0.0,0.0,0.548,0.0,0.0,508627619.0,8017668.0
16-10 21:36:58,0.0,3221221376.0,34.775,9.285,55.508,0.0,0.0,0.432,0.0,0.0,259527832.0,196310344.0
16-10 21:36:59,0.0,3221221376.0,42.527,4.371,52.851,0.0,0.0,0.251,0.0,0.0,1048584.0,728463519.0
16-10 21:37:00,0.0,3221221376.0,48.155,20.110,30.931,0.0,0.0,0.803,0.0,745472.0,762642905.0,684326.0
16-10 21:37:01,0.0,3221221376.0,32.659,6.603,60.663,0.0,0.0,0.076,0.0,61440.0,4956859.0,495864531.0
16-10 21:37:02,0.0,3221221376.0,48.418,7.052,44.306,0.0,0.0,0.224,0.0,0.0,51079677.0,428725233.0
16-10 21:37:03,0.0,3221221376.0,43.462,8.169,47.572,0.0,0.0,0.797,0.0,0.0,714748486.0,647978.0
16-10 21:37:04,0.0,3221221376.0,29.032,8.669,62.147,0.0,0.0,0.151,0.0,0.0,2654324.0,766670685.0
16-10 21:37:05,0.0,3221221376.0,61.026,9.295,29.351,0.0,0.0,0.328,0.0,0.0,387431171.0,158255628.0
16-10 21:37:06,0.0,3221221376.0,39.950,12.613,46.910,0.0,0.0,0.528,0.0,794624.0,379767153.0,85872898.0
16-10 21:37:07,0.0,3221221376.0,38.380,5.307,56.087,0.0,0.0,0.226,0.0,0.0,1242164.0,839002433.0
16-10 21:37:08,0.0,3221221376.0,55.825,11.145,32.148,0.0,0.0,0.883,0.0,0.0,762643511.0,704458.0
16-10 21:37:09,0.0,3221221376.0,33.793,7.401,58.705,0.0,0.0,0.100,0.0,0.0,4951091.0,543612197.0
16-10 21:37:10,0.0,3221221376.0,53.234,6.847,39.692,0.0,0.0,0.227,0.0,0.0,80730910.0,380994802.0
16-10 21:37:11,0.0,3221221376.0,44.825,13.926,40.368,0.025,0.0,0.856,0.0,761856.0,686378931.0,554611.0
16-10 21:37:12,0.0,3221221376.0,23.532,4.315,71.851,0.0,0.0,0.301,0.0,0.0,1390404.0,781386421.0
16-10 21:37:13,0.0,3221221376.0,56.087,18.907,24.450,0.0,0.0,0.557,0.0,0.0,428617580.0,143496020.0
16-10 21:37:14,0.0,3221221376.0,38.328,10.652,50.718,0.0,0.0,0.302,0.0,0.0,338471390.0,28602073.0
16-10 21:37:15,0.0,3221221376.0,35.981,5.387,58.356,0.0,0.0,0.276,0.0,0.0,1277849.0,896265123.0
16-10 21:37:16,0.0,3221221376.0,60.323,10.437,28.633,0.0,0.0,0.607,0.0,774144.0,579024950.0,575548.0
16-10 21:37:17,0.0,3221221376.0,31.264,7.570,60.939,0.0,0.0,0.227,0.0,0.0,189231317.0,445477048.0
16-10 21:37:18,0.0,3221221376.0,48.240,6.511,45.073,0.0,0.0,0.176,0.0,0.0,17925307.0,479243936.0
16-10 21:37:19,0.0,3221221376.0,48.701,14.130,36.352,0.0,0.0,0.817,0.0,0.0,749204600.0,725084.0
16-10 21:37:20,0.0,3221221376.0,27.792,5.158,66.825,0.0,0.0,0.225,0.0,0.0,1323813.0,766669630.0
16-10 21:37:21,0.0,3221221376.0,59.538,9.086,31.124,0.0,0.0,0.251,0.0,798720.0,318501336.0,158190650.0
16-10 21:37:22,0.0,3221221376.0,36.273,8.519,54.709,0.0,0.0,0.500,0.0,0.0,448519149.0,408240.0
16-10 21:37:23,0.0,3221221376.0,1.626,0.850,97.524,0.0,0.0,0.0,0.0,0.0,8067.0,1229.0
