"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 22:29:16 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 22:29:56,0.0,3221221376.0,70.115,7.941,21.894,0.0,0.0,0.050,164319.0,240717500.0,2328010752.0,163602432.0,966414336.0,1.97812269056e+11
17-10 22:29:57,0.0,3221221376.0,37.109,1.715,61.176,0.0,0.0,0.0,18744.0,13491155.0,2030252032.0,163610624.0,966414336.0,1.98110019584e+11
17-10 22:29:58,0.0,3221221376.0,13.280,2.414,84.256,0.0,0.0,0.050,120051053.0,1508847.0,1702416384.0,163610624.0,966414336.0,1.98437855232e+11
17-10 22:29:59,0.0,3221221376.0,0.577,0.727,98.696,0.0,0.0,0.0,154428627.0,192881.0,1861132288.0,163610624.0,966414336.0,1.98279139328e+11
17-10 22:30:00,0.0,3221221376.0,51.136,6.537,42.302,0.0,0.0,0.025,86352713.0,2794855.0,3047071744.0,163610624.0,966414336.0,1.97093199872e+11
17-10 22:30:01,0.0,3221221376.0,54.541,3.992,41.417,0.025,0.0,0.025,207806.0,248903118.0,2100600832.0,163610624.0,966414336.0,1.98039670784e+11
17-10 22:30:02,0.0,3221221376.0,31.026,2.264,66.710,0.0,0.0,0.0,9372.0,4068551.0,1879535616.0,163610624.0,966414336.0,1.98260736e+11
17-10 22:30:03,0.0,3221221376.0,4.767,1.756,93.352,0.0,0.0,0.125,202872762.0,401733.0,1810481152.0,163614720.0,966414336.0,1.98329786368e+11
17-10 22:30:04,0.0,3221221376.0,4.207,1.553,94.215,0.0,0.0,0.025,157950030.0,240193.0,2381275136.0,163614720.0,966414336.0,1.97758992384e+11
17-10 22:30:05,0.0,3221221376.0,71.297,15.703,12.950,0.0,0.0,0.050,80669.0,70219718.0,2554724352.0,163614720.0,966414336.0,1.97585543168e+11
17-10 22:30:06,0.0,3221221376.0,48.524,2.112,49.338,0.0,0.0,0.025,133050.0,184144311.0,2126090240.0,163614720.0,966414336.0,1.9801417728e+11
17-10 22:30:07,0.0,3221221376.0,18.712,4.444,76.843,0.0,0.0,0.0,1857655.0,1402092.0,1659596800.0,163614720.0,966414336.0,1.9848067072e+11
17-10 22:30:08,0.0,3221221376.0,0.826,1.377,97.671,0.0,0.0,0.125,253715397.0,394702.0,1908420608.0,163622912.0,966414336.0,1.9823183872e+11
17-10 22:30:09,0.0,3221221376.0,35.630,5.312,59.058,0.0,0.0,0.0,105258130.0,134952.0,2504216576.0,163622912.0,966414336.0,1.97636042752e+11
17-10 22:30:10,0.0,3221221376.0,59.642,6.569,33.715,0.0,0.0,0.075,180933.0,247727691.0,2151813120.0,163622912.0,966414336.0,1.97988446208e+11
17-10 22:30:11,0.0,3221221376.0,36.606,2.039,61.329,0.0,0.0,0.025,8760.0,7770162.0,1999712256.0,163622912.0,966414336.0,1.98140547072e+11
17-10 22:30:12,0.0,3221221376.0,12.184,2.553,85.187,0.0,0.0,0.076,110872390.0,282010.0,1770356736.0,163622912.0,966418432.0,1.98369898496e+11
17-10 22:30:13,0.0,3221221376.0,0.676,1.101,98.098,0.0,0.0,0.125,222599134.0,319548.0,1991774208.0,163622912.0,966418432.0,1.98148481024e+11
17-10 22:30:14,0.0,3221221376.0,63.711,9.890,26.374,0.0,0.0,0.025,27382520.0,53397180.0,2910027776.0,163622912.0,966418432.0,1.97230227456e+11
17-10 22:30:15,0.0,3221221376.0,49.215,2.965,47.745,0.0,0.0,0.075,209932.0,200850781.0,2167123968.0,163622912.0,966418432.0,1.97973131264e+11
17-10 22:30:16,0.0,3221221376.0,28.615,2.330,69.055,0.0,0.0,0.0,8862.0,1285481.0,1949761536.0,163622912.0,966418432.0,1.98190493696e+11
17-10 22:30:17,0.0,3221221376.0,1.602,1.402,96.821,0.0,0.0,0.175,255565974.0,446417.0,1952985088.0,163622912.0,966418432.0,1.98187270144e+11
17-10 22:30:18,0.0,3221221376.0,19.076,3.745,77.154,0.0,0.0,0.025,105257147.0,179136.0,2614030336.0,163622912.0,966418432.0,1.97526224896e+11
17-10 22:30:19,0.0,3221221376.0,71.740,10.632,17.628,0.0,0.0,0.0,130377.0,153990912.0,2570661888.0,163622912.0,966418432.0,1.97569593344e+11
17-10 22:30:20,0.0,3221221376.0,35.498,12.009,52.492,0.0,0.0,0.0,102494.0,100223405.0,2183491584.0,163627008.0,966414336.0,1.97956763648e+11
17-10 22:30:21,0.0,3221221376.0,17.684,2.376,79.890,0.0,0.0,0.050,51746385.0,1479782.0,1765535744.0,163627008.0,966418432.0,1.98374715392e+11
17-10 22:30:22,0.0,3221221376.0,0.151,0.979,98.694,0.0,0.0,0.176,217062273.0,240660.0,1974562816.0,163627008.0,966418432.0,1.9816568832e+11
17-10 22:30:23,0.0,3221221376.0,51.854,8.342,39.780,0.0,0.0,0.025,92022741.0,8287656.0,3232088064.0,163627008.0,966418432.0,1.96908163072e+11
17-10 22:30:24,0.0,3221221376.0,56.018,2.498,41.433,0.0,0.0,0.050,184780.0,246204486.0,2113015808.0,163627008.0,966418432.0,1.98027235328e+11
17-10 22:30:25,0.0,3221221376.0,33.125,1.674,65.201,0.0,0.0,0.0,6690.0,1292933.0,1989287936.0,163627008.0,966418432.0,1.981509632e+11
17-10 22:30:26,0.0,3221221376.0,3.244,1.872,94.784,0.0,0.0,0.100,255564860.0,489659.0,1983553536.0,163635200.0,966418432.0,1.98156689408e+11
17-10 22:30:27,0.0,3221221376.0,20.960,3.770,75.220,0.0,0.0,0.050,105256907.0,144444.0,2461589504.0,163635200.0,966418432.0,1.9767865344e+11
17-10 22:30:28,0.0,3221221376.0,70.556,6.856,22.563,0.0,0.0,0.025,164452.0,220281202.0,2589511680.0,163635200.0,966418432.0,1.97550731264e+11
17-10 22:30:29,0.0,3221221376.0,38.862,1.685,59.453,0.0,0.0,0.0,27222.0,33931931.0,2196729856.0,163635200.0,966418432.0,1.97943513088e+11
17-10 22:30:30,0.0,3221221376.0,13.395,2.904,83.625,0.0,0.0,0.075,111281149.0,1560811.0,1856028672.0,163635200.0,966418432.0,1.98284214272e+11
17-10 22:30:31,0.0,3221221376.0,0.377,1.030,98.443,0.0,0.0,0.151,193154078.0,252802.0,2049134592.0,163635200.0,966418432.0,1.98091108352e+11
17-10 22:30:32,0.0,3221221376.0,51.952,8.335,39.688,0.0,0.0,0.025,56402019.0,17259108.0,3305431040.0,163643392.0,966418432.0,1.96834803712e+11
17-10 22:30:33,0.0,3221221376.0,53.621,2.631,43.698,0.0,0.0,0.050,156456.0,237022982.0,2320838656.0,163643392.0,966418432.0,1.97819396096e+11
17-10 22:30:34,0.0,3221221376.0,33.276,2.074,64.650,0.0,0.0,0.0,7356.0,1289576.0,2049605632.0,163643392.0,966418432.0,1.9809062912e+11
17-10 22:30:35,0.0,3221221376.0,5.640,1.973,92.312,0.0,0.0,0.076,255565072.0,448118.0,2039443456.0,163643392.0,966418432.0,1.98100791296e+11
17-10 22:30:36,0.0,3221221376.0,8.726,1.856,89.418,0.0,0.0,0.0,105257428.0,151668.0,2287308800.0,163643392.0,966418432.0,1.97852925952e+11
17-10 22:30:37,0.0,3221221376.0,75.742,8.236,15.997,0.0,0.0,0.025,137181.0,151811147.0,2675060736.0,163643392.0,966418432.0,1.97465174016e+11
17-10 22:30:38,0.0,3221221376.0,42.0,1.205,56.769,0.0,0.0,0.026,67086.0,102403270.0,2276577280.0,163651584.0,966418432.0,1.9786364928e+11
17-10 22:30:39,0.0,3221221376.0,15.147,2.666,82.138,0.0,0.0,0.050,73485110.0,1516340.0,1903042560.0,163651584.0,966418432.0,1.98237184e+11
17-10 22:30:40,0.0,3221221376.0,0.751,0.926,98.072,0.0,0.0,0.250,198562963.0,248076.0,2102779904.0,163651584.0,966418432.0,1.98037446656e+11
17-10 22:30:41,0.0,3221221376.0,45.765,10.215,44.020,0.0,0.0,0.0,88784813.0,126598.0,2696134656.0,163651584.0,966418432.0,1.97444091904e+11
17-10 22:30:42,0.0,3221221376.0,51.610,13.934,34.406,0.0,0.0,0.050,173699.0,247781882.0,2356629504.0,163651584.0,966422528.0,1.9778359296e+11
17-10 22:30:43,0.0,3221221376.0,36.595,1.478,61.927,0.0,0.0,0.0,10386.0,7770121.0,2095185920.0,163659776.0,966414336.0,1.98045036544e+11
17-10 22:30:44,0.0,3221221376.0,10.457,2.501,86.966,0.0,0.0,0.076,241101581.0,475171.0,2186952704.0,163659776.0,966422528.0,1.97953261568e+11
17-10 22:30:45,0.0,3221221376.0,8.250,2.257,89.443,0.0,0.0,0.050,119723214.0,144414.0,2519289856.0,163659776.0,966422528.0,1.97620924416e+11
17-10 22:30:46,0.0,3221221376.0,75.411,8.272,16.291,0.0,0.0,0.025,165471.0,188366318.0,2675159040.0,163659776.0,966422528.0,1.97465055232e+11
17-10 22:30:47,0.0,3221221376.0,43.059,1.540,55.376,0.0,0.0,0.025,35490.0,65849225.0,2331590656.0,163659776.0,966422528.0,1.97808623616e+11
17-10 22:30:48,0.0,3221221376.0,16.205,2.072,81.723,0.0,0.0,0.0,7314.0,1382878.0,1888833536.0,163659776.0,966422528.0,1.98251380736e+11
17-10 22:30:49,0.0,3221221376.0,0.352,1.308,98.190,0.0,0.0,0.151,255565889.0,391093.0,2163970048.0,163663872.0,966422528.0,1.97976240128e+11
17-10 22:30:50,0.0,3221221376.0,27.496,4.641,67.837,0.0,0.0,0.025,105257393.0,156816.0,2763481088.0,163663872.0,966422528.0,1.97376729088e+11
17-10 22:30:51,0.0,3221221376.0,65.038,5.639,29.273,0.0,0.0,0.050,241851.0,247723116.0,2502270976.0,163663872.0,966422528.0,1.976379392e+11
17-10 22:30:52,0.0,3221221376.0,36.318,1.585,62.098,0.0,0.0,0.0,7932.0,6491518.0,2366496768.0,163663872.0,966422528.0,1.97773713408e+11
17-10 22:30:53,0.0,3221221376.0,13.714,2.743,83.518,0.0,0.0,0.025,192599558.0,1686280.0,2205933568.0,163663872.0,966422528.0,1.97934276608e+11
17-10 22:30:54,0.0,3221221376.0,0.626,0.827,98.522,0.0,0.0,0.025,168226209.0,230396.0,2325180416.0,163663872.0,966422528.0,1.9781502976e+11
17-10 22:30:55,0.0,3221221376.0,55.172,27.498,17.305,0.025,0.0,0.0,8509.0,51251.0,3377016832.0,163667968.0,966422528.0,1.96763189248e+11
17-10 22:30:56,0.0,3221221376.0,50.038,3.473,46.464,0.0,0.0,0.025,180398.0,251476715.0,2399940608.0,163667968.0,966422528.0,1.97740265472e+11
17-10 22:30:57,0.0,3221221376.0,32.459,3.689,63.852,0.0,0.0,0.0,9282.0,4061706.0,2189492224.0,163667968.0,966422528.0,1.97950713856e+11
17-10 22:30:58,0.0,3221221376.0,6.687,2.195,90.992,0.0,0.0,0.126,255566451.0,441911.0,2180939776.0,163667968.0,966422528.0,1.97959266304e+11
17-10 22:30:59,0.0,3221221376.0,11.588,2.709,85.678,0.0,0.0,0.025,105258587.0,145458.0,2799554560.0,163667968.0,966422528.0,1.9734065152e+11
17-10 22:31:00,0.0,3221221376.0,71.357,7.828,20.765,0.0,0.0,0.050,144517.0,163870992.0,2799820800.0,163667968.0,966422528.0,1.9734038528e+11
17-10 22:31:01,0.0,3221221376.0,41.001,1.618,57.356,0.0,0.0,0.025,81522.0,90344631.0,2381414400.0,163672064.0,966422528.0,1.97758787584e+11
17-10 22:31:02,0.0,3221221376.0,15.763,2.623,81.589,0.0,0.0,0.025,116033242.0,1568404.0,2040774656.0,163672064.0,966422528.0,1.98099427328e+11
17-10 22:31:03,0.0,3221221376.0,0.676,0.976,98.273,0.0,0.0,0.075,192468128.0,283788.0,2233229312.0,163672064.0,966422528.0,1.97906972672e+11
17-10 22:31:04,0.0,3221221376.0,49.712,14.068,36.220,0.0,0.0,0.0,52335612.0,96589.0,2884665344.0,163672064.0,966422528.0,1.9725553664e+11
17-10 22:31:05,0.0,3221221376.0,54.459,6.120,39.345,0.0,0.0,0.075,197312.0,251415448.0,2433728512.0,163672064.0,966422528.0,1.97706473472e+11
17-10 22:31:06,0.0,3221221376.0,31.407,3.753,64.815,0.0,0.0,0.025,11666.0,4164967.0,2213376000.0,163680256.0,966414336.0,1.97926825984e+11
17-10 22:31:07,0.0,3221221376.0,8.194,2.377,89.428,0.0,0.0,0.0,255567779.0,509801.0,2264375296.0,163680256.0,966422528.0,1.97875818496e+11
17-10 22:31:08,0.0,3221221376.0,9.139,2.053,88.733,0.0,0.0,0.075,105261330.0,126210.0,2481172480.0,163680256.0,966422528.0,1.97659021312e+11
17-10 22:31:09,0.0,3221221376.0,71.857,8.340,19.778,0.0,0.0,0.025,121467.0,159864508.0,2757550080.0,163680256.0,966422528.0,1.97382643712e+11
17-10 22:31:10,0.0,3221221376.0,41.869,2.399,55.732,0.0,0.0,0.0,143292.0,94351003.0,2416123904.0,163680256.0,966422528.0,1.97724069888e+11
17-10 22:31:11,0.0,3221221376.0,15.676,2.337,81.936,0.0,0.0,0.051,66988675.0,1482226.0,2035195904.0,163680256.0,966426624.0,1.98104993792e+11
17-10 22:31:12,0.0,3221221376.0,0.576,1.077,98.246,0.0,0.0,0.100,188588620.0,270338.0,2225504256.0,163688448.0,966426624.0,1.97914677248e+11
17-10 22:31:13,0.0,3221221376.0,46.604,6.059,47.311,0.0,0.0,0.025,105260258.0,157053.0,3042783232.0,163688448.0,966426624.0,1.97097398272e+11
17-10 22:31:14,0.0,3221221376.0,56.854,5.793,37.303,0.0,0.0,0.050,208874.0,251422848.0,2459987968.0,163688448.0,966426624.0,1.97680193536e+11
17-10 22:31:15,0.0,3221221376.0,33.492,2.183,64.300,0.0,0.0,0.025,10190.0,4068716.0,2237374464.0,163688448.0,966426624.0,1.9790280704e+11
17-10 22:31:16,0.0,3221221376.0,5.784,0.823,93.393,0.0,0.0,0.0,7230.0,97690.0,1987928064.0,163688448.0,966426624.0,1.9815225344e+11
17-10 22:31:17,0.0,3221221376.0,0.025,0.025,99.950,0.0,0.0,0.0,6081.0,293.0,1985232896.0,163688448.0,966426624.0,1.98154948608e+11
17-10 22:31:18,0.0,3221221376.0,0.0,0.025,99.950,0.0,0.0,0.025,6978.0,586.0,1978368000.0,163692544.0,966426624.0,1.98161809408e+11
