"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 22:29:14 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 22:29:29,0.0,3221221376.0,0.778,1.205,97.867,0.0,0.0,0.151,255565554.0,336747.0,1747861504.0,215420928.0,2381168640.0,1.96925861888e+11
17-10 22:29:30,0.0,3221221376.0,28.095,4.486,67.419,0.0,0.0,0.0,105258457.0,140480.0,2331926528.0,215429120.0,2381168640.0,1.96341788672e+11
17-10 22:29:31,0.0,3221221376.0,64.568,6.021,29.361,0.0,0.0,0.050,234644.0,219938790.0,2340675584.0,215429120.0,2381168640.0,1.96333039616e+11
17-10 22:29:32,0.0,3221221376.0,38.762,1.891,59.347,0.0,0.0,0.0,17568.0,35553416.0,1819746304.0,215429120.0,2381168640.0,1.96853968896e+11
17-10 22:29:33,0.0,3221221376.0,11.266,3.494,85.139,0.025,0.0,0.076,123746947.0,251352.0,1707982848.0,215429120.0,2381168640.0,1.96965732352e+11
17-10 22:29:34,0.0,3221221376.0,0.476,0.851,98.498,0.0,0.0,0.175,194969524.0,252285.0,1895395328.0,215429120.0,2381168640.0,1.96778319872e+11
17-10 22:29:35,0.0,3221221376.0,63.981,8.751,27.268,0.0,0.0,0.0,42132974.0,41520584.0,3043794944.0,215429120.0,2381168640.0,1.95629920256e+11
17-10 22:29:36,0.0,3221221376.0,49.963,1.973,48.040,0.0,0.0,0.025,200780.0,212837525.0,2105151488.0,215433216.0,2381168640.0,1.96568559616e+11
17-10 22:29:37,0.0,3221221376.0,30.368,1.903,67.729,0.0,0.0,0.0,7686.0,1285481.0,1901596672.0,215433216.0,2381168640.0,1.96772114432e+11
17-10 22:29:38,0.0,3221221376.0,2.288,1.660,95.826,0.0,0.0,0.226,255565316.0,449750.0,1970712576.0,215433216.0,2381168640.0,1.96702998528e+11
17-10 22:29:39,0.0,3221221376.0,11.766,3.123,85.011,0.0,0.0,0.100,105258895.0,125699.0,2444271616.0,215433216.0,2381168640.0,1.96229439488e+11
17-10 22:29:40,0.0,3221221376.0,70.261,10.306,19.408,0.0,0.0,0.025,66412.0,133158943.0,2488537088.0,215433216.0,2381168640.0,1.96185174016e+11
17-10 22:29:41,0.0,3221221376.0,43.449,3.080,53.446,0.025,0.0,0.0,149010.0,121050572.0,2151804928.0,215433216.0,2381172736.0,1.9652190208e+11
17-10 22:29:42,0.0,3221221376.0,17.631,4.693,77.651,0.0,0.0,0.025,35590608.0,1448896.0,1744920576.0,215433216.0,2381172736.0,1.96928786432e+11
17-10 22:29:43,0.0,3221221376.0,0.777,1.053,98.094,0.0,0.0,0.075,219982594.0,355626.0,1966661632.0,215433216.0,2381172736.0,1.96707045376e+11
17-10 22:29:44,0.0,3221221376.0,43.979,7.100,48.896,0.0,0.0,0.025,105258759.0,132665.0,2577702912.0,215433216.0,2381172736.0,1.96096004096e+11
17-10 22:29:45,0.0,3221221376.0,55.492,6.650,37.858,0.0,0.0,0.0,166288.0,251424298.0,2208395264.0,215433216.0,2381172736.0,1.96465311744e+11
17-10 22:29:46,0.0,3221221376.0,29.696,3.316,66.937,0.025,0.0,0.025,11880.0,4068487.0,2001825792.0,215433216.0,2381172736.0,1.96671881216e+11
17-10 22:29:47,0.0,3221221376.0,8.881,2.835,88.133,0.0,0.0,0.151,166340550.0,356025.0,1898704896.0,215433216.0,2381172736.0,1.96775002112e+11
17-10 22:29:48,0.0,3221221376.0,0.526,0.926,98.473,0.0,0.0,0.075,194485727.0,208912.0,2181885952.0,215437312.0,2381172736.0,1.9649181696e+11
17-10 22:29:49,0.0,3221221376.0,72.144,10.718,17.139,0.0,0.0,0.0,55484.0,76456953.0,2701914112.0,215437312.0,2381172736.0,1.959717888e+11
17-10 22:29:50,0.0,3221221376.0,50.635,2.369,46.971,0.0,0.0,0.024,177548.0,177797737.0,2224562176.0,215437312.0,2381172736.0,1.96449140736e+11
17-10 22:29:51,0.0,3221221376.0,19.342,2.866,77.792,0.0,0.0,0.0,8783.0,1383044.0,1762648064.0,215437312.0,2381172736.0,1.96911054848e+11
17-10 22:29:52,0.0,3221221376.0,0.402,1.157,98.365,0.0,0.0,0.075,255565110.0,331853.0,2026487808.0,215437312.0,2381172736.0,1.96647215104e+11
17-10 22:29:53,0.0,3221221376.0,20.729,2.487,76.759,0.0,0.0,0.025,105256983.0,158559.0,2685562880.0,215437312.0,2381172736.0,1.95988140032e+11
17-10 22:29:54,0.0,3221221376.0,62.481,22.632,14.812,0.025,0.0,0.050,141286.0,111149936.0,2663972864.0,215437312.0,2381172736.0,1.96009730048e+11
17-10 22:29:55,0.0,3221221376.0,40.770,3.102,56.101,0.0,0.0,0.026,102800.0,143058311.0,2252390400.0,215437312.0,2381172736.0,1.96421312512e+11
17-10 22:29:56,0.0,3221221376.0,16.696,2.866,80.387,0.0,0.0,0.050,68777345.0,1500250.0,1871343616.0,215437312.0,2381172736.0,1.96802359296e+11
17-10 22:29:57,0.0,3221221376.0,0.351,1.102,98.346,0.0,0.0,0.200,206357357.0,236111.0,2089508864.0,215437312.0,2381172736.0,1.96584194048e+11
17-10 22:29:58,0.0,3221221376.0,46.635,13.887,39.453,0.025,0.0,0.0,85695145.0,147100.0,2675404800.0,215437312.0,2381172736.0,1.95998298112e+11
17-10 22:29:59,0.0,3221221376.0,47.789,16.488,35.648,0.025,0.0,0.050,178586.0,251489739.0,2318856192.0,215437312.0,2381172736.0,1.9635484672e+11
17-10 22:30:00,0.0,3221221376.0,37.092,2.315,60.592,0.0,0.0,0.0,8172.0,4068551.0,2087792640.0,215437312.0,2381172736.0,1.96585910272e+11
17-10 22:30:01,0.0,3221221376.0,10.005,2.801,87.044,0.0,0.0,0.150,200951074.0,391145.0,2022846464.0,215437312.0,2381172736.0,1.96650856448e+11
17-10 22:30:02,0.0,3221221376.0,3.159,1.078,95.762,0.0,0.0,0.0,159870883.0,186802.0,2491002880.0,215437312.0,2381172736.0,1.96182700032e+11
17-10 22:30:03,0.0,3221221376.0,72.060,8.769,19.121,0.0,0.0,0.050,111882.0,135662440.0,2718011392.0,215437312.0,2381172736.0,1.9595569152e+11
17-10 22:30:04,0.0,3221221376.0,48.321,1.603,50.076,0.0,0.0,0.0,137344.0,118624579.0,2291486720.0,215437312.0,2381172736.0,1.96382216192e+11
17-10 22:30:05,0.0,3221221376.0,16.440,2.614,80.920,0.0,0.0,0.025,1254798.0,1391697.0,1858015232.0,215441408.0,2381172736.0,1.96815683584e+11
17-10 22:30:06,0.0,3221221376.0,0.351,1.655,97.944,0.0,0.0,0.050,254317711.0,346295.0,2101747712.0,215441408.0,2381172736.0,1.96571951104e+11
17-10 22:30:07,0.0,3221221376.0,30.790,4.777,64.357,0.0,0.0,0.075,105258222.0,165982.0,2707423232.0,215441408.0,2381172736.0,1.95966275584e+11
17-10 22:30:08,0.0,3221221376.0,59.919,11.943,28.062,0.0,0.0,0.076,268660.0,247727142.0,2365825024.0,215441408.0,2381172736.0,1.96307873792e+11
17-10 22:30:09,0.0,3221221376.0,36.531,1.989,61.480,0.0,0.0,0.0,8904.0,6485253.0,2318946304.0,215441408.0,2381172736.0,1.96354752512e+11
17-10 22:30:10,0.0,3221221376.0,13.318,3.712,82.894,0.0,0.0,0.075,116935014.0,1562233.0,1983418368.0,215441408.0,2381176832.0,1.96690276352e+11
17-10 22:30:11,0.0,3221221376.0,0.651,1.127,98.072,0.0,0.0,0.150,216619381.0,286667.0,2203250688.0,215445504.0,2381176832.0,1.96470439936e+11
17-10 22:30:12,0.0,3221221376.0,58.369,9.229,32.377,0.0,0.0,0.025,27297903.0,22272156.0,3161329664.0,215445504.0,2381176832.0,1.9551236096e+11
17-10 22:30:13,0.0,3221221376.0,47.585,3.085,49.279,0.0,0.0,0.051,231832.0,231977524.0,2269712384.0,215445504.0,2381176832.0,1.9640397824e+11
17-10 22:30:14,0.0,3221221376.0,31.592,2.411,65.997,0.0,0.0,0.0,8124.0,1289672.0,2149859328.0,215445504.0,2381176832.0,1.96523831296e+11
17-10 22:30:15,0.0,3221221376.0,4.778,2.041,93.006,0.0,0.0,0.174,255566222.0,441592.0,2147442688.0,215445504.0,2381176832.0,1.96526247936e+11
17-10 22:30:16,0.0,3221221376.0,16.621,3.033,80.346,0.0,0.0,0.0,105257222.0,181134.0,2804690944.0,215445504.0,2381176832.0,1.9586899968e+11
17-10 22:30:17,0.0,3221221376.0,70.522,10.712,18.716,0.0,0.0,0.050,155086.0,186011634.0,2760470528.0,215445504.0,2381176832.0,1.95913220096e+11
17-10 22:30:18,0.0,3221221376.0,41.507,1.921,56.523,0.050,0.0,0.0,98568.0,68201769.0,2349268992.0,215445504.0,2381176832.0,1.96324421632e+11
17-10 22:30:19,0.0,3221221376.0,14.502,2.623,82.774,0.0,0.0,0.101,84597230.0,1493788.0,1991053312.0,215445504.0,2381176832.0,1.96682637312e+11
17-10 22:30:20,0.0,3221221376.0,0.501,0.776,98.623,0.0,0.0,0.100,185082098.0,216524.0,2175037440.0,215445504.0,2381176832.0,1.96498653184e+11
17-10 22:30:21,0.0,3221221376.0,51.038,9.227,39.710,0.0,0.0,0.025,91150767.0,5823940.0,3414777856.0,215445504.0,2381176832.0,1.95258912768e+11
17-10 22:30:22,0.0,3221221376.0,51.841,3.303,44.831,0.0,0.0,0.025,222507.0,247422907.0,2362884096.0,215445504.0,2381176832.0,1.96310806528e+11
17-10 22:30:23,0.0,3221221376.0,32.321,3.571,64.107,0.0,0.0,0.0,6888.0,2501273.0,2180935680.0,215445504.0,2381176832.0,1.96492754944e+11
17-10 22:30:24,0.0,3221221376.0,5.896,2.258,91.771,0.0,0.0,0.075,255563923.0,434434.0,2169860096.0,215445504.0,2381176832.0,1.96503830528e+11
17-10 22:30:25,0.0,3221221376.0,22.552,3.987,73.386,0.0,0.0,0.075,105256916.0,145752.0,2656555008.0,215445504.0,2381176832.0,1.96017135616e+11
17-10 22:30:26,0.0,3221221376.0,68.242,6.915,24.793,0.0,0.0,0.050,169268.0,182167095.0,2797010944.0,215445504.0,2381176832.0,1.9587667968e+11
17-10 22:30:27,0.0,3221221376.0,39.883,1.195,58.922,0.0,0.0,0.0,37626.0,73572696.0,2258984960.0,215445504.0,2381176832.0,1.96414705664e+11
17-10 22:30:28,0.0,3221221376.0,13.225,2.775,83.950,0.0,0.0,0.050,110196870.0,255983.0,2030018560.0,215445504.0,2381176832.0,1.96643672064e+11
17-10 22:30:29,0.0,3221221376.0,0.728,0.928,98.244,0.0,0.0,0.100,193748725.0,296116.0,2234433536.0,215445504.0,2381176832.0,1.96439257088e+11
17-10 22:30:30,0.0,3221221376.0,57.246,9.437,33.317,0.0,0.0,0.0,56891683.0,17258657.0,3297218560.0,215445504.0,2381176832.0,1.95376472064e+11
17-10 22:30:31,0.0,3221221376.0,50.886,2.530,46.559,0.0,0.0,0.025,236472.0,237023855.0,2418425856.0,215445504.0,2381176832.0,1.96255264768e+11
17-10 22:30:32,0.0,3221221376.0,32.235,2.188,65.577,0.0,0.0,0.0,7158.0,1288678.0,2213638144.0,215445504.0,2381176832.0,1.9646005248e+11
17-10 22:30:33,0.0,3221221376.0,2.299,1.624,95.952,0.0,0.0,0.125,255565006.0,443968.0,2215038976.0,215445504.0,2381176832.0,1.96458651648e+11
17-10 22:30:34,0.0,3221221376.0,8.528,2.884,88.588,0.0,0.0,0.0,105257381.0,142464.0,2523140096.0,215449600.0,2381176832.0,1.96150546432e+11
17-10 22:30:35,0.0,3221221376.0,73.703,7.375,18.922,0.0,0.0,0.0,148892.0,127489924.0,2814218240.0,215449600.0,2381176832.0,1.95859468288e+11
17-10 22:30:36,0.0,3221221376.0,42.911,1.547,55.541,0.0,0.0,0.0,102328.0,126725480.0,2402385920.0,215449600.0,2381176832.0,1.96271300608e+11
17-10 22:30:37,0.0,3221221376.0,14.680,1.889,83.329,0.0,0.0,0.102,76546882.0,1515898.0,2026549248.0,215449600.0,2381176832.0,1.9664713728e+11
17-10 22:30:38,0.0,3221221376.0,0.476,0.928,98.471,0.0,0.0,0.125,194389958.0,257640.0,2222641152.0,215449600.0,2381176832.0,1.96451045376e+11
17-10 22:30:39,0.0,3221221376.0,46.759,13.012,40.228,0.0,0.0,0.0,89896098.0,115936.0,2810339328.0,215449600.0,2381180928.0,1.95863343104e+11
17-10 22:30:40,0.0,3221221376.0,48.973,13.702,37.300,0.0,0.0,0.025,244010.0,251445172.0,2443427840.0,215449600.0,2381180928.0,1.96230254592e+11
17-10 22:30:41,0.0,3221221376.0,33.179,2.705,64.116,0.0,0.0,0.0,9132.0,4068167.0,2224136192.0,215449600.0,2381180928.0,1.9644954624e+11
17-10 22:30:42,0.0,3221221376.0,10.284,3.017,86.673,0.0,0.0,0.025,244584993.0,447336.0,2341441536.0,215449600.0,2381180928.0,1.96332240896e+11
17-10 22:30:43,0.0,3221221376.0,6.998,1.925,90.977,0.0,0.0,0.100,116239387.0,162067.0,3066839040.0,215449600.0,2381180928.0,1.95606843392e+11
17-10 22:30:44,0.0,3221221376.0,58.791,30.850,10.283,0.050,0.0,0.025,59048.0,23458741.0,3302785024.0,215449600.0,2381180928.0,1.95370897408e+11
17-10 22:30:45,0.0,3221221376.0,44.897,2.363,52.715,0.0,0.0,0.025,82484.0,230755781.0,2449870848.0,215449600.0,2381180928.0,1.96223811584e+11
17-10 22:30:46,0.0,3221221376.0,29.483,2.153,68.364,0.0,0.0,0.0,6786.0,1285481.0,2242662400.0,215453696.0,2381176832.0,1.96431020032e+11
17-10 22:30:47,0.0,3221221376.0,2.450,1.750,95.725,0.0,0.0,0.075,255565505.0,437380.0,2239610880.0,215453696.0,2381180928.0,1.96434067456e+11
17-10 22:30:48,0.0,3221221376.0,24.084,3.964,71.952,0.0,0.0,0.0,105257402.0,133332.0,2816434176.0,215453696.0,2381180928.0,1.9585724416e+11
17-10 22:30:49,0.0,3221221376.0,65.356,5.812,28.758,0.0,0.0,0.075,231674.0,247723299.0,2611601408.0,215453696.0,2381180928.0,1.96062076928e+11
17-10 22:30:50,0.0,3221221376.0,37.652,1.907,60.441,0.0,0.0,0.0,9636.0,7776427.0,2331664384.0,215453696.0,2381180928.0,1.96342013952e+11
17-10 22:30:51,0.0,3221221376.0,12.557,2.662,84.756,0.0,0.0,0.025,172117029.0,336733.0,2155200512.0,215453696.0,2381180928.0,1.96518477824e+11
17-10 22:30:52,0.0,3221221376.0,0.376,0.953,98.621,0.0,0.0,0.050,188707670.0,249625.0,2413461504.0,215453696.0,2381180928.0,1.96260216832e+11
17-10 22:30:53,0.0,3221221376.0,69.252,9.694,21.029,0.0,0.0,0.025,50718.0,82253284.0,2951032832.0,215453696.0,2381180928.0,1.95722645504e+11
17-10 22:30:54,0.0,3221221376.0,48.254,2.923,48.724,0.0,0.0,0.099,175608.0,172003504.0,2469318656.0,215453696.0,2381180928.0,1.9620435968e+11
17-10 22:30:55,0.0,3221221376.0,22.479,3.847,73.674,0.0,0.0,0.0,8195.0,1383044.0,2008793088.0,215453696.0,2381180928.0,1.96664885248e+11
17-10 22:30:56,0.0,3221221376.0,0.502,1.129,98.144,0.0,0.0,0.226,255566139.0,329110.0,2268016640.0,215453696.0,2381180928.0,1.96405661696e+11
17-10 22:30:57,0.0,3221221376.0,12.015,2.703,85.232,0.0,0.0,0.050,105260906.0,146304.0,2815418368.0,215453696.0,2381180928.0,1.95858259968e+11
17-10 22:30:58,0.0,3221221376.0,76.246,5.753,17.977,0.0,0.0,0.025,147496.0,144658258.0,2889670656.0,215453696.0,2381180928.0,1.9578400768e+11
17-10 22:30:59,0.0,3221221376.0,40.806,1.895,57.299,0.0,0.0,0.0,87654.0,109557339.0,2455027712.0,215453696.0,2381180928.0,1.96218650624e+11
17-10 22:31:00,0.0,3221221376.0,14.761,2.544,82.670,0.0,0.0,0.025,118266408.0,1565968.0,2123444224.0,215453696.0,2381180928.0,1.96550234112e+11
17-10 22:31:01,0.0,3221221376.0,0.376,1.078,98.496,0.0,0.0,0.050,190428240.0,261126.0,2307547136.0,215453696.0,2381180928.0,1.963661312e+11
17-10 22:31:02,0.0,3221221376.0,52.754,10.240,36.980,0.0,0.0,0.025,52148296.0,16777861.0,3553951744.0,215453696.0,2381180928.0,1.95119726592e+11
17-10 22:31:03,0.0,3221221376.0,50.628,3.489,45.833,0.0,0.0,0.050,218050.0,237499939.0,2430328832.0,215457792.0,2381176832.0,1.96243349504e+11
17-10 22:31:04,0.0,3221221376.0,30.075,2.469,67.431,0.0,0.0,0.025,10574.0,1292969.0,2277482496.0,215457792.0,2381180928.0,1.96396191744e+11
17-10 22:31:05,0.0,3221221376.0,6.935,2.211,90.804,0.0,0.0,0.050,255567385.0,463264.0,2334224384.0,215457792.0,2381180928.0,1.96339449856e+11
17-10 22:31:06,0.0,3221221376.0,8.175,1.981,89.769,0.0,0.0,0.075,105261472.0,130769.0,2517164032.0,215457792.0,2381180928.0,1.96156510208e+11
17-10 22:31:07,0.0,3221221376.0,73.234,10.279,16.436,0.0,0.0,0.050,142899.0,185672003.0,2903252992.0,215457792.0,2381180928.0,1.95770421248e+11
17-10 22:31:08,0.0,3221221376.0,41.140,2.056,56.779,0.0,0.0,0.026,140976.0,68542624.0,2467655680.0,215457792.0,2381185024.0,1.96206014464e+11
17-10 22:31:09,0.0,3221221376.0,15.422,2.827,81.726,0.0,0.0,0.025,63537166.0,1472949.0,2093133824.0,215457792.0,2381185024.0,1.9658053632e+11
17-10 22:31:10,0.0,3221221376.0,0.501,0.977,98.446,0.0,0.0,0.075,192040115.0,266286.0,2285666304.0,215457792.0,2381185024.0,1.9638800384e+11
17-10 22:31:11,0.0,3221221376.0,45.450,6.850,47.650,0.0,0.0,0.050,105260131.0,179252.0,2986979328.0,215457792.0,2381185024.0,1.95686690816e+11
17-10 22:31:12,0.0,3221221376.0,54.784,6.970,38.221,0.0,0.0,0.025,197345.0,251427678.0,2505887744.0,215457792.0,2381185024.0,1.961677824e+11
17-10 22:31:13,0.0,3221221376.0,30.969,3.000,66.031,0.0,0.0,0.0,14066.0,4068716.0,2290819072.0,215457792.0,2381189120.0,1.96382846976e+11
17-10 22:31:14,0.0,3221221376.0,8.051,1.645,90.304,0.0,0.0,0.0,7343.0,97856.0,2032410624.0,215457792.0,2381189120.0,1.96641255424e+11
17-10 22:31:15,0.0,3221221376.0,0.025,0.0,99.975,0.0,0.0,0.0,6081.0,293.0,2031095808.0,215457792.0,2381189120.0,1.9664257024e+11
