"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 22:29:12 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 22:30:16,0.0,3221221376.0,38.209,2.659,59.132,0.0,0.0,0.0,67894.0,45852676.0,2166738944.0,158412800.0,966230016.0,1.979789312e+11
17-10 22:30:17,0.0,3221221376.0,15.153,2.960,81.862,0.0,0.0,0.025,55970927.0,1489907.0,1778700288.0,158412800.0,966230016.0,1.98366969856e+11
17-10 22:30:18,0.0,3221221376.0,0.150,1.128,98.546,0.0,0.0,0.176,217849819.0,239380.0,2011463680.0,158412800.0,966230016.0,1.98134206464e+11
17-10 22:30:19,0.0,3221221376.0,50.062,7.478,42.435,0.0,0.0,0.025,87011181.0,2642095.0,3126665216.0,158420992.0,966230016.0,1.97018996736e+11
17-10 22:30:20,0.0,3221221376.0,52.681,3.243,43.976,0.0,0.0,0.100,166524.0,248896201.0,2228174848.0,158420992.0,966230016.0,1.97917487104e+11
17-10 22:30:21,0.0,3221221376.0,34.372,3.963,61.665,0.0,0.0,0.0,8064.0,4068263.0,2019848192.0,158420992.0,966230016.0,1.9812581376e+11
17-10 22:30:22,0.0,3221221376.0,4.736,1.889,93.275,0.0,0.0,0.101,255563835.0,462294.0,2034601984.0,158420992.0,966230016.0,1.98111059968e+11
17-10 22:30:23,0.0,3221221376.0,20.554,3.322,76.099,0.0,0.0,0.025,105257033.0,148350.0,2619842560.0,158420992.0,966230016.0,1.97525819392e+11
17-10 22:30:24,0.0,3221221376.0,68.616,8.378,22.956,0.0,0.0,0.051,171012.0,247722822.0,2357342208.0,158420992.0,966230016.0,1.97788319744e+11
17-10 22:30:25,0.0,3221221376.0,39.665,0.987,59.349,0.0,0.0,0.0,8232.0,6490192.0,2216169472.0,158425088.0,966230016.0,1.97929488384e+11
17-10 22:30:26,0.0,3221221376.0,14.777,2.741,82.432,0.0,0.0,0.050,105159798.0,1537171.0,1872519168.0,158425088.0,966230016.0,1.98273138688e+11
17-10 22:30:27,0.0,3221221376.0,0.376,1.127,98.398,0.0,0.0,0.100,203920997.0,294956.0,2069131264.0,158425088.0,966230016.0,1.98076526592e+11
17-10 22:30:28,0.0,3221221376.0,58.215,8.502,33.283,0.0,0.0,0.0,51757537.0,36673027.0,3092054016.0,158425088.0,966230016.0,1.9705360384e+11
17-10 22:30:29,0.0,3221221376.0,50.877,2.982,46.090,0.0,0.0,0.050,121232.0,217606884.0,2240753664.0,158425088.0,966230016.0,1.97904904192e+11
17-10 22:30:30,0.0,3221221376.0,32.034,3.179,64.788,0.0,0.0,0.0,6840.0,1288681.0,2034495488.0,158425088.0,966230016.0,1.98111162368e+11
17-10 22:30:31,0.0,3221221376.0,0.854,1.406,97.564,0.0,0.0,0.176,255565329.0,471015.0,2050002944.0,158433280.0,966230016.0,1.9809564672e+11
17-10 22:30:32,0.0,3221221376.0,10.606,2.639,86.730,0.0,0.0,0.025,105256727.0,136278.0,2543812608.0,158433280.0,966230016.0,1.97601837056e+11
17-10 22:30:33,0.0,3221221376.0,74.024,7.929,17.947,0.025,0.0,0.075,128872.0,234470015.0,2665553920.0,158433280.0,966230016.0,1.97480095744e+11
17-10 22:30:34,0.0,3221221376.0,41.336,2.408,56.256,0.0,0.0,0.0,17784.0,19743793.0,2228576256.0,158433280.0,966230016.0,1.97917073408e+11
17-10 22:30:35,0.0,3221221376.0,15.075,2.306,82.518,0.0,0.0,0.101,120620061.0,1534269.0,1913896960.0,158433280.0,966230016.0,1.98231752704e+11
17-10 22:30:36,0.0,3221221376.0,0.225,0.801,98.899,0.0,0.0,0.075,156046613.0,182174.0,2066513920.0,158437376.0,966225920.0,1.98079135744e+11
17-10 22:30:37,0.0,3221221376.0,50.200,8.642,41.157,0.0,0.0,0.0,84167398.0,13057622.0,3289391104.0,158437376.0,966230016.0,1.96856254464e+11
17-10 22:30:38,0.0,3221221376.0,53.287,3.049,43.614,0.0,0.0,0.050,113752.0,240462501.0,2349527040.0,158437376.0,966234112.0,1.97796114432e+11
17-10 22:30:39,0.0,3221221376.0,33.841,2.046,64.113,0.0,0.0,0.0,8598.0,2092397.0,2063343616.0,158437376.0,966234112.0,1.98082297856e+11
17-10 22:30:40,0.0,3221221376.0,3.460,1.566,94.899,0.0,0.0,0.076,244620864.0,480821.0,2164658176.0,158437376.0,966234112.0,1.97980983296e+11
17-10 22:30:41,0.0,3221221376.0,6.481,1.532,91.912,0.0,0.0,0.075,116203203.0,138435.0,2883006464.0,158437376.0,966234112.0,1.97262635008e+11
17-10 22:30:42,0.0,3221221376.0,71.271,9.945,18.709,0.0,0.0,0.075,135584.0,195962472.0,2611195904.0,158445568.0,966234112.0,1.97534437376e+11
17-10 22:30:43,0.0,3221221376.0,44.989,2.020,52.966,0.0,0.0,0.025,31889.0,58252523.0,2261827584.0,158445568.0,966234112.0,1.97883805696e+11
17-10 22:30:44,0.0,3221221376.0,16.309,3.232,80.459,0.0,0.0,0.0,7361.0,1383044.0,1829257216.0,158445568.0,966234112.0,1.98316376064e+11
17-10 22:30:45,0.0,3221221376.0,0.827,1.177,97.896,0.0,0.0,0.100,255564684.0,352424.0,2075398144.0,158445568.0,966234112.0,1.98070235136e+11
17-10 22:30:46,0.0,3221221376.0,29.119,4.340,66.515,0.0,0.0,0.025,105257387.0,136410.0,2677391360.0,158445568.0,966234112.0,1.9746824192e+11
17-10 22:30:47,0.0,3221221376.0,63.809,5.060,31.107,0.0,0.0,0.025,180700.0,247729991.0,2321551360.0,158445568.0,966234112.0,1.9782408192e+11
17-10 22:30:48,0.0,3221221376.0,37.340,2.162,60.498,0.0,0.0,0.0,10110.0,7769842.0,2057740288.0,158449664.0,966234112.0,1.98087888896e+11
17-10 22:30:49,0.0,3221221376.0,11.645,2.905,85.374,0.0,0.0,0.075,180886964.0,382252.0,2004430848.0,158449664.0,966234112.0,1.98141198336e+11
17-10 22:30:50,0.0,3221221376.0,0.326,1.002,98.648,0.0,0.0,0.025,179937141.0,277453.0,2236243968.0,158449664.0,966234112.0,1.97909385216e+11
17-10 22:30:51,0.0,3221221376.0,71.659,7.816,20.499,0.0,0.0,0.025,35664.0,87360485.0,2800467968.0,158449664.0,966234112.0,1.97345161216e+11
17-10 22:30:52,0.0,3221221376.0,51.200,2.375,46.400,0.0,0.0,0.025,104062.0,166855349.0,2320678912.0,158449664.0,966234112.0,1.97824950272e+11
17-10 22:30:53,0.0,3221221376.0,20.201,2.030,77.769,0.0,0.0,0.0,8189.0,1383044.0,1847828480.0,158449664.0,966234112.0,1.98297800704e+11
17-10 22:30:54,0.0,3221221376.0,0.826,1.327,97.672,0.0,0.0,0.175,255565996.0,333868.0,2109861888.0,158453760.0,966234112.0,1.980357632e+11
17-10 22:30:55,0.0,3221221376.0,16.621,3.259,80.095,0.0,0.0,0.025,105258647.0,125070.0,2782760960.0,158453760.0,966234112.0,1.97362864128e+11
17-10 22:30:56,0.0,3221221376.0,70.705,7.406,21.812,0.0,0.0,0.076,146299.0,247723751.0,2469855232.0,158453760.0,966234112.0,1.97675769856e+11
17-10 22:30:57,0.0,3221221376.0,40.706,1.305,57.965,0.0,0.0,0.024,11076.0,6491358.0,2296532992.0,158453760.0,966234112.0,1.97849092096e+11
17-10 22:30:58,0.0,3221221376.0,14.622,3.618,81.735,0.0,0.0,0.025,122076932.0,1554022.0,1975074816.0,158453760.0,966234112.0,1.98170550272e+11
17-10 22:30:59,0.0,3221221376.0,0.750,0.975,98.175,0.0,0.0,0.100,191582286.0,238142.0,2167308288.0,158453760.0,966234112.0,1.979783168e+11
17-10 22:31:00,0.0,3221221376.0,61.932,9.233,28.809,0.0,0.0,0.025,47187379.0,49739787.0,3224039424.0,158461952.0,966234112.0,1.96921577472e+11
17-10 22:31:01,0.0,3221221376.0,48.327,2.264,49.358,0.0,0.0,0.050,97546.0,204530389.0,2328477696.0,158461952.0,966234112.0,1.978171392e+11
17-10 22:31:02,0.0,3221221376.0,28.674,2.107,69.219,0.0,0.0,0.0,9894.0,1285481.0,2121592832.0,158461952.0,966234112.0,1.98024024064e+11
17-10 22:31:03,0.0,3221221376.0,2.059,1.758,96.133,0.0,0.0,0.050,255567515.0,488331.0,2122252288.0,158461952.0,966234112.0,1.98023364608e+11
17-10 22:31:04,0.0,3221221376.0,12.343,3.997,83.610,0.0,0.0,0.050,105261086.0,144222.0,2723176448.0,158461952.0,966234112.0,1.97422440448e+11
17-10 22:31:05,0.0,3221221376.0,65.749,21.641,12.584,0.0,0.0,0.025,82798.0,126893402.0,2697560064.0,158461952.0,966234112.0,1.97448056832e+11
17-10 22:31:06,0.0,3221221376.0,46.928,2.719,50.277,0.0,0.0,0.076,118938.0,127321652.0,2315603968.0,158470144.0,966234112.0,1.97830004736e+11
17-10 22:31:07,0.0,3221221376.0,17.924,2.106,79.920,0.0,0.0,0.050,60470150.0,1476820.0,1933422592.0,158470144.0,966238208.0,1.98212182016e+11
17-10 22:31:08,0.0,3221221376.0,0.501,1.127,98.247,0.0,0.0,0.125,199210607.0,280112.0,2142969856.0,158470144.0,966238208.0,1.98002634752e+11
17-10 22:31:09,0.0,3221221376.0,45.818,6.556,47.601,0.0,0.0,0.025,101155871.0,164828.0,3085217792.0,158470144.0,966238208.0,1.97060386816e+11
17-10 22:31:10,0.0,3221221376.0,54.373,5.722,39.805,0.0,0.0,0.100,154158.0,251416266.0,2367631360.0,158470144.0,966238208.0,1.97777973248e+11
17-10 22:31:11,0.0,3221221376.0,33.017,2.818,64.165,0.0,0.0,0.0,10580.0,4068716.0,2157154304.0,158470144.0,966238208.0,1.97988450304e+11
17-10 22:31:12,0.0,3221221376.0,6.407,1.357,92.236,0.0,0.0,0.0,7229.0,97856.0,1897865216.0,158474240.0,966238208.0,1.98247735296e+11
17-10 22:31:13,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,6789.0,557.0,1894150144.0,158474240.0,966238208.0,1.98251450368e+11
17-10 22:31:14,0.0,3221221376.0,0.275,0.200,99.525,0.0,0.0,0.0,11564.0,5905.0,1859313664.0,158474240.0,966238208.0,1.98286286848e+11
