"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:31:44 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 21:32:26,0.0,3221221376.0,48.356,9.541,41.627,0.0,0.0,0.477,0.0,0.0,481818905.0,547838.0
16-10 21:32:27,0.0,3221221376.0,16.504,2.834,80.662,0.0,0.0,0.0,0.0,397312.0,4057859.0,5735.0
16-10 21:32:28,0.0,3221221376.0,27.919,4.067,67.663,0.0,0.0,0.351,0.0,0.0,1225326.0,766670074.0
16-10 21:32:29,0.0,3221221376.0,56.890,10.366,32.619,0.025,0.0,0.100,0.0,0.0,448184.0,315755823.0
16-10 21:32:30,0.0,3221221376.0,46.936,18.960,33.275,0.0,0.0,0.829,0.0,0.0,746876349.0,575951.0
16-10 21:32:31,0.0,3221221376.0,38.931,6.151,54.894,0.0,0.0,0.024,0.0,0.0,19616812.0,11844.0
16-10 21:32:32,0.0,3221221376.0,27.041,4.757,68.125,0.0,0.0,0.076,0.0,749568.0,840259.0,406045603.0
16-10 21:32:33,0.0,3221221376.0,18.970,2.990,77.814,0.0,0.0,0.226,0.0,0.0,642131.0,523228084.0
16-10 21:32:34,0.0,3221221376.0,74.131,8.514,17.280,0.0,0.0,0.076,0.0,0.0,17409646.0,153155704.0
16-10 21:32:35,0.0,3221221376.0,40.856,12.620,45.919,0.0,0.0,0.605,0.0,0.0,739880719.0,626894.0
16-10 21:32:36,0.0,3221221376.0,34.705,3.914,61.381,0.0,0.0,0.0,0.0,0.0,9426158.0,5868.0
16-10 21:32:37,0.0,3221221376.0,22.666,4.066,72.992,0.0,0.0,0.276,0.0,741376.0,1362051.0,766668296.0
16-10 21:32:38,0.0,3221221376.0,35.942,3.712,60.171,0.0,0.0,0.176,0.0,0.0,418931.0,315757597.0
16-10 21:32:39,0.0,3221221376.0,58.112,20.819,20.568,0.0,0.0,0.502,0.0,0.0,358293394.0,179768.0
16-10 21:32:40,0.0,3221221376.0,45.491,11.602,42.385,0.0,0.0,0.522,0.0,0.0,404373856.0,277798.0
16-10 21:32:41,0.0,3221221376.0,22.753,3.137,74.110,0.0,0.0,0.0,0.0,0.0,4058039.0,5879.0
16-10 21:32:42,0.0,3221221376.0,25.194,4.984,69.396,0.0,0.0,0.426,0.0,0.0,1213704.0,766670743.0
16-10 21:32:43,0.0,3221221376.0,43.635,5.272,50.992,0.0,0.0,0.100,0.0,389120.0,415314.0,315755663.0
16-10 21:32:44,0.0,3221221376.0,60.984,10.578,27.676,0.0,0.0,0.761,0.0,0.0,667639667.0,608851.0
16-10 21:32:45,0.0,3221221376.0,38.599,6.601,54.649,0.0,0.0,0.151,0.0,0.0,95004697.0,110898.0
16-10 21:32:46,0.0,3221221376.0,21.992,5.292,72.666,0.0,0.0,0.050,0.0,0.0,4476413.0,220242118.0
16-10 21:32:47,0.0,3221221376.0,22.050,2.781,74.969,0.0,0.0,0.200,0.0,380928.0,832508.0,621239727.0
16-10 21:32:48,0.0,3221221376.0,71.315,8.456,20.105,0.0,0.0,0.125,0.0,40960.0,17528677.0,240952119.0
16-10 21:32:49,0.0,3221221376.0,43.163,15.691,40.439,0.0,0.0,0.706,0.0,0.0,739878205.0,534369.0
16-10 21:32:50,0.0,3221221376.0,33.812,4.261,61.927,0.0,0.0,0.0,0.0,0.0,9436504.0,6282.0
16-10 21:32:51,0.0,3221221376.0,25.908,5.071,68.895,0.0,0.0,0.126,0.0,0.0,1392382.0,766668513.0
16-10 21:32:52,0.0,3221221376.0,23.908,3.290,72.677,0.0,0.0,0.126,0.0,372736.0,451980.0,315757563.0
16-10 21:32:53,0.0,3221221376.0,61.083,18.598,19.990,0.0,0.0,0.329,0.0,40960.0,276264791.0,102835.0
16-10 21:32:54,0.0,3221221376.0,43.592,11.838,44.018,0.0,0.0,0.552,0.0,0.0,486384204.0,342974.0
16-10 21:32:55,0.0,3221221376.0,31.691,2.664,65.645,0.0,0.0,0.0,0.0,0.0,4058939.0,5405.0
16-10 21:32:56,0.0,3221221376.0,28.374,5.102,66.172,0.0,0.0,0.352,0.0,0.0,1128889.0,766668385.0
16-10 21:32:57,0.0,3221221376.0,40.411,5.233,54.231,0.0,0.0,0.125,0.0,376832.0,435138.0,315755448.0
16-10 21:32:58,0.0,3221221376.0,65.072,9.997,24.402,0.0,0.0,0.529,0.0,40960.0,556944873.0,502410.0
16-10 21:32:59,0.0,3221221376.0,39.032,8.080,52.634,0.0,0.0,0.253,0.0,0.0,205705226.0,252006.0
16-10 21:33:00,0.0,3221221376.0,24.510,5.264,70.127,0.0,0.0,0.099,0.0,0.0,4560784.0,268990413.0
16-10 21:33:01,0.0,3221221376.0,21.240,2.737,75.747,0.0,0.0,0.276,0.0,0.0,925678.0,617592676.0
16-10 21:33:02,0.0,3221221376.0,74.457,9.263,16.130,0.0,0.0,0.150,0.0,376832.0,37160543.0,195856744.0
16-10 21:33:03,0.0,3221221376.0,46.276,10.770,42.275,0.0,0.0,0.679,0.0,40960.0,722956154.0,443514.0
16-10 21:33:04,0.0,3221221376.0,29.833,2.054,68.087,0.0,0.0,0.026,0.0,0.0,6653657.0,6702.0
16-10 21:33:05,0.0,3221221376.0,21.702,3.730,74.343,0.0,0.0,0.225,0.0,0.0,1272459.0,650108371.0
16-10 21:33:06,0.0,3221221376.0,32.433,4.493,62.948,0.0,0.0,0.126,0.0,0.0,611208.0,432318414.0
16-10 21:33:07,0.0,3221221376.0,72.971,9.102,17.598,0.0,0.0,0.329,0.0,0.0,278633766.0,122464.0
16-10 21:33:08,0.0,3221221376.0,42.574,11.789,45.097,0.0,0.0,0.541,0.0,462848.0,484116311.0,463796.0
16-10 21:33:09,0.0,3221221376.0,17.061,2.697,80.242,0.0,0.0,0.0,0.0,0.0,4205368.0,19565466.0
16-10 21:33:10,0.0,3221221376.0,27.998,3.914,67.787,0.0,0.0,0.301,0.0,0.0,1056862.0,747110591.0
16-10 21:33:11,0.0,3221221376.0,57.829,7.565,34.531,0.0,0.0,0.075,0.0,0.0,406700.0,315755514.0
16-10 21:33:12,0.0,3221221376.0,52.324,10.368,36.593,0.0,0.0,0.715,0.0,0.0,751818649.0,686470.0
16-10 21:33:13,0.0,3221221376.0,37.136,4.296,58.495,0.0,0.0,0.073,0.0,442368.0,14691415.0,8910.0
16-10 21:33:14,0.0,3221221376.0,28.316,4.614,66.868,0.0,0.0,0.202,0.0,0.0,1411852.0,690170463.0
16-10 21:33:15,0.0,3221221376.0,29.935,4.319,65.620,0.0,0.0,0.126,0.0,0.0,568650.0,392258721.0
16-10 21:33:16,0.0,3221221376.0,73.062,7.876,18.761,0.0,0.0,0.301,0.0,0.0,259665165.0,86330.0
16-10 21:33:17,0.0,3221221376.0,43.623,10.874,45.051,0.025,0.0,0.426,0.0,0.0,500215363.0,288156.0
16-10 21:33:18,0.0,3221221376.0,17.405,3.038,79.557,0.0,0.0,0.0,0.0,454656.0,6738547.0,6275.0
16-10 21:33:19,0.0,3221221376.0,22.693,4.463,72.592,0.0,0.0,0.252,0.0,0.0,1212342.0,766671375.0
16-10 21:33:20,0.0,3221221376.0,26.703,4.108,69.188,0.0,0.0,0.0,0.0,0.0,464364.0,315755448.0
16-10 21:33:21,0.0,3221221376.0,68.957,10.729,19.766,0.0,0.0,0.548,0.0,0.0,528589263.0,419586.0
16-10 21:33:22,0.0,3221221376.0,47.432,6.999,45.418,0.0,0.0,0.151,0.0,0.0,234068519.0,208632.0
16-10 21:33:23,0.0,3221221376.0,16.156,1.975,81.844,0.0,0.0,0.025,0.0,405504.0,4173704.0,1830406.0
16-10 21:33:24,0.0,3221221376.0,28.470,3.818,67.459,0.0,0.0,0.253,0.0,397312.0,1024522.0,764844287.0
16-10 21:33:25,0.0,3221221376.0,41.143,4.585,54.247,0.0,0.0,0.025,0.0,0.0,440292.0,315755448.0
16-10 21:33:26,0.0,3221221376.0,61.377,10.155,27.670,0.0,0.0,0.798,0.0,0.0,750602386.0,479449.0
16-10 21:33:27,0.0,3221221376.0,40.274,5.083,54.643,0.0,0.0,0.0,0.0,0.0,14628975.0,7062.0
16-10 21:33:28,0.0,3221221376.0,28.056,4.409,67.435,0.0,0.0,0.100,0.0,421888.0,2305831.0,488679712.0
16-10 21:33:29,0.0,3221221376.0,23.395,3.123,73.281,0.0,0.0,0.201,0.0,53248.0,878918.0,576180289.0
16-10 21:33:30,0.0,3221221376.0,75.504,7.319,17.003,0.0,0.0,0.174,0.0,0.0,152623914.0,17678139.0
16-10 21:33:31,0.0,3221221376.0,43.227,11.441,44.622,0.0,0.0,0.710,0.0,0.0,610058939.0,577758.0
16-10 21:33:32,0.0,3221221376.0,28.742,2.730,68.503,0.0,0.0,0.025,0.0,0.0,3965369.0,4799.0
16-10 21:33:33,0.0,3221221376.0,23.740,3.553,72.379,0.0,0.0,0.328,0.0,454656.0,1208051.0,766670384.0
16-10 21:33:34,0.0,3221221376.0,27.418,4.249,68.283,0.0,0.0,0.050,0.0,45056.0,448440.0,315755448.0
16-10 21:33:35,0.0,3221221376.0,65.968,11.563,21.636,0.0,0.0,0.833,0.0,0.0,686208074.0,453490.0
16-10 21:33:36,0.0,3221221376.0,45.717,8.289,45.843,0.0,0.0,0.151,0.0,0.0,76454935.0,37194.0
16-10 21:33:37,0.0,3221221376.0,24.105,4.318,71.476,0.0,0.0,0.102,0.0,0.0,4438345.0,187168006.0
16-10 21:33:38,0.0,3221221376.0,22.396,3.052,74.401,0.0,0.0,0.151,0.0,0.0,848006.0,615274744.0
16-10 21:33:39,0.0,3221221376.0,57.731,5.572,36.647,0.0,0.0,0.050,0.0,454656.0,731093.0,279988716.0
16-10 21:33:40,0.0,3221221376.0,51.149,12.263,35.664,0.0,0.0,0.924,0.0,0.0,753962231.0,540120.0
16-10 21:33:41,0.0,3221221376.0,34.342,2.244,63.338,0.0,0.0,0.076,0.0,0.0,12213669.0,8868.0
16-10 21:33:42,0.0,3221221376.0,29.995,4.982,64.745,0.0,0.0,0.278,0.0,0.0,1383273.0,720458976.0
16-10 21:33:43,0.0,3221221376.0,29.960,4.395,65.495,0.0,0.0,0.151,0.0,0.0,440124.0,361965592.0
16-10 21:33:44,0.0,3221221376.0,73.297,8.542,17.786,0.0,0.0,0.376,0.0,413696.0,336987502.0,255876.0
16-10 21:33:45,0.0,3221221376.0,43.591,10.100,45.935,0.0,0.0,0.374,0.0,36864.0,425677605.0,440194.0
16-10 21:33:46,0.0,3221221376.0,17.116,2.168,80.716,0.0,0.0,0.0,0.0,0.0,4161976.0,11761.0
16-10 21:33:47,0.0,3221221376.0,1.625,0.875,97.499,0.0,0.0,0.0,0.0,0.0,11030.0,1114.0
