"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:31:46 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 21:33:11,0.0,3221221376.0,30.710,2.076,67.188,0.0,0.0,0.026,0.0,0.0,9312.0,1285473.0
16-10 21:33:12,0.0,3221221376.0,0.528,1.107,98.214,0.0,0.0,0.151,0.0,0.0,255567927.0,460856.0
16-10 21:33:13,0.0,3221221376.0,30.627,3.960,65.363,0.0,0.0,0.050,0.0,28672.0,105259007.0,141070.0
16-10 21:33:14,0.0,3221221376.0,61.407,5.848,32.644,0.0,0.0,0.101,0.0,0.0,263437.0,247760716.0
16-10 21:33:15,0.0,3221221376.0,38.484,2.783,58.708,0.025,0.0,0.0,0.0,0.0,10158.0,7772228.0
16-10 21:33:16,0.0,3221221376.0,12.714,2.750,84.485,0.0,0.0,0.050,0.0,0.0,208922655.0,403997.0
16-10 21:33:17,0.0,3221221376.0,0.628,0.905,98.366,0.0,0.0,0.101,0.0,0.0,151903395.0,238011.0
16-10 21:33:18,0.0,3221221376.0,60.867,22.267,16.840,0.0,0.0,0.025,0.0,0.0,33184.0,21285489.0
16-10 21:33:19,0.0,3221221376.0,44.317,3.048,52.561,0.0,0.0,0.075,0.0,12288.0,144418.0,232927422.0
16-10 21:33:20,0.0,3221221376.0,32.824,2.659,64.516,0.0,0.0,0.0,0.0,0.0,9618.0,1286368.0
16-10 21:33:21,0.0,3221221376.0,4.315,2.183,93.327,0.0,0.0,0.176,0.0,0.0,255566948.0,446072.0
16-10 21:33:22,0.0,3221221376.0,10.845,2.568,86.587,0.0,0.0,0.0,0.0,0.0,105259117.0,137673.0
16-10 21:33:23,0.0,3221221376.0,74.297,8.005,17.647,0.0,0.0,0.051,0.0,0.0,152500.0,160191807.0
16-10 21:33:24,0.0,3221221376.0,41.425,1.603,56.947,0.0,0.0,0.025,0.0,16384.0,83436.0,94023293.0
16-10 21:33:25,0.0,3221221376.0,15.132,1.832,83.036,0.0,0.0,0.0,0.0,0.0,8777.0,1383036.0
16-10 21:33:26,0.0,3221221376.0,0.999,1.349,97.402,0.0,0.0,0.250,0.0,0.0,255567257.0,345923.0
16-10 21:33:27,0.0,3221221376.0,37.733,5.656,56.611,0.0,0.0,0.0,0.0,0.0,105260027.0,135508.0
16-10 21:33:28,0.0,3221221376.0,56.531,6.569,36.800,0.0,0.0,0.100,0.0,0.0,186268.0,251446038.0
16-10 21:33:29,0.0,3221221376.0,35.038,2.076,62.886,0.0,0.0,0.0,0.0,0.0,10218.0,4070877.0
16-10 21:33:30,0.0,3221221376.0,10.218,1.883,87.873,0.0,0.0,0.025,0.0,16384.0,136843530.0,291627.0
16-10 21:33:31,0.0,3221221376.0,0.451,0.977,98.547,0.0,0.0,0.025,0.0,0.0,196375137.0,292060.0
16-10 21:33:32,0.0,3221221376.0,62.369,9.264,28.343,0.0,0.0,0.025,0.0,0.0,27649904.0,71944221.0
16-10 21:33:33,0.0,3221221376.0,49.110,3.562,47.254,0.025,0.0,0.050,0.0,0.0,186554.0,182628041.0
16-10 21:33:34,0.0,3221221376.0,29.772,2.927,67.300,0.0,0.0,0.0,0.0,0.0,9143.0,1386268.0
16-10 21:33:35,0.0,3221221376.0,0.552,1.229,98.069,0.0,0.0,0.150,0.0,12288.0,255566453.0,340342.0
16-10 21:33:36,0.0,3221221376.0,21.134,2.998,75.768,0.0,0.0,0.100,0.0,12288.0,105258767.0,128422.0
16-10 21:33:37,0.0,3221221376.0,67.568,7.419,24.938,0.0,0.0,0.074,0.0,0.0,181786.0,211742505.0
16-10 21:33:38,0.0,3221221376.0,38.579,1.770,59.651,0.0,0.0,0.0,0.0,0.0,35370.0,42473025.0
16-10 21:33:39,0.0,3221221376.0,14.576,2.554,82.795,0.0,0.0,0.075,0.0,0.0,49181366.0,1449950.0
16-10 21:33:40,0.0,3221221376.0,0.501,1.026,98.298,0.0,0.0,0.175,0.0,0.0,206397374.0,305898.0
16-10 21:33:41,0.0,3221221376.0,45.653,7.266,47.081,0.0,0.0,0.0,0.0,0.0,105261814.0,174269.0
16-10 21:33:42,0.0,3221221376.0,55.210,4.745,40.020,0.0,0.0,0.025,0.0,12288.0,199751.0,251420801.0
16-10 21:33:43,0.0,3221221376.0,30.218,2.330,67.452,0.0,0.0,0.0,0.0,0.0,10734.0,4068223.0
16-10 21:33:44,0.0,3221221376.0,7.863,2.596,89.365,0.0,0.0,0.176,0.0,0.0,236839970.0,447685.0
16-10 21:33:45,0.0,3221221376.0,2.954,1.352,95.645,0.0,0.0,0.050,0.0,0.0,123989733.0,173135.0
16-10 21:33:46,0.0,3221221376.0,70.373,8.966,20.636,0.0,0.0,0.025,0.0,0.0,97026.0,130055312.0
16-10 21:33:47,0.0,3221221376.0,49.902,2.411,47.687,0.0,0.0,0.0,0.0,0.0,175930.0,124209744.0
16-10 21:33:48,0.0,3221221376.0,16.612,2.312,81.076,0.0,0.0,0.0,0.0,12288.0,12419.0,1383036.0
16-10 21:33:49,0.0,3221221376.0,0.025,0.0,99.975,0.0,0.0,0.0,0.0,0.0,10699.0,388.0
16-10 21:33:50,0.0,3221221376.0,0.050,0.050,99.900,0.0,0.0,0.0,0.0,0.0,14875.0,3969.0
