"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:55:37 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 21:55:57,0.0,3221221376.0,31.962,2.484,65.529,0.0,0.0,0.025,0.0,0.0,7780458.0,3828.0
16-10 21:55:58,0.0,3221221376.0,16.956,4.176,78.792,0.0,0.0,0.075,0.0,0.0,140585.0,255557511.0
16-10 21:55:59,0.0,3221221376.0,54.434,5.721,39.795,0.0,0.0,0.050,0.0,0.0,20746.0,105251882.0
16-10 21:56:00,0.0,3221221376.0,51.553,12.730,35.362,0.0,0.0,0.354,0.0,0.0,251434566.0,21171.0
16-10 21:56:01,0.0,3221221376.0,36.272,1.580,62.123,0.0,0.0,0.025,0.0,204800.0,4080029.0,2640.0
16-10 21:56:02,0.0,3221221376.0,21.427,5.275,73.198,0.0,0.0,0.100,0.0,0.0,149531.0,255557527.0
16-10 21:56:03,0.0,3221221376.0,56.635,7.061,36.229,0.0,0.0,0.075,0.0,0.0,34940.0,105252525.0
16-10 21:56:04,0.0,3221221376.0,55.409,8.837,35.449,0.0,0.0,0.305,0.0,0.0,251417045.0,35094.0
16-10 21:56:05,0.0,3221221376.0,30.765,2.331,66.878,0.0,0.0,0.025,0.0,0.0,4075171.0,4140.0
16-10 21:56:06,0.0,3221221376.0,20.673,4.175,75.025,0.025,0.0,0.101,0.0,208896.0,141179.0,265572396.0
16-10 21:56:07,0.0,3221221376.0,64.975,8.819,26.080,0.0,0.0,0.126,0.0,0.0,58892978.0,95243917.0
16-10 21:56:08,0.0,3221221376.0,50.188,7.959,41.552,0.0,0.0,0.301,0.0,0.0,195338577.0,21728.0
16-10 21:56:09,0.0,3221221376.0,31.376,4.468,64.157,0.0,0.0,0.0,0.0,0.0,1389950.0,1650.0
16-10 21:56:10,0.0,3221221376.0,17.335,5.010,77.455,0.0,0.0,0.200,0.0,0.0,55781.0,360809165.0
16-10 21:56:11,0.0,3221221376.0,66.717,19.203,13.828,0.0,0.0,0.252,0.0,401408.0,146020323.0,19431.0
16-10 21:56:12,0.0,3221221376.0,46.526,9.415,43.885,0.0,0.0,0.174,0.0,0.0,108206016.0,8118.0
16-10 21:56:13,0.0,3221221376.0,32.997,2.709,64.295,0.0,0.0,0.0,0.0,0.0,1389410.0,2454.0
16-10 21:56:14,0.0,3221221376.0,18.351,4.500,77.024,0.0,0.0,0.126,0.0,0.0,63748.0,360809486.0
16-10 21:56:15,0.0,3221221376.0,63.448,24.043,12.434,0.025,0.0,0.050,0.0,0.0,29692.0,675.0
16-10 21:56:16,0.0,3221221376.0,47.404,10.385,41.863,0.025,0.0,0.323,0.0,536576.0,251418940.0,32316.0
16-10 21:56:17,0.0,3221221376.0,32.787,3.629,63.558,0.0,0.0,0.025,0.0,0.0,4067458.0,1650.0
16-10 21:56:18,0.0,3221221376.0,18.839,5.283,75.804,0.0,0.0,0.075,0.0,0.0,182714.0,360809295.0
16-10 21:56:19,0.0,3221221376.0,72.233,10.915,16.700,0.0,0.0,0.151,0.0,0.0,87360903.0,8900.0
16-10 21:56:20,0.0,3221221376.0,51.242,6.123,42.434,0.0,0.0,0.201,0.0,0.0,166864444.0,16934.0
16-10 21:56:21,0.0,3221221376.0,25.218,2.993,71.788,0.0,0.0,0.0,0.0,229376.0,1400773.0,3979219.0
16-10 21:56:22,0.0,3221221376.0,20.805,4.881,74.164,0.0,0.0,0.151,0.0,0.0,54054.0,356832107.0
16-10 21:56:23,0.0,3221221376.0,72.137,10.118,17.518,0.0,0.0,0.227,0.0,0.0,201753530.0,19060.0
16-10 21:56:24,0.0,3221221376.0,47.927,5.906,46.067,0.0,0.0,0.101,0.0,0.0,52472804.0,6018.0
16-10 21:56:25,0.0,3221221376.0,26.389,4.660,68.901,0.0,0.0,0.050,0.0,0.0,1404476.0,87439160.0
16-10 21:56:26,0.0,3221221376.0,29.137,4.541,66.171,0.0,0.0,0.151,0.0,413696.0,40309.0,273372102.0
16-10 21:56:27,0.0,3221221376.0,69.561,13.226,16.885,0.0,0.0,0.328,0.0,0.0,247732838.0,32243.0
16-10 21:56:28,0.0,3221221376.0,42.094,5.131,52.749,0.0,0.0,0.026,0.0,0.0,6510530.0,2112.0
16-10 21:56:29,0.0,3221221376.0,22.094,4.303,73.553,0.0,0.0,0.050,0.0,0.0,1432329.0,149215590.0
16-10 21:56:30,0.0,3221221376.0,32.246,4.191,63.513,0.0,0.0,0.050,0.0,0.0,56974.0,211595589.0
16-10 21:56:31,0.0,3221221376.0,68.125,11.890,19.732,0.0,0.0,0.253,0.0,249856.0,247741118.0,34181.0
16-10 21:56:32,0.0,3221221376.0,40.503,2.239,57.258,0.0,0.0,0.0,0.0,0.0,6510078.0,5832.0
16-10 21:56:33,0.0,3221221376.0,22.787,4.678,72.485,0.0,0.0,0.050,0.0,0.0,1418053.0,244975050.0
16-10 21:56:34,0.0,3221221376.0,38.044,6.278,55.628,0.0,0.0,0.050,0.0,0.0,15334.0,115836156.0
16-10 21:56:35,0.0,3221221376.0,56.380,24.608,18.709,0.0,0.0,0.304,0.0,0.0,247731090.0,33503.0
16-10 21:56:36,0.0,3221221376.0,44.559,4.427,50.990,0.0,0.0,0.024,0.0,241664.0,6496704.0,4170.0
16-10 21:56:37,0.0,3221221376.0,22.116,4.761,73.023,0.0,0.0,0.101,0.0,0.0,1436873.0,219153159.0
16-10 21:56:38,0.0,3221221376.0,31.712,5.315,62.923,0.0,0.0,0.050,0.0,0.0,20512.0,141657426.0
16-10 21:56:39,0.0,3221221376.0,72.023,9.444,18.203,0.0,0.0,0.330,0.0,0.0,247731252.0,34397.0
16-10 21:56:40,0.0,3221221376.0,37.187,7.883,54.905,0.0,0.0,0.025,0.0,0.0,6497246.0,2178.0
16-10 21:56:41,0.0,3221221376.0,22.276,5.550,72.149,0.0,0.0,0.025,0.0,380928.0,1432887.0,233237597.0
16-10 21:56:42,0.0,3221221376.0,35.300,5.600,58.975,0.0,0.0,0.125,0.0,36864.0,29212.0,127573038.0
16-10 21:56:43,0.0,3221221376.0,68.027,10.516,21.107,0.0,0.0,0.351,0.0,0.0,247730705.0,34818.0
16-10 21:56:44,0.0,3221221376.0,37.462,3.987,58.551,0.0,0.0,0.0,0.0,0.0,6497622.0,2938.0
16-10 21:56:45,0.0,3221221376.0,22.849,5.242,71.884,0.0,0.0,0.025,0.0,0.0,1421790.0,215053364.0
16-10 21:56:46,0.0,3221221376.0,31.110,4.128,64.636,0.0,0.0,0.126,0.0,0.0,17146.0,145758020.0
16-10 21:56:47,0.0,3221221376.0,69.815,9.470,20.615,0.0,0.0,0.100,0.0,225280.0,95182088.0,13671.0
16-10 21:56:48,0.0,3221221376.0,40.145,5.159,54.596,0.0,0.0,0.100,0.0,0.0,159047443.0,15848.0
16-10 21:56:49,0.0,3221221376.0,17.141,2.149,80.710,0.0,0.0,0.0,0.0,0.0,1400276.0,14674186.0
16-10 21:56:50,0.0,3221221376.0,23.083,5.564,71.253,0.0,0.0,0.100,0.0,0.0,41930.0,346136591.0
16-10 21:56:51,0.0,3221221376.0,73.732,9.141,17.077,0.0,0.0,0.050,0.0,0.0,17217047.0,5480.0
16-10 21:56:52,0.0,3221221376.0,46.904,5.903,46.983,0.0,0.0,0.211,0.0,262144.0,237013032.0,49249.0
16-10 21:56:53,0.0,3221221376.0,16.797,1.998,81.204,0.0,0.0,0.0,0.0,0.0,1291389.0,2320.0
16-10 21:56:54,0.0,3221221376.0,14.511,4.010,81.328,0.0,0.0,0.150,0.0,0.0,165217.0,361078634.0
16-10 21:56:55,0.0,3221221376.0,74.685,10.601,14.513,0.0,0.0,0.202,0.0,0.0,113328494.0,17243.0
16-10 21:56:56,0.0,3221221376.0,46.740,6.519,46.589,0.0,0.0,0.151,0.0,0.0,140900531.0,27810.0
16-10 21:56:57,0.0,3221221376.0,25.790,2.534,71.651,0.0,0.0,0.025,0.0,258048.0,1397831.0,1387142.0
16-10 21:56:58,0.0,3221221376.0,23.180,6.198,70.572,0.0,0.0,0.050,0.0,0.0,57864.0,359589080.0
16-10 21:56:59,0.0,3221221376.0,72.518,8.425,19.007,0.0,0.0,0.050,0.0,0.0,17213965.0,4023.0
16-10 21:57:00,0.0,3221221376.0,48.233,7.095,44.493,0.0,0.0,0.179,0.0,0.0,237016126.0,38086.0
16-10 21:57:01,0.0,3221221376.0,16.444,1.894,81.637,0.0,0.0,0.025,0.0,0.0,1291353.0,1320.0
16-10 21:57:02,0.0,3221221376.0,19.804,4.588,75.508,0.0,0.0,0.100,0.0,442368.0,169919.0,360809610.0
16-10 21:57:03,0.0,3221221376.0,72.070,10.058,17.570,0.0,0.0,0.302,0.0,0.0,191469442.0,39725.0
16-10 21:57:04,0.0,3221221376.0,51.322,5.733,42.921,0.0,0.0,0.025,0.0,0.0,62758800.0,7986.0
16-10 21:57:05,0.0,3221221376.0,20.434,2.952,76.589,0.0,0.0,0.025,0.0,0.0,1402688.0,34774130.0
16-10 21:57:06,0.0,3221221376.0,21.224,4.516,74.160,0.0,0.0,0.100,0.0,0.0,65312.0,326036670.0
16-10 21:57:07,0.0,3221221376.0,71.259,10.630,17.909,0.0,0.0,0.202,0.0,241664.0,247731516.0,23874.0
16-10 21:57:08,0.0,3221221376.0,50.810,4.543,44.622,0.0,0.0,0.025,0.0,49152.0,6496720.0,1254.0
16-10 21:57:09,0.0,3221221376.0,21.832,4.377,73.766,0.0,0.0,0.025,0.0,0.0,1416977.0,175098026.0
16-10 21:57:10,0.0,3221221376.0,31.701,5.771,62.478,0.0,0.0,0.050,0.0,0.0,31690.0,185712695.0
16-10 21:57:11,0.0,3221221376.0,70.823,11.902,16.992,0.0,0.0,0.283,0.0,0.0,247730257.0,26477.0
16-10 21:57:12,0.0,3221221376.0,38.410,5.351,56.189,0.025,0.0,0.025,0.0,225280.0,6496298.0,3366.0
16-10 21:57:13,0.0,3221221376.0,22.882,4.612,72.456,0.0,0.0,0.050,0.0,200704.0,1434945.0,255558131.0
16-10 21:57:14,0.0,3221221376.0,42.083,5.894,51.973,0.0,0.0,0.050,0.0,0.0,21778.0,105252455.0
16-10 21:57:15,0.0,3221221376.0,61.349,8.530,29.894,0.0,0.0,0.226,0.0,0.0,247732917.0,42749.0
16-10 21:57:16,0.0,3221221376.0,39.392,4.636,55.948,0.0,0.0,0.025,0.0,0.0,6497574.0,2454.0
16-10 21:57:17,0.0,3221221376.0,20.370,4.254,75.350,0.0,0.0,0.025,0.0,0.0,1434208.0,255557868.0
16-10 21:57:18,0.0,3221221376.0,42.807,5.704,51.414,0.0,0.0,0.075,0.0,229376.0,15502.0,105252521.0
16-10 21:57:19,0.0,3221221376.0,61.389,9.908,28.479,0.0,0.0,0.224,0.0,28672.0,251440547.0,37343.0
16-10 21:57:20,0.0,3221221376.0,38.982,2.313,58.705,0.0,0.0,0.0,0.0,0.0,4073703.0,924.0
16-10 21:57:21,0.0,3221221376.0,22.060,4.634,73.231,0.0,0.0,0.076,0.0,0.0,157364.0,255557414.0
16-10 21:57:22,0.0,3221221376.0,55.051,7.270,37.654,0.0,0.0,0.025,0.0,0.0,30673.0,105252272.0
16-10 21:57:23,0.0,3221221376.0,55.525,8.895,35.302,0.0,0.0,0.279,0.0,229376.0,251428465.0,24930.0
16-10 21:57:24,0.0,3221221376.0,32.959,2.349,64.693,0.0,0.0,0.0,0.0,28672.0,4074123.0,1914.0
16-10 21:57:25,0.0,3221221376.0,19.759,4.463,75.677,0.0,0.0,0.100,0.0,0.0,143661.0,290641399.0
16-10 21:57:26,0.0,3221221376.0,66.129,9.368,24.452,0.0,0.0,0.050,0.0,0.0,31085465.0,70171394.0
16-10 21:57:27,0.0,3221221376.0,46.630,8.053,45.144,0.0,0.0,0.173,0.0,0.0,223156084.0,26804.0
16-10 21:57:28,0.0,3221221376.0,32.559,2.372,65.069,0.0,0.0,0.0,0.0,245760.0,1292193.0,1254.0
16-10 21:57:29,0.0,3221221376.0,18.196,4.222,77.457,0.0,0.0,0.126,0.0,0.0,145980.0,351004751.0
16-10 21:57:30,0.0,3221221376.0,66.424,9.324,24.127,0.0,0.0,0.126,0.0,208896.0,87368406.0,9813308.0
16-10 21:57:31,0.0,3221221376.0,49.324,6.735,43.741,0.0,0.0,0.200,0.0,0.0,166862645.0,15782.0
16-10 21:57:32,0.0,3221221376.0,29.433,2.913,67.655,0.0,0.0,0.0,0.0,0.0,1389470.0,2706.0
16-10 21:57:33,0.0,3221221376.0,16.759,4.340,78.776,0.0,0.0,0.125,0.0,36864.0,42370.0,360809076.0
16-10 21:57:34,0.0,3221221376.0,70.260,9.655,19.910,0.0,0.0,0.175,0.0,0.0,89865272.0,12556.0
16-10 21:57:35,0.0,3221221376.0,43.650,9.213,46.912,0.0,0.0,0.224,0.0,204800.0,164370022.0,23246.0
16-10 21:57:36,0.0,3221221376.0,31.302,2.107,66.591,0.0,0.0,0.0,0.0,0.0,1391150.0,1518.0
16-10 21:57:37,0.0,3221221376.0,18.752,4.656,76.491,0.0,0.0,0.101,0.0,0.0,70918.0,360809005.0
16-10 21:57:38,0.0,3221221376.0,70.088,9.186,20.551,0.0,0.0,0.175,0.0,225280.0,133217893.0,12251.0
16-10 21:57:39,0.0,3221221376.0,48.216,5.754,45.879,0.0,0.0,0.151,0.0,0.0,121015132.0,16146.0
16-10 21:57:40,0.0,3221221376.0,26.777,2.576,70.622,0.0,0.0,0.025,0.0,0.0,1391090.0,1662.0
16-10 21:57:41,0.0,3221221376.0,22.671,5.699,71.479,0.0,0.0,0.151,0.0,28672.0,51943.0,360809532.0
16-10 21:57:42,0.0,3221221376.0,69.927,10.485,19.336,0.0,0.0,0.251,0.0,0.0,201984789.0,17795.0
16-10 21:57:43,0.0,3221221376.0,51.381,5.498,43.047,0.0,0.0,0.074,0.0,241664.0,52248450.0,5874.0
16-10 21:57:44,0.0,3221221376.0,22.346,3.556,74.048,0.0,0.0,0.050,0.0,0.0,1412527.0,130566216.0
16-10 21:57:45,0.0,3221221376.0,27.061,4.285,68.554,0.0,0.0,0.100,0.0,0.0,36172.0,230245511.0
16-10 21:57:46,0.0,3221221376.0,68.240,12.497,18.859,0.0,0.0,0.404,0.0,204800.0,247733158.0,27396.0
16-10 21:57:47,0.0,3221221376.0,43.687,3.224,53.089,0.0,0.0,0.0,0.0,0.0,6498742.0,2508.0
16-10 21:57:48,0.0,3221221376.0,23.825,4.526,71.599,0.0,0.0,0.050,0.0,0.0,1425647.0,253930916.0
16-10 21:57:49,0.0,3221221376.0,40.145,5.460,54.345,0.0,0.0,0.050,0.0,229376.0,22810.0,106880508.0
16-10 21:57:50,0.0,3221221376.0,63.270,13.736,22.742,0.0,0.0,0.252,0.0,0.0,247733624.0,23616.0
16-10 21:57:51,0.0,3221221376.0,38.962,1.640,59.398,0.0,0.0,0.0,0.0,28672.0,7783567.0,7146.0
16-10 21:57:52,0.0,3221221376.0,23.912,5.053,70.935,0.0,0.0,0.100,0.0,0.0,139329.0,255557440.0
16-10 21:57:53,0.0,3221221376.0,38.039,4.087,57.849,0.0,0.0,0.025,0.0,0.0,16216.0,105252455.0
16-10 21:57:54,0.0,3221221376.0,63.266,11.028,25.356,0.0,0.0,0.350,0.0,225280.0,251440281.0,28589.0
16-10 21:57:55,0.0,3221221376.0,37.491,7.188,55.322,0.0,0.0,0.0,0.0,0.0,4074535.0,1716.0
16-10 21:57:56,0.0,3221221376.0,23.627,5.088,71.209,0.0,0.0,0.076,0.0,0.0,136148.0,255557171.0
16-10 21:57:57,0.0,3221221376.0,31.017,3.751,65.131,0.0,0.0,0.101,0.0,200704.0,19528.0,105252521.0
16-10 21:57:58,0.0,3221221376.0,57.419,9.892,32.388,0.0,0.0,0.301,0.0,0.0,251434966.0,18036.0
16-10 21:57:59,0.0,3221221376.0,43.974,4.034,51.992,0.0,0.0,0.0,0.0,36864.0,4082616.0,1980.0
16-10 21:58:00,0.0,3221221376.0,22.175,4.541,73.234,0.0,0.0,0.050,0.0,0.0,134297.0,206015862.0
16-10 21:58:01,0.0,3221221376.0,32.453,5.459,62.039,0.0,0.0,0.050,0.0,0.0,22282.0,154793586.0
16-10 21:58:02,0.0,3221221376.0,70.346,9.876,19.576,0.0,0.0,0.202,0.0,204800.0,247733097.0,17676.0
16-10 21:58:03,0.0,3221221376.0,40.513,2.785,56.678,0.0,0.0,0.025,0.0,0.0,6498002.0,4074.0
16-10 21:58:04,0.0,3221221376.0,21.949,5.224,72.777,0.0,0.0,0.050,0.0,40960.0,1418451.0,255558311.0
16-10 21:58:05,0.0,3221221376.0,29.441,4.781,65.702,0.0,0.0,0.075,0.0,0.0,18364.0,105254371.0
16-10 21:58:06,0.0,3221221376.0,69.995,10.872,18.829,0.0,0.0,0.304,0.0,0.0,247731985.0,27965.0
16-10 21:58:07,0.0,3221221376.0,38.003,1.615,60.358,0.0,0.0,0.025,0.0,0.0,6497102.0,2178.0
16-10 21:58:08,0.0,3221221376.0,22.964,4.502,72.458,0.0,0.0,0.076,0.0,208896.0,1428021.0,255558499.0
16-10 21:58:09,0.0,3221221376.0,44.526,5.399,50.025,0.0,0.0,0.050,0.0,225280.0,30274.0,105252521.0
16-10 21:58:10,0.0,3221221376.0,57.438,10.842,31.518,0.0,0.0,0.202,0.0,0.0,247743938.0,22372.0
16-10 21:58:11,0.0,3221221376.0,37.983,3.122,58.870,0.025,0.0,0.0,0.0,0.0,7793245.0,2046.0
16-10 21:58:12,0.0,3221221376.0,22.481,5.113,72.306,0.0,0.0,0.100,0.0,0.0,144285.0,255558192.0
16-10 21:58:13,0.0,3221221376.0,57.114,7.863,34.973,0.0,0.0,0.050,0.0,204800.0,13221501.0,105256083.0
16-10 21:58:14,0.0,3221221376.0,52.857,9.234,37.684,0.0,0.0,0.225,0.0,0.0,241019708.0,21483.0
16-10 21:58:15,0.0,3221221376.0,31.906,1.667,66.426,0.0,0.0,0.0,0.0,36864.0,1298513.0,1518.0
16-10 21:58:16,0.0,3221221376.0,20.717,4.492,74.691,0.0,0.0,0.101,0.0,0.0,141745.0,255557891.0
16-10 21:58:17,0.0,3221221376.0,57.698,13.958,28.319,0.0,0.0,0.025,0.0,0.0,17201115.0,105254644.0
16-10 21:58:18,0.0,3221221376.0,53.139,9.141,37.368,0.0,0.0,0.352,0.0,204800.0,237326272.0,29734.0
16-10 21:58:19,0.0,3221221376.0,32.508,2.648,64.844,0.0,0.0,0.0,0.0,0.0,1298333.0,1650.0
16-10 21:58:20,0.0,3221221376.0,20.120,5.129,74.651,0.0,0.0,0.100,0.0,57344.0,137173.0,266798996.0
16-10 21:58:21,0.0,3221221376.0,64.030,8.861,27.059,0.0,0.0,0.050,0.0,0.0,40992138.0,94015093.0
16-10 21:58:22,0.0,3221221376.0,49.088,8.373,42.339,0.0,0.0,0.200,0.0,0.0,213252794.0,25015.0
16-10 21:58:23,0.0,3221221376.0,32.821,1.689,65.490,0.0,0.0,0.0,0.0,0.0,1292073.0,396.0
16-10 21:58:24,0.0,3221221376.0,18.048,4.081,77.719,0.0,0.0,0.152,0.0,208896.0,154200.0,360809288.0
16-10 21:58:25,0.0,3221221376.0,64.914,22.032,12.902,0.0,0.0,0.151,0.0,225280.0,95765324.0,11128.0
16-10 21:58:26,0.0,3221221376.0,47.234,7.259,45.257,0.0,0.0,0.250,0.0,0.0,158463886.0,15246.0
16-10 21:58:27,0.0,3221221376.0,32.588,2.235,65.177,0.0,0.0,0.0,0.0,0.0,1291893.0,1452.0
16-10 21:58:28,0.0,3221221376.0,18.225,4.713,76.962,0.0,0.0,0.100,0.0,0.0,148243.0,360809613.0
16-10 21:58:29,0.0,3221221376.0,73.048,11.184,15.567,0.0,0.0,0.202,0.0,204800.0,135242358.0,13013.0
16-10 21:58:30,0.0,3221221376.0,48.776,5.944,45.155,0.0,0.0,0.125,0.0,45056.0,118987184.0,16278.0
16-10 21:58:31,0.0,3221221376.0,27.554,3.809,68.637,0.0,0.0,0.0,0.0,0.0,1404623.0,44925785.0
16-10 21:58:32,0.0,3221221376.0,22.074,4.541,73.259,0.0,0.0,0.126,0.0,0.0,40759.0,315897151.0
16-10 21:58:33,0.0,3221221376.0,69.623,13.116,16.859,0.0,0.0,0.402,0.0,0.0,247732824.0,33293.0
16-10 21:58:34,0.0,3221221376.0,50.568,4.446,44.963,0.0,0.0,0.024,0.0,204800.0,6497910.0,3234.0
16-10 21:58:35,0.0,3221221376.0,23.267,3.630,73.078,0.0,0.0,0.025,0.0,53248.0,1405414.0,104563773.0
16-10 21:58:36,0.0,3221221376.0,25.501,4.760,69.639,0.0,0.0,0.100,0.0,0.0,40864.0,256248300.0
16-10 21:58:37,0.0,3221221376.0,68.717,10.511,20.423,0.0,0.0,0.349,0.0,0.0,247729537.0,28734.0
16-10 21:58:38,0.0,3221221376.0,46.505,2.932,50.564,0.0,0.0,0.0,0.0,0.0,6494996.0,2970.0
16-10 21:58:39,0.0,3221221376.0,21.673,5.267,73.009,0.0,0.0,0.050,0.0,0.0,1424886.0,167034575.0
16-10 21:58:40,0.0,3221221376.0,31.447,5.658,62.819,0.0,0.0,0.076,0.0,438272.0,38974.0,193934808.0
16-10 21:58:41,0.0,3221221376.0,58.866,29.822,10.986,0.0,0.0,0.326,0.0,0.0,247730056.0,27737.0
16-10 21:58:42,0.0,3221221376.0,47.662,4.946,47.392,0.0,0.0,0.0,0.0,0.0,6496582.0,4368.0
16-10 21:58:43,0.0,3221221376.0,24.907,3.973,71.120,0.0,0.0,0.0,0.0,0.0,1411392.0,88119468.0
16-10 21:58:44,0.0,3221221376.0,25.571,4.722,69.631,0.0,0.0,0.075,0.0,0.0,64258.0,272690801.0
16-10 21:58:45,0.0,3221221376.0,71.736,9.371,18.592,0.0,0.0,0.301,0.0,237568.0,247731861.0,17460.0
16-10 21:58:46,0.0,3221221376.0,43.624,4.101,52.250,0.0,0.0,0.025,0.0,0.0,6498059.0,2195.0
16-10 21:58:47,0.0,3221221376.0,22.668,4.690,72.567,0.0,0.0,0.076,0.0,0.0,1445155.0,255558005.0
16-10 21:58:48,0.0,3221221376.0,35.055,5.368,59.476,0.0,0.0,0.101,0.0,0.0,25779.0,105252914.0
16-10 21:58:49,0.0,3221221376.0,66.742,9.832,23.075,0.0,0.0,0.351,0.0,0.0,247730219.0,31781.0
16-10 21:58:50,0.0,3221221376.0,37.813,2.430,59.757,0.0,0.0,0.0,0.0,241664.0,7781507.0,6460.0
16-10 21:58:51,0.0,3221221376.0,22.469,5.100,72.330,0.0,0.0,0.101,0.0,0.0,154016.0,255556975.0
16-10 21:58:52,0.0,3221221376.0,41.834,6.162,51.929,0.0,0.0,0.075,0.0,0.0,17979.0,105252670.0
16-10 21:58:53,0.0,3221221376.0,61.591,10.345,27.762,0.0,0.0,0.302,0.0,0.0,251439231.0,36960.0
16-10 21:58:54,0.0,3221221376.0,37.013,2.315,60.672,0.0,0.0,0.0,0.0,0.0,4073225.0,1848.0
16-10 21:58:55,0.0,3221221376.0,11.877,2.416,85.707,0.0,0.0,0.0,0.0,11399168.0,104950.0,939.0
16-10 21:58:56,0.0,3221221376.0,1.483,1.257,96.205,1.056,0.0,0.0,0.0,234164224.0,7167.0,3737.0
