"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 23:48:44 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 23:49:14,0.0,3221221376.0,32.457,3.656,63.887,0.0,0.0,0.0,1297182.0,1452.0,3028578304.0,178388992.0,1260453888.0,1.96802891776e+11
17-10 23:49:15,0.0,3221221376.0,17.909,5.077,76.888,0.0,0.0,0.126,148777.0,282196799.0,3256573952.0,178388992.0,1260453888.0,1.96574896128e+11
17-10 23:49:16,0.0,3221221376.0,67.413,8.103,24.409,0.0,0.0,0.075,87375515.0,78637863.0,3831664640.0,178388992.0,1260630016.0,1.95999629312e+11
17-10 23:49:17,0.0,3221221376.0,47.375,7.938,44.461,0.0,0.0,0.226,166864382.0,33950.0,3245936640.0,178388992.0,1260630016.0,1.96585357312e+11
17-10 23:49:18,0.0,3221221376.0,33.550,3.173,63.278,0.0,0.0,0.0,1290641.0,1452.0,3047284736.0,178393088.0,1260630016.0,1.9678400512e+11
17-10 23:49:19,0.0,3221221376.0,19.217,4.949,75.732,0.0,0.0,0.101,171662.0,360809096.0,3613351936.0,178393088.0,1260810240.0,1.96217757696e+11
17-10 23:49:20,0.0,3221221376.0,72.141,11.637,16.098,0.0,0.0,0.125,120207094.0,24867.0,3935064064.0,178393088.0,1260810240.0,1.95896045568e+11
17-10 23:49:21,0.0,3221221376.0,50.140,5.814,43.894,0.0,0.0,0.152,134018069.0,16272.0,3272105984.0,178393088.0,1260810240.0,1.96559003648e+11
17-10 23:49:22,0.0,3221221376.0,24.046,3.168,72.786,0.0,0.0,0.0,1401507.0,31572277.0,3081437184.0,178393088.0,1260810240.0,1.96749672448e+11
17-10 23:49:23,0.0,3221221376.0,20.181,3.941,75.753,0.025,0.0,0.100,33442.0,329238236.0,3986788352.0,178401280.0,1260990464.0,1.95844132864e+11
17-10 23:49:24,0.0,3221221376.0,70.631,10.696,18.374,0.0,0.0,0.299,231661771.0,37545.0,3746611200.0,178401280.0,1260990464.0,1.96084310016e+11
17-10 23:49:25,0.0,3221221376.0,52.199,3.763,43.988,0.0,0.0,0.049,22567024.0,5646.0,3276505088.0,178401280.0,1260990464.0,1.96554416128e+11
17-10 23:49:26,0.0,3221221376.0,21.641,3.926,74.409,0.0,0.0,0.025,1415323.0,123731130.0,3020742656.0,178401280.0,1260990464.0,1.9681017856e+11
17-10 23:49:27,0.0,3221221376.0,29.154,4.580,66.191,0.0,0.0,0.075,32016.0,237081275.0,3746709504.0,178401280.0,1261174784.0,1.96084027392e+11
17-10 23:49:28,0.0,3221221376.0,70.820,11.131,17.749,0.0,0.0,0.301,245997505.0,33940.0,3812499456.0,178405376.0,1261174784.0,1.96018233344e+11
17-10 23:49:29,0.0,3221221376.0,43.018,3.906,53.076,0.0,0.0,0.0,8232497.0,3810.0,3328380928.0,178405376.0,1261178880.0,1.96502347776e+11
17-10 23:49:30,0.0,3221221376.0,20.232,5.254,74.463,0.0,0.0,0.051,1418785.0,186500686.0,3162988544.0,178405376.0,1261182976.0,1.96667736064e+11
17-10 23:49:31,0.0,3221221376.0,31.347,4.525,64.052,0.0,0.0,0.075,32640.0,174310537.0,3551387648.0,178405376.0,1261363200.0,1.96279156736e+11
17-10 23:49:32,0.0,3221221376.0,69.584,11.198,18.840,0.0,0.0,0.378,247733175.0,26386.0,3934793728.0,178405376.0,1261363200.0,1.95895750656e+11
17-10 23:49:33,0.0,3221221376.0,39.743,2.846,57.412,0.0,0.0,0.0,6499896.0,3906.0,3353452544.0,178413568.0,1261363200.0,1.96477083648e+11
17-10 23:49:34,0.0,3221221376.0,22.438,4.558,72.929,0.0,0.0,0.076,1432836.0,254494971.0,3283251200.0,178413568.0,1261363200.0,1.96547284992e+11
17-10 23:49:35,0.0,3221221376.0,35.671,5.235,58.968,0.0,0.0,0.125,19194.0,106316544.0,3733434368.0,178413568.0,1261547520.0,1.96096917504e+11
17-10 23:49:36,0.0,3221221376.0,64.275,16.176,19.244,0.0,0.0,0.304,247731963.0,28961.0,3578798080.0,178413568.0,1261547520.0,1.96251553792e+11
17-10 23:49:37,0.0,3221221376.0,38.630,2.040,59.330,0.0,0.0,0.0,7783159.0,2904.0,3370627072.0,178413568.0,1261547520.0,1.964597248e+11
17-10 23:49:38,0.0,3221221376.0,22.805,4.742,72.428,0.0,0.0,0.025,145585.0,255557193.0,3269832704.0,178417664.0,1261543424.0,1.96560519168e+11
17-10 23:49:39,0.0,3221221376.0,36.867,5.087,57.920,0.0,0.0,0.126,18342.0,105252643.0,3785187328.0,178417664.0,1261731840.0,1.96044976128e+11
17-10 23:49:40,0.0,3221221376.0,66.116,9.635,23.999,0.0,0.0,0.250,247740648.0,21413.0,3587694592.0,178417664.0,1261735936.0,1.96242464768e+11
17-10 23:49:41,0.0,3221221376.0,38.062,2.073,59.865,0.0,0.0,0.0,7779258.0,3996.0,3409780736.0,178417664.0,1261735936.0,1.96420378624e+11
17-10 23:49:42,0.0,3221221376.0,23.092,4.421,72.360,0.0,0.0,0.126,137181.0,255557033.0,3312676864.0,178417664.0,1261735936.0,1.96517482496e+11
17-10 23:49:43,0.0,3221221376.0,49.949,5.005,45.020,0.0,0.0,0.025,22134.0,105252521.0,3830734848.0,178421760.0,1261916160.0,1.95999240192e+11
17-10 23:49:44,0.0,3221221376.0,53.529,20.095,26.049,0.0,0.0,0.327,251442318.0,30394.0,3494952960.0,178421760.0,1261920256.0,1.96335017984e+11
17-10 23:49:45,0.0,3221221376.0,35.740,1.312,62.923,0.0,0.0,0.025,4074647.0,2970.0,3432837120.0,178421760.0,1261920256.0,1.96397133824e+11
17-10 23:49:46,0.0,3221221376.0,22.811,5.955,71.209,0.0,0.0,0.025,153462.0,255556989.0,3284852736.0,178421760.0,1261920256.0,1.96545118208e+11
17-10 23:49:47,0.0,3221221376.0,45.998,5.876,48.126,0.0,0.0,0.0,20202.0,105252455.0,3896131584.0,178421760.0,1262104576.0,1.9593365504e+11
17-10 23:49:48,0.0,3221221376.0,58.727,11.111,29.888,0.0,0.0,0.275,247738628.0,31996.0,3504336896.0,178421760.0,1262104576.0,1.96325449728e+11
17-10 23:49:49,0.0,3221221376.0,39.291,2.437,58.272,0.0,0.0,0.0,7777158.0,2112.0,3235897344.0,178429952.0,1262104576.0,1.96593881088e+11
17-10 23:49:50,0.0,3221221376.0,19.819,4.382,75.749,0.0,0.0,0.050,150595.0,255556494.0,3323080704.0,178429952.0,1262104576.0,1.96506697728e+11
17-10 23:49:51,0.0,3221221376.0,49.862,5.004,45.109,0.0,0.0,0.025,20478.0,105252455.0,3908861952.0,178429952.0,1262288896.0,1.9592073216e+11
17-10 23:49:52,0.0,3221221376.0,53.787,10.422,35.491,0.0,0.0,0.300,251441343.0,28246.0,3502215168.0,178429952.0,1262288896.0,1.96327378944e+11
17-10 23:49:53,0.0,3221221376.0,37.681,2.643,59.676,0.0,0.0,0.0,4075863.0,3906.0,3245379584.0,178429952.0,1262288896.0,1.96584214528e+11
17-10 23:49:54,0.0,3221221376.0,21.921,4.665,73.363,0.0,0.0,0.050,135664.0,255557798.0,3412783104.0,178429952.0,1262288896.0,1.96416811008e+11
17-10 23:49:55,0.0,3221221376.0,55.695,6.934,37.347,0.0,0.0,0.025,16290.0,105251882.0,4149792768.0,178429952.0,1262473216.0,1.95679617024e+11
17-10 23:49:56,0.0,3221221376.0,48.051,12.095,39.477,0.0,0.0,0.377,251441720.0,32945.0,3501166592.0,178429952.0,1262473216.0,1.963282432e+11
17-10 23:49:57,0.0,3221221376.0,38.263,1.757,59.956,0.0,0.0,0.024,4075323.0,2190.0,3277926400.0,178429952.0,1262473216.0,1.96551483392e+11
17-10 23:49:58,0.0,3221221376.0,21.042,4.142,74.663,0.0,0.0,0.152,140934.0,255557641.0,3434684416.0,178429952.0,1262473216.0,1.96394725376e+11
17-10 23:49:59,0.0,3221221376.0,59.643,7.107,33.199,0.0,0.0,0.050,7648704.0,105253588.0,4265414656.0,178429952.0,1262661632.0,1.9556380672e+11
17-10 23:50:00,0.0,3221221376.0,50.661,8.581,40.409,0.0,0.0,0.349,246589230.0,22114.0,3512377344.0,178429952.0,1262661632.0,1.96316844032e+11
17-10 23:50:01,0.0,3221221376.0,32.555,2.752,64.693,0.0,0.0,0.0,1295081.0,462.0,3286642688.0,178429952.0,1262661632.0,1.96542578688e+11
17-10 23:50:02,0.0,3221221376.0,19.786,5.611,74.503,0.0,0.0,0.099,146439.0,309857648.0,3546714112.0,178429952.0,1262661632.0,1.96282507264e+11
17-10 23:50:03,0.0,3221221376.0,67.693,8.114,24.117,0.0,0.0,0.075,76002717.0,50959560.0,4051984384.0,178429952.0,1262845952.0,1.95777052672e+11
17-10 23:50:04,0.0,3221221376.0,46.927,7.071,45.802,0.0,0.0,0.200,178235307.0,26030.0,3568791552.0,178429952.0,1262845952.0,1.96260245504e+11
17-10 23:50:05,0.0,3221221376.0,32.071,2.068,65.861,0.0,0.0,0.0,1390838.0,2435.0,3288625152.0,178429952.0,1262845952.0,1.96540411904e+11
17-10 23:50:06,0.0,3221221376.0,17.764,4.271,77.889,0.0,0.0,0.075,49035.0,360809023.0,3430260736.0,178429952.0,1263030272.0,1.96398592e+11
17-10 23:50:07,0.0,3221221376.0,70.721,12.237,16.867,0.0,0.0,0.175,135825824.0,13362.0,4124250112.0,178429952.0,1263030272.0,1.95704602624e+11
17-10 23:50:08,0.0,3221221376.0,50.215,6.002,43.682,0.025,0.0,0.076,118404458.0,12042.0,3499929600.0,178429952.0,1263030272.0,1.96328923136e+11
17-10 23:50:09,0.0,3221221376.0,28.071,3.578,68.326,0.0,0.0,0.025,1398940.0,22033811.0,3199934464.0,178434048.0,1263034368.0,1.9662891008e+11
17-10 23:50:10,0.0,3221221376.0,22.907,5.439,71.529,0.0,0.0,0.125,41260.0,338776958.0,3672731648.0,178434048.0,1263218688.0,1.96155928576e+11
17-10 23:50:11,0.0,3221221376.0,64.629,15.270,19.849,0.0,0.0,0.252,247733015.0,32831.0,4164231168.0,178434048.0,1263218688.0,1.95664429056e+11
17-10 23:50:12,0.0,3221221376.0,47.449,5.547,46.979,0.0,0.0,0.025,6498010.0,2112.0,3525378048.0,178434048.0,1263218688.0,1.96303282176e+11
17-10 23:50:13,0.0,3221221376.0,27.308,2.529,70.138,0.0,0.0,0.025,1401469.0,19921567.0,3136565248.0,178434048.0,1263218688.0,1.96692094976e+11
17-10 23:50:14,0.0,3221221376.0,19.664,4.684,75.526,0.0,0.0,0.125,50893.0,341107113.0,4114067456.0,178442240.0,1263407104.0,1.9571439616e+11
17-10 23:50:15,0.0,3221221376.0,70.471,9.347,20.005,0.0,0.0,0.176,176320860.0,24233.0,4139642880.0,178442240.0,1263407104.0,1.95688820736e+11
17-10 23:50:16,0.0,3221221376.0,52.121,4.697,43.030,0.0,0.0,0.152,77910778.0,7698.0,3520839680.0,178442240.0,1263411200.0,1.9630761984e+11
17-10 23:50:17,0.0,3221221376.0,22.013,4.579,73.409,0.0,0.0,0.0,1434513.0,139626575.0,3298738176.0,178442240.0,1263415296.0,1.96529717248e+11
17-10 23:50:18,0.0,3221221376.0,25.483,4.214,70.203,0.0,0.0,0.100,39408.0,221183846.0,4015091712.0,178442240.0,1263599616.0,1.95813179392e+11
17-10 23:50:19,0.0,3221221376.0,63.686,23.516,12.472,0.025,0.0,0.301,247734060.0,22481.0,4310937600.0,178450432.0,1263599616.0,1.95517325312e+11
17-10 23:50:20,0.0,3221221376.0,50.778,4.621,44.601,0.0,0.0,0.0,6499518.0,1980.0,3541307392.0,178450432.0,1263599616.0,1.9628695552e+11
17-10 23:50:21,0.0,3221221376.0,21.664,4.110,74.201,0.0,0.0,0.025,1414982.0,131314797.0,3296714752.0,178450432.0,1263599616.0,1.9653154816e+11
17-10 23:50:22,0.0,3221221376.0,30.110,4.259,65.531,0.0,0.0,0.100,52476.0,229496015.0,3988701184.0,178450432.0,1263788032.0,1.95839373312e+11
17-10 23:50:23,0.0,3221221376.0,68.352,10.415,21.031,0.0,0.0,0.201,247736686.0,27785.0,4143235072.0,178450432.0,1263788032.0,1.95684839424e+11
17-10 23:50:24,0.0,3221221376.0,41.869,3.307,54.823,0.0,0.0,0.0,6502202.0,4944.0,3543105536.0,178454528.0,1263783936.0,1.9628496896e+11
17-10 23:50:25,0.0,3221221376.0,22.708,4.471,72.746,0.0,0.0,0.075,1433209.0,217772350.0,3394162688.0,178454528.0,1263788032.0,1.96433907712e+11
17-10 23:50:26,0.0,3221221376.0,30.865,5.003,64.032,0.0,0.0,0.100,36192.0,143038627.0,3985514496.0,178454528.0,1263972352.0,1.95842371584e+11
17-10 23:50:27,0.0,3221221376.0,69.087,10.644,19.871,0.0,0.0,0.398,247737418.0,34031.0,3771408384.0,178454528.0,1263976448.0,1.960564736e+11
17-10 23:50:28,0.0,3221221376.0,38.224,2.169,59.607,0.0,0.0,0.0,6501926.0,4260.0,3555254272.0,178454528.0,1263976448.0,1.96272627712e+11
17-10 23:50:29,0.0,3221221376.0,22.498,4.358,73.068,0.0,0.0,0.076,1446725.0,255559911.0,3391954944.0,178454528.0,1263976448.0,1.9643592704e+11
17-10 23:50:30,0.0,3221221376.0,43.742,5.847,50.336,0.0,0.0,0.075,28056.0,105252521.0,3968983040.0,178458624.0,1264160768.0,1.95858710528e+11
17-10 23:50:31,0.0,3221221376.0,60.740,9.066,29.867,0.0,0.0,0.327,247742965.0,26915.0,3732103168.0,178458624.0,1264160768.0,1.960955904e+11
17-10 23:50:32,0.0,3221221376.0,37.522,2.980,59.474,0.0,0.0,0.025,7781090.0,2838.0,3459223552.0,178458624.0,1264160768.0,1.96368470016e+11
17-10 23:50:33,0.0,3221221376.0,21.926,4.199,73.799,0.0,0.0,0.075,151694.0,255556641.0,3445665792.0,178458624.0,1264160768.0,1.96382027776e+11
17-10 23:50:34,0.0,3221221376.0,50.113,6.613,43.249,0.0,0.0,0.025,19308.0,105252521.0,3976507392.0,178458624.0,1264345088.0,1.95851001856e+11
17-10 23:50:35,0.0,3221221376.0,49.293,26.956,23.448,0.025,0.0,0.278,251444174.0,30809.0,3604213760.0,178462720.0,1264345088.0,1.96223291392e+11
17-10 23:50:36,0.0,3221221376.0,36.140,2.086,61.773,0.0,0.0,0.0,4077007.0,5208.0,3564965888.0,178462720.0,1264345088.0,1.96262539264e+11
17-10 23:50:37,0.0,3221221376.0,23.044,6.516,70.365,0.0,0.0,0.075,149107.0,255557064.0,3425411072.0,178462720.0,1264345088.0,1.9640209408e+11
17-10 23:50:38,0.0,3221221376.0,46.129,5.455,48.316,0.0,0.0,0.101,21984.0,105252521.0,3998797824.0,178462720.0,1264537600.0,1.95828514816e+11
17-10 23:50:39,0.0,3221221376.0,58.147,8.009,33.593,0.0,0.0,0.251,247739939.0,36594.0,4216274944.0,178462720.0,1264537600.0,1.95611037696e+11
17-10 23:50:40,0.0,3221221376.0,37.943,4.560,57.472,0.0,0.0,0.025,6491737.0,4086.0,3440340992.0,178462720.0,1264537600.0,1.96386971648e+11
17-10 23:50:41,0.0,3221221376.0,20.376,4.191,75.383,0.0,0.0,0.050,1417521.0,237939086.0,3552292864.0,178462720.0,1264537600.0,1.96275019776e+11
17-10 23:50:42,0.0,3221221376.0,34.137,4.869,60.919,0.0,0.0,0.075,20664.0,122872265.0,3972816896.0,178462720.0,1264726016.0,1.95854307328e+11
17-10 23:50:43,0.0,3221221376.0,67.969,9.942,21.763,0.0,0.0,0.326,247732622.0,25229.0,3754622976.0,178462720.0,1264726016.0,1.96072501248e+11
17-10 23:50:44,0.0,3221221376.0,38.473,2.345,59.182,0.0,0.0,0.0,7781307.0,6882.0,3571404800.0,178462720.0,1264726016.0,1.96255719424e+11
17-10 23:50:45,0.0,3221221376.0,23.401,5.178,71.347,0.0,0.0,0.075,131689.0,255557519.0,3424759808.0,178462720.0,1264726016.0,1.96402364416e+11
17-10 23:50:46,0.0,3221221376.0,44.478,4.618,50.828,0.0,0.0,0.075,15630.0,105252521.0,3997446144.0,178462720.0,1264910336.0,1.9582949376e+11
17-10 23:50:47,0.0,3221221376.0,57.704,22.457,19.512,0.0,0.0,0.327,251439894.0,21804.0,3772395520.0,178462720.0,1264910336.0,1.96054544384e+11
17-10 23:50:48,0.0,3221221376.0,38.038,1.377,60.585,0.0,0.0,0.0,4072923.0,2904.0,3585171456.0,178462720.0,1264910336.0,1.96241768448e+11
17-10 23:50:49,0.0,3221221376.0,22.093,4.615,73.266,0.0,0.0,0.025,129406.0,255557236.0,3443494912.0,178462720.0,1264910336.0,1.96383444992e+11
17-10 23:50:50,0.0,3221221376.0,37.284,5.663,56.928,0.0,0.0,0.125,13548.0,105252643.0,3968606208.0,178462720.0,1265098752.0,1.9585814528e+11
17-10 23:50:51,0.0,3221221376.0,66.675,10.362,22.636,0.0,0.0,0.327,247731502.0,23795.0,3765481472.0,178462720.0,1265098752.0,1.96061270016e+11
17-10 23:50:52,0.0,3221221376.0,36.479,2.631,60.890,0.0,0.0,0.0,7780315.0,5899.0,3588435968.0,178462720.0,1265098752.0,1.9623831552e+11
17-10 23:50:53,0.0,3221221376.0,23.128,6.222,70.550,0.0,0.0,0.099,139903.0,255557237.0,3473309696.0,178462720.0,1265098752.0,1.96353441792e+11
17-10 23:50:54,0.0,3221221376.0,45.896,5.463,48.640,0.0,0.0,0.0,21012.0,105252455.0,4061908992.0,178462720.0,1265287168.0,1.9576465408e+11
17-10 23:50:55,0.0,3221221376.0,55.073,18.655,25.949,0.0,0.0,0.323,251440048.0,40548.0,3666825216.0,178470912.0,1265287168.0,1.96159729664e+11
17-10 23:50:56,0.0,3221221376.0,36.0,2.123,61.877,0.0,0.0,0.0,4072789.0,1927.0,3613855744.0,178470912.0,1265287168.0,1.96212699136e+11
17-10 23:50:57,0.0,3221221376.0,21.628,4.689,73.607,0.0,0.0,0.076,141647.0,255557085.0,3555983360.0,178470912.0,1265287168.0,1.9627057152e+11
17-10 23:50:58,0.0,3221221376.0,38.456,5.515,55.954,0.0,0.0,0.075,15390.0,105252643.0,4015947776.0,178470912.0,1265471488.0,1.95810422784e+11
17-10 23:50:59,0.0,3221221376.0,64.486,7.729,27.583,0.0,0.0,0.202,222625135.0,33636.0,4065148928.0,178470912.0,1265471488.0,1.95761221632e+11
17-10 23:51:00,0.0,3221221376.0,35.981,6.078,57.891,0.0,0.0,0.051,31604209.0,5610.0,3610550272.0,178479104.0,1265471488.0,1.96215812096e+11
17-10 23:51:01,0.0,3221221376.0,20.186,4.689,75.075,0.0,0.0,0.050,1412535.0,169536578.0,3462348800.0,178479104.0,1265471488.0,1.96364013568e+11
17-10 23:51:02,0.0,3221221376.0,29.884,4.154,65.911,0.0,0.0,0.050,22470.0,191274744.0,4101791744.0,178479104.0,1265659904.0,1.95724382208e+11
17-10 23:51:03,0.0,3221221376.0,70.560,11.907,17.255,0.0,0.0,0.277,247732248.0,19745.0,3949027328.0,178479104.0,1265664000.0,1.95877142528e+11
17-10 23:51:04,0.0,3221221376.0,40.530,1.866,57.604,0.0,0.0,0.0,6496270.0,1122.0,3606904832.0,178479104.0,1265668096.0,1.96219260928e+11
17-10 23:51:05,0.0,3221221376.0,22.376,4.490,73.108,0.0,0.0,0.025,1427015.0,255558160.0,3447668736.0,178483200.0,1265668096.0,1.96378492928e+11
17-10 23:51:06,0.0,3221221376.0,39.165,5.374,55.361,0.0,0.0,0.100,15486.0,105252643.0,4026875904.0,178483200.0,1265856512.0,1.95799097344e+11
17-10 23:51:07,0.0,3221221376.0,65.604,9.514,24.558,0.0,0.0,0.324,247731514.0,21239.0,3806441472.0,178483200.0,1265860608.0,1.9601952768e+11
17-10 23:51:08,0.0,3221221376.0,36.936,2.008,61.031,0.0,0.0,0.025,7781991.0,3894.0,3634307072.0,178483200.0,1265860608.0,1.9619166208e+11
17-10 23:51:09,0.0,3221221376.0,23.141,4.874,71.884,0.0,0.0,0.101,138624.0,255557245.0,3515146240.0,178483200.0,1265860608.0,1.96310822912e+11
17-10 23:51:10,0.0,3221221376.0,48.386,5.598,45.966,0.0,0.0,0.050,16488.0,105252521.0,4104409088.0,178483200.0,1266049024.0,1.95721371648e+11
17-10 23:51:11,0.0,3221221376.0,54.439,10.020,35.193,0.0,0.0,0.347,247738767.0,17975.0,3679399936.0,178483200.0,1266049024.0,1.961463808e+11
17-10 23:51:12,0.0,3221221376.0,36.302,1.455,62.243,0.0,0.0,0.0,7774766.0,2640.0,3570307072.0,178483200.0,1266049024.0,1.96255473664e+11
17-10 23:51:13,0.0,3221221376.0,22.222,4.773,72.879,0.0,0.0,0.126,165275.0,255556798.0,3508518912.0,178483200.0,1266049024.0,1.96317261824e+11
17-10 23:51:14,0.0,3221221376.0,49.599,5.965,44.386,0.0,0.0,0.050,15942.0,105252521.0,4104597504.0,178483200.0,1266233344.0,1.95720998912e+11
17-10 23:51:15,0.0,3221221376.0,54.160,10.842,34.745,0.0,0.0,0.252,251440210.0,26454.0,3720904704.0,178491392.0,1266233344.0,1.9610468352e+11
17-10 23:51:16,0.0,3221221376.0,38.144,3.126,58.730,0.0,0.0,0.0,2787196.0,2124.0,3442016256.0,178491392.0,1266233344.0,1.96383571968e+11
17-10 23:51:17,0.0,3221221376.0,19.550,4.950,75.450,0.0,0.0,0.050,1420824.0,255558550.0,3491676160.0,178491392.0,1266233344.0,1.96333912064e+11
17-10 23:51:18,0.0,3221221376.0,41.065,5.074,53.787,0.0,0.0,0.075,18090.0,105252953.0,4073775104.0,178491392.0,1266421760.0,1.95751624704e+11
17-10 23:51:19,0.0,3221221376.0,62.335,10.157,27.234,0.0,0.0,0.274,247732088.0,25427.0,3849678848.0,178491392.0,1266421760.0,1.9597572096e+11
17-10 23:51:20,0.0,3221221376.0,36.903,1.891,61.206,0.0,0.0,0.0,7779963.0,4236.0,3587321856.0,178495488.0,1266421760.0,1.96238073856e+11
