"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 23:48:45 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 23:50:36,0.0,3221221376.0,56.939,5.486,37.550,0.0,0.0,0.025,40589.0,251434634.0,2520489984.0,215699456.0,2381205504.0,1.96152918016e+11
17-10 23:50:37,0.0,3221221376.0,37.147,0.792,62.060,0.0,0.0,0.0,14268.0,4068007.0,2274992128.0,215699456.0,2381205504.0,1.96398415872e+11
17-10 23:50:38,0.0,3221221376.0,11.308,3.077,85.489,0.0,0.0,0.125,255565274.0,140761.0,2298290176.0,215699456.0,2381205504.0,1.96375117824e+11
17-10 23:50:39,0.0,3221221376.0,26.447,4.616,68.862,0.0,0.0,0.075,105261221.0,13284.0,2875355136.0,215699456.0,2381209600.0,1.95798048768e+11
17-10 23:50:40,0.0,3221221376.0,55.185,27.542,17.223,0.025,0.0,0.025,43968.0,247729557.0,2685456384.0,215703552.0,2381209600.0,1.95987943424e+11
17-10 23:50:41,0.0,3221221376.0,41.791,1.873,56.337,0.0,0.0,0.0,11232.0,6487779.0,2489843712.0,215703552.0,2381209600.0,1.96183556096e+11
17-10 23:50:42,0.0,3221221376.0,15.522,3.220,81.132,0.0,0.0,0.126,155371516.0,1406871.0,2222673920.0,215703552.0,2381209600.0,1.96450725888e+11
17-10 23:50:43,0.0,3221221376.0,17.503,3.571,78.752,0.0,0.0,0.175,205452965.0,17508.0,2964959232.0,215703552.0,2381209600.0,1.95708440576e+11
17-10 23:50:44,0.0,3221221376.0,71.919,6.970,21.035,0.025,0.0,0.051,32069.0,247726262.0,2652614656.0,215703552.0,2381209600.0,1.96020785152e+11
17-10 23:50:45,0.0,3221221376.0,37.953,2.591,59.457,0.0,0.0,0.0,10902.0,6490458.0,2515451904.0,215703552.0,2381209600.0,1.96157947904e+11
17-10 23:50:46,0.0,3221221376.0,13.643,3.970,82.236,0.0,0.0,0.151,255565127.0,1410526.0,2392981504.0,215707648.0,2381209600.0,1.96280414208e+11
17-10 23:50:47,0.0,3221221376.0,28.402,4.536,66.961,0.0,0.0,0.101,105258403.0,9876.0,2926780416.0,215707648.0,2381209600.0,1.95746615296e+11
17-10 23:50:48,0.0,3221221376.0,62.588,5.503,31.859,0.0,0.0,0.050,25098.0,247729135.0,2687430656.0,215707648.0,2381209600.0,1.95985965056e+11
17-10 23:50:49,0.0,3221221376.0,37.636,1.623,60.741,0.0,0.0,0.0,9432.0,7772656.0,2300989440.0,215707648.0,2381209600.0,1.96372406272e+11
17-10 23:50:50,0.0,3221221376.0,11.401,2.456,85.968,0.0,0.0,0.175,217662513.0,121976.0,2292817920.0,215707648.0,2381209600.0,1.96380577792e+11
17-10 23:50:51,0.0,3221221376.0,16.879,3.271,79.725,0.0,0.0,0.125,143157922.0,10194.0,2981093376.0,215707648.0,2381209600.0,1.95692302336e+11
17-10 23:50:52,0.0,3221221376.0,68.820,7.329,23.801,0.025,0.0,0.025,29255.0,247726102.0,2682978304.0,215707648.0,2381209600.0,1.95990417408e+11
17-10 23:50:53,0.0,3221221376.0,39.024,1.349,59.627,0.0,0.0,0.0,9918.0,6490486.0,2512723968.0,215707648.0,2381209600.0,1.96160671744e+11
17-10 23:50:54,0.0,3221221376.0,14.009,3.094,82.772,0.0,0.0,0.126,255563228.0,1419766.0,2445381632.0,215707648.0,2381209600.0,1.9622801408e+11
17-10 23:50:55,0.0,3221221376.0,28.350,3.807,67.744,0.0,0.0,0.100,105257735.0,15312.0,2917621760.0,215707648.0,2381209600.0,1.95755773952e+11
17-10 23:50:56,0.0,3221221376.0,62.604,5.790,31.580,0.0,0.0,0.025,44478.0,247726554.0,2682347520.0,215707648.0,2381209600.0,1.95991048192e+11
17-10 23:50:57,0.0,3221221376.0,36.151,1.644,62.205,0.0,0.0,0.0,8617.0,7775461.0,2296512512.0,215707648.0,2381209600.0,1.963768832e+11
17-10 23:50:58,0.0,3221221376.0,12.101,2.335,85.413,0.0,0.0,0.151,217027061.0,128457.0,2309128192.0,215707648.0,2381209600.0,1.9636426752e+11
17-10 23:50:59,0.0,3221221376.0,17.124,2.896,79.830,0.0,0.0,0.150,143793577.0,18096.0,2988900352.0,215707648.0,2381209600.0,1.9568449536e+11
17-10 23:51:00,0.0,3221221376.0,61.316,26.111,12.548,0.0,0.0,0.025,26316.0,147472405.0,2940035072.0,215707648.0,2381209600.0,1.9573336064e+11
17-10 23:51:01,0.0,3221221376.0,46.694,2.213,51.068,0.0,0.0,0.025,23970.0,106745779.0,2517573632.0,215707648.0,2381209600.0,1.9615582208e+11
17-10 23:51:02,0.0,3221221376.0,17.755,1.992,80.151,0.0,0.0,0.101,94023346.0,1400418.0,2180321280.0,215707648.0,2381209600.0,1.96493074432e+11
17-10 23:51:03,0.0,3221221376.0,13.023,4.057,82.695,0.0,0.0,0.225,266798886.0,23241.0,2961334272.0,215707648.0,2381209600.0,1.9571206144e+11
17-10 23:51:04,0.0,3221221376.0,74.780,7.385,17.784,0.0,0.0,0.050,25745.0,247726248.0,2687639552.0,215715840.0,2381209600.0,1.95985747968e+11
17-10 23:51:05,0.0,3221221376.0,37.956,1.359,60.685,0.0,0.0,0.0,6342.0,6490810.0,2514735104.0,215715840.0,2381209600.0,1.96158652416e+11
17-10 23:51:06,0.0,3221221376.0,15.482,2.975,81.367,0.0,0.0,0.177,213674337.0,1417967.0,2287173632.0,215715840.0,2381209600.0,1.96386213888e+11
17-10 23:51:07,0.0,3221221376.0,20.426,3.404,76.045,0.0,0.0,0.125,147146416.0,14628.0,2869469184.0,215715840.0,2381209600.0,1.95803918336e+11
17-10 23:51:08,0.0,3221221376.0,68.794,6.782,24.374,0.0,0.0,0.050,26519.0,247726234.0,2718420992.0,215715840.0,2381213696.0,1.95954962432e+11
17-10 23:51:09,0.0,3221221376.0,37.176,1.460,61.364,0.0,0.0,0.0,8214.0,6491262.0,2545963008.0,215719936.0,2381209600.0,1.96127420416e+11
17-10 23:51:10,0.0,3221221376.0,14.099,3.287,82.464,0.0,0.0,0.151,255564255.0,1417893.0,2483507200.0,215719936.0,2381213696.0,1.96189872128e+11
17-10 23:51:11,0.0,3221221376.0,36.491,4.010,59.398,0.0,0.0,0.100,105257741.0,11328.0,2952998912.0,215719936.0,2381213696.0,1.95720380416e+11
17-10 23:51:12,0.0,3221221376.0,57.056,18.589,24.330,0.0,0.0,0.025,23375.0,247733067.0,2581147648.0,215719936.0,2381213696.0,1.9609223168e+11
17-10 23:51:13,0.0,3221221376.0,37.645,1.601,60.754,0.0,0.0,0.0,6786.0,6484577.0,2536493056.0,215719936.0,2381213696.0,1.96136886272e+11
17-10 23:51:14,0.0,3221221376.0,13.633,2.561,83.681,0.0,0.0,0.126,255563196.0,1444358.0,2447974400.0,215719936.0,2381213696.0,1.96225404928e+11
17-10 23:51:15,0.0,3221221376.0,31.024,4.436,64.490,0.0,0.0,0.050,105258221.0,10782.0,2946592768.0,215724032.0,2381213696.0,1.95726782464e+11
17-10 23:51:16,0.0,3221221376.0,60.422,5.758,33.794,0.0,0.0,0.025,29136.0,247729530.0,2590613504.0,215724032.0,2381213696.0,1.96082761728e+11
17-10 23:51:17,0.0,3221221376.0,34.381,14.728,50.866,0.0,0.0,0.025,9822.0,6487496.0,2544861184.0,215724032.0,2381213696.0,1.96128514048e+11
17-10 23:51:18,0.0,3221221376.0,14.841,3.584,81.323,0.0,0.0,0.252,234132992.0,1412748.0,2328625152.0,215724032.0,2381213696.0,1.9634475008e+11
17-10 23:51:19,0.0,3221221376.0,22.830,4.114,73.006,0.0,0.0,0.050,126688186.0,14736.0,2906968064.0,215724032.0,2381213696.0,1.95766407168e+11
17-10 23:51:20,0.0,3221221376.0,67.612,5.571,26.817,0.0,0.0,0.0,30947.0,247755334.0,2725244928.0,215724032.0,2381213696.0,1.95948130304e+11
17-10 23:51:21,0.0,3221221376.0,36.026,2.194,61.781,0.0,0.0,0.0,8856.0,7775523.0,2446426112.0,215724032.0,2381213696.0,1.9622694912e+11
