"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 21:43:17 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 21:43:39,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5766.0,190.0,1493372928.0,158011392.0,965926912.0,1.98653001728e+11
17-10 21:43:40,0.0,3221221376.0,0.025,0.0,99.975,0.0,0.0,0.0,6666.0,190.0,1493245952.0,158011392.0,965926912.0,1.98653128704e+11
17-10 21:43:41,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5646.0,190.0,1493245952.0,158011392.0,965926912.0,1.98653128704e+11
17-10 21:43:42,0.0,3221221376.0,0.025,0.0,99.975,0.0,0.0,0.0,6546.0,190.0,1493245952.0,158011392.0,965926912.0,1.98653128704e+11
17-10 21:43:43,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6306.0,190.0,1493245952.0,158011392.0,965926912.0,1.98653128704e+11
17-10 21:43:44,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5946.0,190.0,1493237760.0,158019584.0,965926912.0,1.98653128704e+11
17-10 21:43:45,0.0,3221221376.0,0.025,0.0,99.975,0.0,0.0,0.0,5766.0,190.0,1493110784.0,158019584.0,965926912.0,1.9865325568e+11
17-10 21:43:46,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5706.0,190.0,1493106688.0,158019584.0,965931008.0,1.9865325568e+11
17-10 21:43:47,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5466.0,190.0,1492979712.0,158019584.0,965931008.0,1.98653382656e+11
17-10 21:43:48,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5526.0,190.0,1492979712.0,158019584.0,965931008.0,1.98653382656e+11
17-10 21:43:49,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5586.0,190.0,1492979712.0,158019584.0,965931008.0,1.98653382656e+11
17-10 21:43:50,0.0,3221221376.0,3.148,2.644,94.208,0.0,0.0,0.0,391460.0,257231.0,1624592384.0,158023680.0,965931008.0,1.98521765888e+11
17-10 21:43:51,0.0,3221221376.0,5.344,4.315,90.341,0.0,0.0,0.0,620084.0,334761.0,1715810304.0,158023680.0,966041600.0,1.98430437376e+11
17-10 21:43:52,0.0,3221221376.0,7.068,4.638,88.294,0.0,0.0,0.0,687682.0,367676.0,1750953984.0,158023680.0,966041600.0,1.98395293696e+11
17-10 21:43:53,0.0,3221221376.0,6.066,5.142,88.792,0.0,0.0,0.0,587486.0,331210.0,1787170816.0,158023680.0,966041600.0,1.98359076864e+11
17-10 21:43:54,0.0,3221221376.0,6.354,9.246,84.400,0.0,0.0,0.0,620029.0,332960.0,1812049920.0,158023680.0,966045696.0,1.98334193664e+11
17-10 21:43:55,0.0,3221221376.0,5.973,6.865,87.138,0.0,0.0,0.025,585913.0,299312.0,1812303872.0,158031872.0,966037504.0,1.98333939712e+11
17-10 21:43:56,0.0,3221221376.0,5.326,4.013,90.661,0.0,0.0,0.0,654204.0,334253.0,1803034624.0,158031872.0,966045696.0,1.98343200768e+11
17-10 21:43:57,0.0,3221221376.0,5.948,3.629,90.423,0.0,0.0,0.0,668584.0,368304.0,1763729408.0,158031872.0,966045696.0,1.98382505984e+11
17-10 21:43:58,0.0,3221221376.0,6.673,4.233,89.094,0.0,0.0,0.0,668615.0,367652.0,1775075328.0,158031872.0,966045696.0,1.98371160064e+11
17-10 21:43:59,0.0,3221221376.0,5.263,3.745,90.992,0.0,0.0,0.0,667722.0,335198.0,1799299072.0,158031872.0,966045696.0,1.9834693632e+11
17-10 21:44:00,0.0,3221221376.0,5.935,4.358,89.707,0.0,0.0,0.0,669601.0,367888.0,1767415808.0,158031872.0,966045696.0,1.98378819584e+11
17-10 21:44:01,0.0,3221221376.0,1.932,0.803,97.265,0.0,0.0,0.0,192152.0,80478.0,1066983424.0,158040064.0,966021120.0,1.99079268352e+11
