"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 21:43:17 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 21:43:45,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6330.0,198.0,2029572096.0,177401856.0,1252859904.0,1.97810479104e+11
17-10 21:43:46,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6270.0,198.0,2029568000.0,177401856.0,1252864000.0,1.97810479104e+11
17-10 21:43:47,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5970.0,198.0,2029436928.0,177405952.0,1252864000.0,1.9781060608e+11
17-10 21:43:48,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6030.0,198.0,2029436928.0,177405952.0,1252864000.0,1.9781060608e+11
17-10 21:43:49,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,6030.0,198.0,2029436928.0,177405952.0,1252864000.0,1.9781060608e+11
17-10 21:43:50,0.0,3221221376.0,2.740,2.061,95.173,0.0,0.0,0.025,770837.0,1153371.0,2112593920.0,177405952.0,1252864000.0,1.97727449088e+11
17-10 21:43:51,0.0,3221221376.0,5.668,4.565,89.742,0.0,0.0,0.025,1008623.0,1849925.0,2167427072.0,177405952.0,1252876288.0,1.97672603648e+11
17-10 21:43:52,0.0,3221221376.0,6.695,5.331,87.974,0.0,0.0,0.0,1114502.0,2050305.0,2260709376.0,177410048.0,1252880384.0,1.97579313152e+11
17-10 21:43:53,0.0,3221221376.0,5.826,5.201,88.922,0.0,0.0,0.050,1002828.0,1747946.0,2258718720.0,177410048.0,1252884480.0,1.97581299712e+11
17-10 21:43:54,0.0,3221221376.0,5.551,6.002,88.447,0.0,0.0,0.0,940346.0,1843942.0,2298359808.0,177410048.0,1252884480.0,1.97541658624e+11
17-10 21:43:55,0.0,3221221376.0,5.690,7.402,86.883,0.0,0.0,0.025,969944.0,1745514.0,2269216768.0,177410048.0,1252884480.0,1.97570801664e+11
17-10 21:43:56,0.0,3221221376.0,5.099,7.023,87.878,0.0,0.0,0.0,1009515.0,1912911.0,2339291136.0,177410048.0,1252884480.0,1.97500727296e+11
17-10 21:43:57,0.0,3221221376.0,5.792,4.281,89.927,0.0,0.0,0.0,1125034.0,1923620.0,2294812672.0,177414144.0,1252884480.0,1.97545201664e+11
17-10 21:43:58,0.0,3221221376.0,7.356,4.399,88.246,0.0,0.0,0.0,1127010.0,2008383.0,2270961664.0,177414144.0,1252884480.0,1.97569052672e+11
17-10 21:43:59,0.0,3221221376.0,5.799,3.858,90.318,0.0,0.0,0.025,1025632.0,1946156.0,2304876544.0,177414144.0,1252900864.0,1.97535121408e+11
17-10 21:44:00,0.0,3221221376.0,5.732,4.600,89.643,0.0,0.0,0.025,1125958.0,1950816.0,2289213440.0,177414144.0,1252904960.0,1.97550780416e+11
