"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 21:43:18 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 21:43:27,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5766.0,190.0,1668489216.0,215031808.0,2380881920.0,1.97005910016e+11
17-10 21:43:28,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5946.0,190.0,1668481024.0,215040000.0,2380881920.0,1.97005910016e+11
17-10 21:43:29,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5706.0,190.0,1668354048.0,215040000.0,2380881920.0,1.97006036992e+11
17-10 21:43:30,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5406.0,190.0,1668354048.0,215040000.0,2380881920.0,1.97006036992e+11
17-10 21:43:31,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5712.0,322.0,1668354048.0,215040000.0,2380881920.0,1.97006036992e+11
17-10 21:43:32,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5166.0,190.0,1668354048.0,215040000.0,2380881920.0,1.97006036992e+11
17-10 21:43:33,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5286.0,190.0,1668354048.0,215040000.0,2380881920.0,1.97006036992e+11
17-10 21:43:34,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6006.0,190.0,1668354048.0,215040000.0,2380881920.0,1.97006036992e+11
17-10 21:43:35,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5646.0,190.0,1668227072.0,215040000.0,2380881920.0,1.97006163968e+11
17-10 21:43:36,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5106.0,190.0,1668227072.0,215040000.0,2380881920.0,1.97006163968e+11
17-10 21:43:37,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5046.0,190.0,1668227072.0,215040000.0,2380881920.0,1.97006163968e+11
17-10 21:43:38,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6246.0,190.0,1668227072.0,215040000.0,2380881920.0,1.97006163968e+11
17-10 21:43:39,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5886.0,190.0,1668227072.0,215044096.0,2380877824.0,1.97006163968e+11
17-10 21:43:40,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5706.0,190.0,1668222976.0,215044096.0,2380881920.0,1.97006163968e+11
17-10 21:43:41,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,6726.0,190.0,1668096000.0,215044096.0,2380881920.0,1.97006290944e+11
17-10 21:43:42,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5586.0,190.0,1668096000.0,215044096.0,2380881920.0,1.97006290944e+11
17-10 21:43:43,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6486.0,190.0,1668096000.0,215044096.0,2380881920.0,1.97006290944e+11
17-10 21:43:44,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,6366.0,190.0,1668096000.0,215044096.0,2380881920.0,1.97006290944e+11
17-10 21:43:45,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5946.0,190.0,1668087808.0,215052288.0,2380881920.0,1.97006290944e+11
17-10 21:43:46,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5766.0,190.0,1667944448.0,215052288.0,2380881920.0,1.97006434304e+11
17-10 21:43:47,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5826.0,190.0,1667940352.0,215052288.0,2380886016.0,1.97006434304e+11
17-10 21:43:48,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5406.0,190.0,1667940352.0,215052288.0,2380886016.0,1.97006434304e+11
17-10 21:43:49,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5586.0,190.0,1667813376.0,215052288.0,2380886016.0,1.9700656128e+11
17-10 21:43:50,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5526.0,190.0,1667813376.0,215052288.0,2380886016.0,1.9700656128e+11
17-10 21:43:51,0.0,3221221376.0,3.460,2.858,93.683,0.0,0.0,0.0,391051.0,257933.0,1812746240.0,215060480.0,2380996608.0,1.96861509632e+11
17-10 21:43:52,0.0,3221221376.0,4.760,4.306,90.934,0.0,0.0,0.0,620618.0,335060.0,1903591424.0,215060480.0,2380996608.0,1.96770664448e+11
17-10 21:43:53,0.0,3221221376.0,5.452,4.442,90.106,0.0,0.0,0.0,655211.0,369386.0,1944973312.0,215060480.0,2380996608.0,1.9672928256e+11
17-10 21:43:54,0.0,3221221376.0,5.331,6.342,88.327,0.0,0.0,0.0,620759.0,334430.0,1952227328.0,215060480.0,2381000704.0,1.96722024448e+11
17-10 21:43:55,0.0,3221221376.0,5.728,6.953,87.319,0.0,0.0,0.0,620142.0,300606.0,1982377984.0,215060480.0,2381000704.0,1.96691873792e+11
17-10 21:43:56,0.0,3221221376.0,6.459,7.176,86.365,0.0,0.0,0.0,586788.0,333804.0,1962467328.0,215068672.0,2380992512.0,1.96711784448e+11
17-10 21:43:57,0.0,3221221376.0,5.203,3.359,91.437,0.0,0.0,0.0,654757.0,335729.0,1987444736.0,215068672.0,2381000704.0,1.96686798848e+11
17-10 21:43:58,0.0,3221221376.0,6.182,3.418,90.374,0.0,0.0,0.025,635000.0,366591.0,1960882176.0,215068672.0,2381000704.0,1.96713361408e+11
17-10 21:43:59,0.0,3221221376.0,6.657,4.029,89.314,0.0,0.0,0.0,702587.0,370762.0,1935527936.0,215068672.0,2381000704.0,1.96738715648e+11
17-10 21:44:00,0.0,3221221376.0,5.131,3.150,91.720,0.0,0.0,0.0,668738.0,335694.0,1961349120.0,215068672.0,2381000704.0,1.96712894464e+11
17-10 21:44:01,0.0,3221221376.0,5.887,4.769,89.344,0.0,0.0,0.0,669535.0,335746.0,1981976576.0,215068672.0,2381000704.0,1.96692267008e+11
17-10 21:44:02,0.0,3221221376.0,1.583,1.231,97.186,0.0,0.0,0.0,195074.0,115313.0,1243586560.0,215076864.0,2380976128.0,1.97430673408e+11
