"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output part1_task2_cluster_async.csv",,,,"Date:","16 Oct 2018 13:56:04 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 13:56:24,0.0,3221221376.0,4.112,7.114,88.496,0.0,0.0,0.277,0.0,0.0,398502911.0,52805.0
16-10 13:56:25,0.0,3221221376.0,5.333,8.162,86.229,0.0,0.0,0.275,0.0,53248.0,249068751.0,29209.0
16-10 13:56:26,0.0,3221221376.0,4.760,7.891,87.049,0.0,0.0,0.301,0.0,0.0,370720847.0,49275.0
16-10 13:56:27,0.0,3221221376.0,4.718,6.700,88.356,0.0,0.0,0.226,0.0,32768.0,263433993.0,37562.0
16-10 13:56:28,0.0,3221221376.0,5.571,7.170,87.010,0.0,0.0,0.250,0.0,0.0,317604449.0,45854.0
16-10 13:56:29,0.0,3221221376.0,5.704,6.960,87.035,0.0,0.0,0.302,0.0,0.0,310174231.0,30426.0
16-10 13:56:30,0.0,3221221376.0,3.973,7.046,88.781,0.0,0.0,0.200,0.0,49152.0,249069680.0,30686.0
16-10 13:56:31,0.0,3221221376.0,4.733,7.226,87.638,0.0,0.0,0.403,0.0,0.0,398504111.0,33672.0
16-10 13:56:32,0.0,3221221376.0,5.177,6.509,88.087,0.0,0.0,0.226,0.0,36864.0,249072290.0,30804.0
16-10 13:56:33,0.0,3221221376.0,4.814,6.502,88.306,0.0,0.0,0.378,0.0,0.0,386980655.0,35210.0
16-10 13:56:34,0.0,3221221376.0,4.924,8.008,86.869,0.0,0.0,0.199,0.0,0.0,232187444.0,30195.0
16-10 13:56:35,0.0,3221221376.0,3.427,4.031,92.341,0.0,0.0,0.202,0.0,53248.0,302115892.0,36320.0
16-10 13:56:36,0.0,3221221376.0,2.565,3.068,94.064,0.0,0.0,0.302,0.0,0.0,340652699.0,29196.0
16-10 13:56:37,0.0,3221221376.0,1.924,2.399,95.552,0.0,0.0,0.125,0.0,28672.0,268496342.0,33358.0
16-10 13:56:38,0.0,3221221376.0,1.772,2.471,95.608,0.0,0.0,0.150,0.0,0.0,196434601.0,18166.0


"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output part1_task2_cluster_async.csv",,,,"Date:","16 Oct 2018 13:57:23 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 13:57:23,0.0,3221221376.0,0.178,0.041,99.780,0.000,0.0,0.000,520.878,48862.096,0.0,0.0
16-10 13:57:24,0.0,3221221376.0,0.875,0.425,98.700,0.0,0.0,0.0,0.0,0.0,14100.0,11674.0
16-10 13:57:25,0.0,3221221376.0,0.275,0.025,99.700,0.0,0.0,0.0,0.0,0.0,24420.0,31764.0
