"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output part1_task2_cluster2_async.csv",,,,"Date:","16 Oct 2018 13:57:49 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
16-10 13:58:17,0.0,3221221376.0,4.680,9.789,85.153,0.025,0.0,0.352,0.0,8192.0,461581898.0,117061.0
16-10 13:58:18,0.0,3221221376.0,4.209,4.159,91.108,0.0,0.0,0.523,0.0,16384.0,592948108.0,69382.0
16-10 13:58:19,0.0,3221221376.0,4.380,5.688,89.429,0.0,0.0,0.503,0.0,0.0,668974229.0,100647.0
16-10 13:58:20,0.0,3221221376.0,4.038,6.672,88.939,0.0,0.0,0.351,0.0,0.0,504410343.0,147098.0
16-10 13:58:21,0.0,3221221376.0,3.434,4.888,91.176,0.0,0.0,0.501,0.0,0.0,613253997.0,228188.0
16-10 13:58:22,0.0,3221221376.0,4.765,7.086,87.700,0.0,0.0,0.449,0.0,0.0,642385888.0,250941.0
16-10 13:58:23,0.0,3221221376.0,4.747,5.152,89.571,0.0,0.0,0.530,0.0,8192.0,518262361.0,206512.0
16-10 13:58:24,0.0,3221221376.0,4.167,5.848,89.483,0.0,0.0,0.502,0.0,16384.0,571606680.0,183610.0
16-10 13:58:25,0.0,3221221376.0,4.218,5.865,89.344,0.0,0.0,0.574,0.0,0.0,636982114.0,300329.0
16-10 13:58:26,0.0,3221221376.0,4.851,5.796,88.781,0.0,0.0,0.572,0.0,0.0,602214761.0,275363.0
16-10 13:58:27,0.0,3221221376.0,4.195,4.549,90.751,0.0,0.0,0.505,0.0,0.0,564498659.0,193840.0
16-10 13:58:28,0.0,3221221376.0,2.268,1.470,96.162,0.0,0.0,0.100,0.0,0.0,161632193.0,82181.0
16-10 13:58:29,0.0,3221221376.0,0.400,0.250,99.349,0.0,0.0,0.0,0.0,81920.0,8798.0,2525.0
